"TOA5","weather","CR1000","78322","CR1000.Std.28.02","CPU:boat_20180328.CR1","169","Table1"
"TIMESTAMP","RECORD","lng_deg","lat_deg","mean_boat_spd","mean_boat_dir","mean_WS_knot","mean_WindDir","mean_true_ws","mean_true_wd","mean_ws_sonic","mean_wd_sonic","true_sws_WVc(1)","true_sws_WVc(2)","AirTC_Avg","BP_mbar_Avg","RH","Slr_Wm2_Avg","PAR_Avg"
"TS","RN","Deg","Deg","knots","Deg","knots","Deg","knots","Deg","knots","Deg","knots","knots","DegC","hPa","%","W/m^2","uE/m^2sec"
"","","Smp","Smp","WVc","WVc","WVc","WVc","WVc","WVc","WVc","WVc","WVc","WVc","Avg","Avg","Smp","Avg","Avg"
"2019-06-06 08:24:00",576499,121.7884,25.14757,0.027,23.82,1.765,49.98,1.749,74.52,"NAN",0,"NAN",0,29.52,1011.621,46.24,567.7,1637.245
"2019-06-06 08:25:00",576500,121.7884,25.14757,0.068,22.77,0.686,62.38,0.662,92.6,"NAN",0,"NAN",0,29.65,1011.623,45.68,567.4,1636.905
"2019-06-06 08:26:00",576501,121.7884,25.14757,0.156,24.23,1.772,76.87,1.746,106,"NAN",0,"NAN",0,29.76,1011.637,44.92,568.3,1641.464
"2019-06-06 08:27:00",576502,121.7884,25.14764,0.372,39.06,1.502,38.84,1.251,90.6,"NAN",0,"NAN",0,29.81,1011.675,45.33,572,1646.062
"2019-06-06 08:28:00",576503,121.7879,25.14734,1.818,62.25,0.344,99.6,1.949,233.8,"NAN",0,"NAN",0,29.87,1011.715,44.7,576.5,1648.692
"2019-06-06 08:29:00",576504,121.7875,25.14737,1.584,116.5,0.502,235.8,1.769,313.6,"NAN",0,"NAN",0,29.89,1011.735,44.16,590.8,1666.682
"2019-06-06 08:30:00",576505,121.7876,25.14698,1.676,154.9,2.33,315.8,1.385,69.12,"NAN",0,"NAN",0,29.9,1011.745,44.17,610.4,1685.1
"2019-06-06 08:31:00",576506,121.7884,25.14624,4.021,129.7,5.878,342.1,2.56,71.05,"NAN",0,"NAN",0,29.82,1011.742,44.31,601.5,1673.373
"2019-06-06 08:32:00",576507,121.7896,25.14656,4.249,67.8,8.24,13.11,4.333,92.9,"NAN",0,"NAN",0,29.75,1011.741,44.31,592.7,1659.781
"2019-06-06 08:33:00",576508,121.7903,25.1481,6.039,23.51,8.68,26.38,4.305,90.6,"NAN",0,"NAN",0,29.45,1011.745,46.7,592.2,1655.318
"2019-06-06 08:34:00",576509,121.7911,25.14987,6.867,22.2,8.92,28.38,4.378,99.3,"NAN",0,"NAN",0,28.99,1011.752,49.65,596.1,1662.08
"2019-06-06 08:35:00",576510,121.7918,25.15168,6.892,23.47,9.16,26.37,4.285,95.5,"NAN",0,"NAN",0,28.53,1011.753,52.86,598.2,1661.958
"2019-06-06 08:36:00",576511,121.7927,25.15342,6.927,28.38,9.42,22.82,4.056,92.6,"NAN",0,"NAN",0,28.23,1011.755,59.83,602.6,1665.859
"2019-06-06 08:37:00",576512,121.7934,25.15524,6.998,26.88,9.33,11.48,2.86,67.65,"NAN",0,"NAN",0,28.01,1011.757,64.48,608.6,1667.407
"2019-06-06 08:38:00",576513,121.7941,25.1571,7.06,27.59,9.67,5.581,2.743,47.72,"NAN",0,"NAN",0,27.96,1011.759,66.89,609.7,1665.992
"2019-06-06 08:39:00",576514,121.7948,25.159,7.147,27.43,10.09,4.826,3.283,40.38,"NAN",0,"NAN",0,28.04,1011.76,66.3,613.6,1666.643
"2019-06-06 08:40:00",576515,121.7957,25.16068,6.814,40.16,10.85,343.9,4.717,1.213,"NAN",0,"NAN",0,28.13,1011.755,64.09,618.9,1673.948
"2019-06-06 08:41:00",576516,121.7969,25.16208,6.395,51.38,10.56,337.5,5.262,1.073,"NAN",0,"NAN",0,28.16,1011.735,63.26,625.9,1678.863
"2019-06-06 08:42:00",576517,121.7978,25.16336,5.472,42.07,9.23,339.8,4.534,357.1,"NAN",0,"NAN",0,28.19,1011.753,63.97,631.9,1678.992
"2019-06-06 08:43:00",576518,121.7976,25.16411,2.927,1.619,6.437,359.3,3.618,359.3,"NAN",0,"NAN",0,28.24,1011.749,64.6,635.3,1679.539
"2019-06-06 08:44:00",576519,121.7972,25.16441,1.724,337.8,4.707,20.22,3.15,8.39,"NAN",0,"NAN",0,28.31,1011.742,63.62,634.4,1686.191
"2019-06-06 08:45:00",576520,121.7969,25.16451,1.085,315.7,3.885,50.74,3.286,20.64,"NAN",0,"NAN",0,28.26,1011.733,63.24,654.1,1698.112
"2019-06-06 08:46:00",576521,121.7967,25.16452,0.647,297.8,3.504,82,3.465,30.43,"NAN",0,"NAN",0,28.06,1011.735,65.02,667.8,1707.549
"2019-06-06 08:47:00",576522,121.7965,25.16453,0.369,285.9,3.314,98.3,3.382,30.37,"NAN",0,"NAN",0,27.86,1011.705,67.11,673.9,1712.511
"2019-06-06 08:48:00",576523,121.7965,25.16461,0.335,264.7,3.438,115.5,3.599,24.97,"NAN",0,"NAN",0,27.72,1011.696,69.35,682.1,1724.28
"2019-06-06 08:49:00",576524,121.7964,25.1648,0.728,237.1,3.739,134.9,4.29,19.02,"NAN",0,"NAN",0,27.6,1011.714,72.1,692.3,1741.241
"2019-06-06 08:50:00",576525,121.7963,25.16508,1.155,207.2,4.06,158.1,5.146,10.03,"NAN",0,"NAN",0,27.46,1011.7,74.41,698.6,1747.057
"2019-06-06 08:51:00",576526,121.796,25.16534,1.416,176.5,4.279,181,5.682,357.3,"NAN",0,"NAN",0,27.32,1011.703,77.85,700.4,1738.982
"2019-06-06 08:52:00",576527,121.7966,25.16555,3.147,86.7,4.444,312.5,2.897,354.9,"NAN",0,"NAN",0,27.25,1011.683,81.1,671.1,1703.995
"2019-06-06 08:53:00",576528,121.7978,25.16716,6.989,42.79,9.57,342.2,3.623,348.8,"NAN",0,"NAN",0,27.31,1011.622,83.9,657.8,1700.846
"2019-06-06 08:54:00",576529,121.7991,25.16888,7.683,43.12,10.81,342.6,4.175,352.1,"NAN",0,"NAN",0,27.45,1011.618,82.1,664.7,1703.007
"2019-06-06 08:55:00",576530,121.8007,25.17046,7.613,48.12,10.96,340.9,4.525,355.6,"NAN",0,"NAN",0,27.57,1011.615,78.19,668.5,1704.28
"2019-06-06 08:56:00",576531,121.8023,25.17203,7.733,49.16,11.29,340.8,4.73,357.5,"NAN",0,"NAN",0,27.7,1011.618,74.75,674.9,1708.261
"2019-06-06 08:57:00",576532,121.804,25.17359,7.809,50.17,11.47,341.6,4.754,0.347,"NAN",0,"NAN",0,27.82,1011.625,71.45,678.2,1709.119
"2019-06-06 08:58:00",576533,121.8053,25.17519,7.267,43.67,11.15,345.6,4.51,5.615,"NAN",0,"NAN",0,27.9,1011.633,69.98,684.6,1710.71
"2019-06-06 08:59:00",576534,121.8055,25.17618,3.814,7.234,8.13,9.8,4.594,22.72,"NAN",0,"NAN",0,27.99,1011.651,66.88,687.6,1712.922
"2019-06-06 09:00:00",576535,121.8051,25.17653,1.776,313,5.437,56.36,4.631,26.92,"NAN",0,"NAN",0,27.93,1011.656,66.4,697,1725.905
"2019-06-06 09:01:00",576536,121.8048,25.17666,0.932,270.4,4.859,109.4,5.2,29.37,"NAN",0,"NAN",0,27.78,1011.715,67.96,721,1743.024
"2019-06-06 09:02:00",576537,121.8047,25.17684,0.756,235,4.993,148.2,5.645,27.23,"NAN",0,"NAN",0,27.66,1011.727,69.76,730.1,1755.97
"2019-06-06 09:03:00",576538,121.8046,25.1771,1.015,212.6,5.354,174,6.358,27.14,"NAN",0,"NAN",0,27.53,1011.736,72.49,731.1,1760.116
"2019-06-06 09:04:00",576539,121.8045,25.17744,1.302,191.9,5.358,199.3,6.591,27.4,"NAN",0,"NAN",0,27.48,1011.719,75.63,727.5,1757.646
"2019-06-06 09:05:00",576540,121.8042,25.17779,1.457,171,5.84,218.6,7.038,22.35,"NAN",0,"NAN",0,27.49,1011.718,76.39,728.4,1755.498
"2019-06-06 09:06:00",576541,121.8044,25.17786,1.105,103.8,5.224,297.1,4.559,32.32,"NAN",0,"NAN",0,27.5,1011.711,76.92,715.6,1735.853
"2019-06-06 09:07:00",576542,121.805,25.17921,5.244,29.78,9.94,6.136,4.843,42.17,"NAN",0,"NAN",0,27.61,1011.694,77.22,704.1,1719.545
"2019-06-06 09:08:00",576543,121.8062,25.18096,7.528,38.85,12.53,4.353,5.302,47.77,"NAN",0,"NAN",0,27.78,1011.672,74.22,701.2,1718.8
"2019-06-06 09:09:00",576544,121.8077,25.18255,7.442,43.76,12.07,11.44,5.37,70.31,"NAN",0,"NAN",0,27.92,1011.691,71.28,711.3,1722.254
"2019-06-06 09:10:00",576545,121.8092,25.18408,7.483,46.16,11.76,5.169,4.907,55.05,"NAN",0,"NAN",0,28.04,1011.7,68.38,714.9,1723.149
"2019-06-06 09:11:00",576546,121.8108,25.1854,7.043,49.78,11.08,354.9,4.181,35.44,"NAN",0,"NAN",0,28.14,1011.7,66.3,719.1,1725.748
"2019-06-06 09:12:00",576547,121.812,25.18655,5.595,41.03,9.81,359.5,4.354,38.01,"NAN",0,"NAN",0,28.23,1011.711,65.11,726.2,1730.36
"2019-06-06 09:13:00",576548,121.8118,25.18717,2.381,350.8,6.671,25.29,4.587,27.27,"NAN",0,"NAN",0,28.31,1011.747,64.5,723.6,1732.117
"2019-06-06 09:14:00",576549,121.8115,25.18726,0.937,319.8,5.129,56.98,4.656,26.08,"NAN",0,"NAN",0,28.19,1011.747,66.45,732.4,1742.81
"2019-06-06 09:15:00",576550,121.8114,25.18721,0.478,287.9,4.866,95.2,4.917,28.6,"NAN",0,"NAN",0,28,1011.746,69.43,750,1754.297
"2019-06-06 09:16:00",576551,121.8114,25.1872,0.145,256.8,4.863,122.4,4.936,20.72,"NAN",0,"NAN",0,27.85,1011.748,71.81,763.5,1765.527
"2019-06-06 09:17:00",576552,121.8114,25.18728,0.324,233,5.037,145.8,5.313,20.25,"NAN",0,"NAN",0,27.72,1011.75,73.88,766.9,1771.923
"2019-06-06 09:18:00",576553,121.8114,25.18745,0.634,207.2,4.955,172.8,5.578,21.13,"NAN",0,"NAN",0,27.57,1011.746,77,766.7,1774.395
"2019-06-06 09:19:00",576554,121.8113,25.18769,0.941,180.8,5.043,202.1,5.918,19.47,"NAN",0,"NAN",0,27.51,1011.75,79.44,762.6,1769.881
"2019-06-06 09:20:00",576555,121.8111,25.18785,1.094,155.7,4.58,225.9,5.4,13.28,"NAN",0,"NAN",0,27.54,1011.756,80.3,762.2,1763.241
"2019-06-06 09:21:00",576556,121.8122,25.18747,4.549,108.7,5.764,320.9,3.215,21.44,"NAN",0,"NAN",0,27.6,1011.764,80.8,749,1750.818
"2019-06-06 09:22:00",576557,121.8132,25.18933,7.405,27.28,11.27,2.936,3.929,35.24,"NAN",0,"NAN",0,27.7,1011.77,77.61,742.1,1733.835
"2019-06-06 09:23:00",576558,121.8142,25.19149,8.4,25.83,12.39,5.791,4.136,43.46,"NAN",0,"NAN",0,27.81,1011.773,75.36,740.8,1735.432
"2019-06-06 09:24:00",576559,121.8151,25.19372,8.54,24.32,12.43,7.499,4.126,47.48,"NAN",0,"NAN",0,28,1011.777,71.32,747.5,1737.512
"2019-06-06 09:25:00",576560,121.816,25.19594,8.5,25,12.94,6.42,4.601,43.33,"NAN",0,"NAN",0,28.17,1011.768,68.32,749,1737.43
"2019-06-06 09:26:00",576561,121.8173,25.1978,8.03,38.77,12.95,7.363,5.283,55.73,"NAN",0,"NAN",0,28.27,1011.762,64.8,748.1,1734.753
"2019-06-06 09:27:00",576562,121.8174,25.19881,4.03,6.053,7.985,27.68,4.711,53.14,"NAN",0,"NAN",0,28.32,1011.784,62.73,762.4,1747.112
"2019-06-06 09:28:00",576563,121.8171,25.19916,1.738,326.3,4.802,69.72,4.438,56.66,"NAN",0,"NAN",0,28.16,1011.763,64.31,763.4,1756.64
"2019-06-06 09:29:00",576564,121.8169,25.19929,0.864,288.6,4.282,110.9,4.626,49.59,"NAN",0,"NAN",0,27.96,1011.769,66.77,782.9,1770.129
"2019-06-06 09:30:00",576565,121.8168,25.19945,0.66,256.5,4.317,137.7,4.824,39.43,"NAN",0,"NAN",0,27.84,1011.783,69.16,797,1783.541
"2019-06-06 09:31:00",576566,121.8167,25.19969,0.869,234.7,4.517,155.1,5.315,33.68,"NAN",0,"NAN",0,27.73,1011.804,72.57,800,1792.521
"2019-06-06 09:32:00",576567,121.8167,25.2,1.142,206.7,4.637,182.6,5.763,28.87,"NAN",0,"NAN",0,27.61,1011.836,73.64,797.9,1793.2
"2019-06-06 09:33:00",576568,121.8165,25.20033,1.276,182.7,4.958,203.9,6.143,21.81,"NAN",0,"NAN",0,27.55,1011.859,75.47,791.9,1786.297
"2019-06-06 09:34:00",576569,121.8163,25.20055,1.008,169.5,4.831,209,5.734,13.67,"NAN",0,"NAN",0,27.58,1011.88,76.54,787.6,1783.478
"2019-06-06 09:35:00",576570,121.8162,25.20064,0.632,172,4.101,209.4,4.66,17.64,"NAN",0,"NAN",0,27.65,1011.896,74.66,786.6,1780.111
"2019-06-06 09:36:00",576571,121.816,25.20052,0.848,187.7,2.327,198.7,3.122,22.58,"NAN",0,"NAN",0,27.71,1011.923,75.22,797,1775.483
"2019-06-06 09:37:00",576572,121.8151,25.20007,3.348,234.1,2.406,101.6,4.183,23.48,"NAN",0,"NAN",0,27.79,1011.973,71.76,802,1776.114
"2019-06-06 09:38:00",576573,121.8137,25.20039,4.794,286.2,5.637,49.73,4.434,31.14,"NAN",0,"NAN",0,27.73,1012.015,72.64,797.6,1784.441
"2019-06-06 09:39:00",576574,121.8122,25.20088,5.367,290.5,5.929,44.66,4.324,35.89,"NAN",0,"NAN",0,27.61,1012.03,73.69,799.1,1786.766
"2019-06-06 09:40:00",576575,121.8106,25.20141,5.468,292.4,5.653,42.5,4.036,41.21,"NAN",0,"NAN",0,27.48,1012.031,75.12,801,1786.668
"2019-06-06 09:41:00",576576,121.809,25.20204,5.622,295.1,5.792,42.53,4.146,44.21,"NAN",0,"NAN",0,27.38,1012.027,74.56,802,1786.077
"2019-06-06 09:42:00",576577,121.8074,25.20277,5.91,294.9,6.36,43.11,4.531,41.2,"NAN",0,"NAN",0,27.34,1012.027,80.2,805,1788.494
"2019-06-06 09:43:00",576578,121.8058,25.20345,5.908,294.9,6.947,40.26,4.536,32.57,"NAN",0,"NAN",0,27.35,1012.03,84.6,808,1788.177
"2019-06-06 09:44:00",576579,121.8042,25.2042,5.911,295,7.576,39.96,4.868,26.19,"NAN",0,"NAN",0,27.34,1012.031,88.2,809,1785.671
"2019-06-06 09:45:00",576580,121.8025,25.205,6.05,295.5,7.534,38.48,4.693,27.4,"NAN",0,"NAN",0,27.28,1012.027,89.3,808,1779.795
"2019-06-06 09:46:00",576581,121.8009,25.20586,6.194,295.5,7.814,39.27,4.952,27.6,"NAN",0,"NAN",0,27.22,1012.026,89.5,814,1785.773
"2019-06-06 09:47:00",576582,121.7994,25.20642,5.138,282.6,7.02,47.41,5.181,16.82,"NAN",0,"NAN",0,27.21,1012.032,95.3,821,1787.9
"2019-06-06 09:48:00",576583,121.7982,25.20702,4.545,286.8,6.164,46.33,4.465,20.44,"NAN",0,"NAN",0,27.29,1012.064,99.9,819,1785.145
"2019-06-06 09:49:00",576584,121.797,25.20754,4.377,279,6.24,56.33,5.274,19.04,"NAN",0,"NAN",0,27.25,1012.111,100,825,1790.937
"2019-06-06 09:50:00",576585,121.7958,25.20811,4.372,282.2,6.643,53.77,5.379,16.99,"NAN",0,"NAN",0,27.16,1012.121,100,826,1789.654
"2019-06-06 09:51:00",576586,121.7947,25.20872,4.377,282.3,7.024,58.05,5.996,18.64,"NAN",0,"NAN",0,27.06,1012.142,108.5,823,1781.493
"2019-06-06 09:52:00",576587,121.7933,25.20934,4.903,274.8,7.112,60.07,6.311,17.14,"NAN",0,"NAN",0,26.99,1012.151,115.3,827,1785.119
"2019-06-06 09:53:00",576588,121.7919,25.20999,5.199,275.7,7.792,59.79,6.855,16.47,"NAN",0,"NAN",0,26.94,1012.146,120.9,824,1777.683
"2019-06-06 09:54:00",576589,121.7905,25.21056,4.934,268.9,7.671,71.05,7.633,17.44,"NAN",0,"NAN",0,26.87,1012.149,126.5,827,1776.312
"2019-06-06 09:55:00",576590,121.7892,25.21114,4.673,269.4,7.246,75.44,7.563,21.53,"NAN",0,"NAN",0,26.81,1012.147,133.5,822,1763.502
"2019-06-06 09:56:00",576591,121.788,25.21155,4.352,259.2,6.655,85.3,7.64,19,"NAN",0,"NAN",0,26.77,1012.141,138.2,829,1773.001
"2019-06-06 09:57:00",576592,121.7866,25.21191,4.724,259.1,6.649,84.3,7.76,20.59,"NAN",0,"NAN",0,26.74,1012.143,141,834,1776.648
"2019-06-06 09:58:00",576593,121.7851,25.21214,4.846,252.6,6.57,86.9,7.947,17.02,"NAN",0,"NAN",0,26.72,1012.135,144.2,838,1783.026
"2019-06-06 09:59:00",576594,121.7835,25.21232,5.329,252.8,6.487,83.2,7.895,18.16,"NAN",0,"NAN",0,26.73,1012.123,148,837,1778.062
"2019-06-06 10:00:00",576595,121.7819,25.21253,5.397,255.7,6.763,80.6,7.93,18.38,"NAN",0,"NAN",0,26.72,1012.122,149.3,840,1779.907
"2019-06-06 10:01:00",576596,121.7803,25.2127,5.332,255,6.494,79.94,7.647,18.3,"NAN",0,"NAN",0,26.71,1012.118,152.2,838,1774.961
"2019-06-06 10:02:00",576597,121.7786,25.21286,5.302,255.1,6.51,81.9,7.795,19.38,"NAN",0,"NAN",0,26.71,1012.142,155.5,834,1766.103
"2019-06-06 10:03:00",576598,121.7775,25.21328,4.182,274.8,6.738,80.7,7.357,29.66,"NAN",0,"NAN",0,26.68,1012.142,157.3,834,1764.895
"2019-06-06 10:04:00",576599,121.7766,25.21333,3.114,224,4.774,141.2,7.066,19.75,"NAN",0,"NAN",0,26.67,1012.13,163.3,839,1777.885
"2019-06-06 10:05:00",576600,121.7755,25.21253,4.562,205.5,2.254,125.9,6.16,8.74,"NAN",0,"NAN",0,26.72,1012.14,165.7,841,1774.285
"2019-06-06 10:06:00",576601,121.7744,25.21147,5.351,205.6,2.083,104.9,6.216,6.791,"NAN",0,"NAN",0,26.72,1012.149,163.7,835,1769.017
"2019-06-06 10:07:00",576602,121.7735,25.21021,5.447,195.9,1.188,103.2,5.829,4.511,"NAN",0,"NAN",0,26.72,1012.17,162.4,831,1769.61
"2019-06-06 10:08:00",576603,121.773,25.20892,4.927,192,0.001,100.8,4.927,11.95,"NAN",0,"NAN",0,26.81,1012.175,165.7,823,1748.768
"2019-06-06 10:09:00",576604,121.7725,25.20758,4.995,193.3,0.001,282.8,4.995,13.28,"NAN",0,"NAN",0,26.97,1012.175,165.8,830,1764.684
"2019-06-06 10:10:00",576605,121.7721,25.20619,5.171,192.5,0.334,295.2,5.076,15.98,"NAN",0,"NAN",0,27.14,1012.178,165.8,827,1763.007
"2019-06-06 10:11:00",576606,121.7718,25.20478,5.217,193.4,0.141,297.9,5.167,14.88,"NAN",0,"NAN",0,27.32,1012.185,165.8,828,1764.219
"2019-06-06 10:12:00",576607,121.7714,25.2034,5.112,196.6,0.613,326.4,4.706,21.15,"NAN",0,"NAN",0,27.49,1012.182,159.5,828,1767.742
"2019-06-06 10:13:00",576608,121.7714,25.20204,4.942,184.6,1.499,324.4,4.195,20.21,"NAN",0,"NAN",0,27.64,1012.176,144.1,830,1778.561
"2019-06-06 10:14:00",576609,121.7715,25.20058,5.245,181.7,2.267,329.7,3.492,20.48,"NAN",0,"NAN",0,27.79,1012.178,128.5,821,1762.832
"2019-06-06 10:15:00",576610,121.7713,25.19912,5.333,191,2.489,351.6,3.023,19.84,"NAN",0,"NAN",0,27.95,1012.182,114.3,825,1771.969
"2019-06-06 10:16:00",576611,121.7706,25.19777,5.328,208.8,1.819,24.1,3.789,17.7,"NAN",0,"NAN",0,28.05,1012.19,95.6,828,1776.069
"2019-06-06 10:17:00",576612,121.7699,25.19641,5.381,210,1.972,37.03,4.078,13.52,"NAN",0,"NAN",0,28.01,1012.203,88,822,1760.632
"2019-06-06 10:18:00",576613,121.7692,25.19513,5.296,214.4,1.988,63.84,4.775,12.58,"NAN",0,"NAN",0,27.91,1012.21,86.7,810,1738.723
"2019-06-06 10:19:00",576614,121.7683,25.19381,5.494,215.8,2.197,68.83,5.133,12.46,"NAN",0,"NAN",0,27.8,1012.221,87.5,815,1746.393
"2019-06-06 10:20:00",576615,121.7674,25.19247,5.638,215.3,2.102,83.8,5.806,14.39,"NAN",0,"NAN",0,27.7,1012.211,88.5,834,1795.879
"2019-06-06 10:21:00",576616,121.7664,25.19115,5.772,216.3,2.749,88.8,6.344,10.72,"NAN",0,"NAN",0,27.6,1012.2,90.4,838,1804.761
"2019-06-06 10:22:00",576617,121.7653,25.18982,5.869,216.1,2.943,93,6.695,10.25,"NAN",0,"NAN",0,27.49,1012.196,92,851,1825.484
"2019-06-06 10:23:00",576618,121.7645,25.18841,5.803,208.6,2.159,103.7,6.65,10.28,"NAN",0,"NAN",0,27.41,1012.195,94.2,855,1834.789
"2019-06-06 10:24:00",576619,121.7636,25.18697,5.85,208,2.232,107.9,6.869,10.08,"NAN",0,"NAN",0,27.35,1012.216,96,851,1813.958
"2019-06-06 10:25:00",576620,121.7628,25.1855,5.957,207.1,2.308,111,7.113,9.53,"NAN",0,"NAN",0,27.32,1012.214,98.6,837,1796.892
"2019-06-06 10:26:00",576621,121.7618,25.18419,5.747,211.2,3.285,111.5,7.625,7.836,"NAN",0,"NAN",0,27.3,1012.222,99.7,864,1850.153
"2019-06-06 10:27:00",576622,121.7608,25.18315,4.85,208.2,3.907,130,7.937,6.09,"NAN",0,"NAN",0,27.24,1012.217,100,874,1869.758
"2019-06-06 10:28:00",576623,121.76,25.18211,4.619,207.6,3.704,142,7.871,10.74,"NAN",0,"NAN",0,27.19,1012.21,100,872,1853.033
"2019-06-06 10:29:00",576624,121.7593,25.18099,4.714,204.6,3.777,150.7,8.21,11.67,"NAN",0,"NAN",0,27.14,1012.189,100,877,1866.136
"2019-06-06 10:30:00",576625,121.7585,25.17984,4.775,203.9,4.047,150.6,8.53,10.4,"NAN",0,"NAN",0,27.1,1012.188,100,874,1853.648
"2019-06-06 10:31:00",576626,121.7579,25.17895,3.689,186.9,4.358,167.8,7.817,2.22,"NAN",0,"NAN",0,27.07,1012.182,100,866,1835.267
"2019-06-06 10:32:00",576627,121.758,25.1785,1.749,149.3,6.179,230.2,7.368,9.86,"NAN",0,"NAN",0,27.11,1012.181,100,864,1838.64
"2019-06-06 10:33:00",576628,121.7595,25.17797,5.415,113.3,8.91,298.3,7.892,14.62,"NAN",0,"NAN",0,27.16,1012.172,100,870,1843.171
"2019-06-06 10:34:00",576629,121.7614,25.17706,7.114,115.8,9.01,304.1,7.753,10.28,"NAN",0,"NAN",0,27.28,1012.177,100,885,1875.755
"2019-06-06 10:35:00",576630,121.7634,25.17617,7.33,114.8,9.13,306.4,7.595,10.2,"NAN",0,"NAN",0,27.36,1012.181,100,875,1839.829
"2019-06-06 10:36:00",576631,121.7654,25.1751,7.404,114,8.36,310.4,6.678,6.562,"NAN",0,"NAN",0,27.43,1012.181,100,871,1829.743
"2019-06-06 10:37:00",576632,121.7671,25.17452,6.21,107.6,9.07,307.5,7.173,12.03,"NAN",0,"NAN",0,27.47,1012.175,100,892,1875.075
"2019-06-06 10:38:00",576633,121.7685,25.17431,4.558,103.1,8.63,301.1,7.388,12.38,"NAN",0,"NAN",0,27.51,1012.18,100,894,1848.538
"2019-06-06 10:39:00",576634,121.7699,25.17397,4.589,107,8.16,300,7.084,12.86,"NAN",0,"NAN",0,27.52,1012.184,100,779.3,1632.261
"2019-06-06 10:40:00",576635,121.7713,25.1735,5.047,107.5,8.54,302.3,7.234,13.66,"NAN",0,"NAN",0,27.55,1012.177,100,837,1758.275
"2019-06-06 10:41:00",576636,121.7729,25.17292,5.608,107.4,8.58,304.9,7.074,11.74,"NAN",0,"NAN",0,27.57,1012.176,100,901,1877.631
"2019-06-06 10:42:00",576637,121.7746,25.17228,6.035,106.4,8.13,308.9,6.39,8.04,"NAN",0,"NAN",0,27.6,1012.189,100,895,1862.257
"2019-06-06 10:43:00",576638,121.7764,25.17171,6.076,105.5,8.54,308,6.783,8.55,"NAN",0,"NAN",0,27.65,1012.195,100,927,1925.535
"2019-06-06 10:44:00",576639,121.778,25.17112,5.705,107.2,8.42,308.2,6.638,12.97,"NAN",0,"NAN",0,27.68,1012.203,98.2,849,1742.109
"2019-06-06 10:45:00",576640,121.7796,25.17048,5.79,107.1,8.04,321.5,5.036,22.67,"NAN",0,"NAN",0,27.71,1012.198,93.1,664.5,1514.056
"2019-06-06 10:46:00",576641,121.7813,25.16985,5.828,106.4,7.604,327.6,4.133,24.45,"NAN",0,"NAN",0,27.72,1012.212,89.6,817,1740.769
"2019-06-06 10:47:00",576642,121.7829,25.16924,5.894,106.5,8.25,322.9,5.056,23.54,"NAN",0,"NAN",0,27.83,1012.196,85.2,908,1874.685
"2019-06-06 10:48:00",576643,121.7846,25.16857,5.827,107.1,8.59,324.9,5.152,28.81,"NAN",0,"NAN",0,28.03,1012.187,84.2,897,1868.949
"2019-06-06 10:49:00",576644,121.7863,25.16798,5.924,106.2,10.55,322,6.916,36.45,"NAN",0,"NAN",0,28.16,1012.167,79.56,915,1900.763
"2019-06-06 10:50:00",576645,121.7879,25.1673,6.067,105.3,10.18,322.9,6.485,33.77,"NAN",0,"NAN",0,28.23,1012.171,77.82,925,1922.696
"2019-06-06 10:51:00",576646,121.7897,25.16667,5.996,107,9.83,322.6,6.235,33.88,"NAN",0,"NAN",0,28.3,1012.167,75.88,936,1940.394
"2019-06-06 10:52:00",576647,121.7914,25.16601,6.131,107.4,9.29,325.4,5.487,33.38,"NAN",0,"NAN",0,28.36,1012.173,74.66,922,1905.992
"2019-06-06 10:53:00",576648,121.7931,25.16537,6.021,106.3,9.09,327.3,5.174,34.68,"NAN",0,"NAN",0,28.44,1012.171,73.88,911,1889.4
"2019-06-06 10:54:00",576649,121.7948,25.16482,6.02,106.4,8.88,327.4,5.01,33.38,"NAN",0,"NAN",0,28.49,1012.164,71.5,921,1914.057
"2019-06-06 10:55:00",576650,121.7964,25.16432,5.39,107.2,7.788,326.3,4.444,31.48,"NAN",0,"NAN",0,28.56,1012.165,71.05,917,1901.947
"2019-06-06 10:56:00",576651,121.7975,25.16395,3.95,106.8,7.227,318.3,4.97,33.67,"NAN",0,"NAN",0,28.64,1012.177,70.57,909,1890.577
"2019-06-06 10:57:00",576652,121.7981,25.16304,4.059,146.1,4.863,297.2,5.181,32.82,"NAN",0,"NAN",0,28.64,1012.193,70.21,916,1908.784
"2019-06-06 10:58:00",576653,121.7976,25.16083,8.13,186.3,3.39,341.5,5.137,17.19,"NAN",0,"NAN",0,28.6,1012.257,71.81,924,1927.896
