"TOA5","weather","CR1000","78322","CR1000.Std.28.02","CPU:boat_20180328.CR1","169","Table1"
"TIMESTAMP","RECORD","lng_deg","lat_deg","mean_boat_spd","mean_boat_dir","mean_WS_knot","mean_WindDir","mean_true_ws","mean_true_wd","mean_ws_sonic","mean_wd_sonic","true_sws_WVc(1)","true_sws_WVc(2)","AirTC_Avg","BP_mbar_Avg","RH","Slr_Wm2_Avg","PAR_Avg"
"TS","RN","Deg","Deg","knots","Deg","knots","Deg","knots","Deg","knots","Deg","knots","knots","DegC","hPa","%","W/m^2","uE/m^2sec"
"","","Smp","Smp","WVc","WVc","WVc","WVc","WVc","WVc","WVc","WVc","WVc","WVc","Avg","Avg","Smp","Avg","Avg"
"2019-06-06 00:00:00",575995,"NAN","NAN","NAN","NAN",1.02,6.563,"NAN",0,"NAN",0,"NAN",0,27.22,1011.23,64.75,0,1.634513
"2019-06-06 00:01:00",575996,"NAN","NAN","NAN","NAN",0.233,46.95,"NAN",0,"NAN",0,"NAN",0,27.27,1011.22,65.13,0,1.640973
"2019-06-06 00:02:00",575997,"NAN","NAN","NAN","NAN",0.959,43.41,"NAN",0,"NAN",0,"NAN",0,27.27,1011.221,65.53,0,1.636077
"2019-06-06 00:03:00",575998,"NAN","NAN","NAN","NAN",1.559,45.47,"NAN",0,"NAN",0,"NAN",0,27.26,1011.222,65.52,0,1.627585
"2019-06-06 00:04:00",575999,"NAN","NAN","NAN","NAN",1.496,354.5,"NAN",0,"NAN",0,"NAN",0,27.22,1011.223,65.21,0,1.621893
"2019-06-06 00:05:00",576000,"NAN","NAN","NAN","NAN",1.35,347.7,"NAN",0,"NAN",0,"NAN",0,27.17,1011.224,65.13,0,1.634943
"2019-06-06 00:06:00",576001,"NAN","NAN","NAN","NAN",1.657,327.6,"NAN",0,"NAN",0,"NAN",0,27.13,1011.218,65.38,0,1.638733
"2019-06-06 00:07:00",576002,"NAN","NAN","NAN","NAN",0.404,317.8,"NAN",0,"NAN",0,"NAN",0,27.12,1011.179,65.84,0,1.640174
"2019-06-06 00:08:00",576003,"NAN","NAN","NAN","NAN",0.001,309.4,"NAN",0,"NAN",0,"NAN",0,27.1,1011.081,66.16,0,1.641478
"2019-06-06 00:09:00",576004,"NAN","NAN","NAN","NAN",0.001,242.2,"NAN",0,"NAN",0,"NAN",0,27.1,1011.071,66.41,0,1.644009
"2019-06-06 00:10:00",576005,"NAN","NAN","NAN","NAN",0.001,242,"NAN",0,"NAN",0,"NAN",0,27.09,1011.069,66.63,0,1.651604
"2019-06-06 00:11:00",576006,"NAN","NAN","NAN","NAN",0.141,249.5,"NAN",0,"NAN",0,"NAN",0,27.09,1011.071,67.33,0,1.641275
"2019-06-06 00:12:00",576007,"NAN","NAN","NAN","NAN",0.718,263.1,"NAN",0,"NAN",0,"NAN",0,27.11,1011.079,68.77,0,1.644503
"2019-06-06 00:13:00",576008,"NAN","NAN","NAN","NAN",1.204,258.2,"NAN",0,"NAN",0,"NAN",0,27.15,1011.077,69.76,0,1.647891
"2019-06-06 00:14:00",576009,"NAN","NAN","NAN","NAN",0.442,258.4,"NAN",0,"NAN",0,"NAN",0,27.14,1011.078,69.77,0,1.641307
"2019-06-06 00:15:00",576010,"NAN","NAN","NAN","NAN",0.001,258.2,"NAN",0,"NAN",0,"NAN",0,27.12,1011.077,70.49,0,1.640417
"2019-06-06 00:16:00",576011,"NAN","NAN","NAN","NAN",0.061,258.2,"NAN",0,"NAN",0,"NAN",0,27.11,1011.075,71.16,0,1.651996
"2019-06-06 00:17:00",576012,"NAN","NAN","NAN","NAN",1.023,274,"NAN",0,"NAN",0,"NAN",0,27.1,1011.072,71.23,0,1.645344
"2019-06-06 00:18:00",576013,"NAN","NAN","NAN","NAN",0.709,262.9,"NAN",0,"NAN",0,"NAN",0,27.04,1011.066,71.81,0,1.657225
"2019-06-06 00:19:00",576014,"NAN","NAN","NAN","NAN",0.09,254.2,"NAN",0,"NAN",0,"NAN",0,27.01,1011.053,71.39,0,1.647511
"2019-06-06 00:20:00",576015,"NAN","NAN","NAN","NAN",0.639,256.8,"NAN",0,"NAN",0,"NAN",0,26.96,1010.993,71.28,0,1.635174
"2019-06-06 00:21:00",576016,"NAN","NAN","NAN","NAN",0.325,257.5,"NAN",0,"NAN",0,"NAN",0,26.92,1010.947,71.2,0,1.644043
"2019-06-06 00:22:00",576017,"NAN","NAN","NAN","NAN",0.001,256,"NAN",0,"NAN",0,"NAN",0,26.89,1010.944,70.79,0,1.645263
"2019-06-06 00:23:00",576018,"NAN","NAN","NAN","NAN",0.017,247.9,"NAN",0,"NAN",0,"NAN",0,26.83,1010.928,70.71,0,1.651569
"2019-06-06 00:24:00",576019,"NAN","NAN","NAN","NAN",0.905,232.4,"NAN",0,"NAN",0,"NAN",0,26.81,1010.882,71.08,0,1.657643
"2019-06-06 00:25:00",576020,"NAN","NAN","NAN","NAN",1.451,208.4,"NAN",0,"NAN",0,"NAN",0,26.8,1010.808,71.43,0,1.655334
"2019-06-06 00:26:00",576021,"NAN","NAN","NAN","NAN",1.429,195.1,"NAN",0,"NAN",0,"NAN",0,26.79,1010.783,70.69,0,1.65667
"2019-06-06 00:27:00",576022,"NAN","NAN","NAN","NAN",0.991,146.8,"NAN",0,"NAN",0,"NAN",0,26.77,1010.744,71.3,0,1.648487
"2019-06-06 00:28:00",576023,"NAN","NAN","NAN","NAN",0.928,109.5,"NAN",0,"NAN",0,"NAN",0,26.78,1010.669,71.01,0,1.658006
"2019-06-06 00:29:00",576024,"NAN","NAN","NAN","NAN",0.801,84.3,"NAN",0,"NAN",0,"NAN",0,26.76,1010.655,70.86,0,1.662773
"2019-06-06 00:30:00",576025,"NAN","NAN","NAN","NAN",0.791,83.1,"NAN",0,"NAN",0,"NAN",0,26.74,1010.656,70.35,0.44,1.663125
"2019-06-06 00:31:00",576026,"NAN","NAN","NAN","NAN",1.442,57.12,"NAN",0,"NAN",0,"NAN",0,26.7,1010.653,67.97,0.464,1.661959
"2019-06-06 00:32:00",576027,"NAN","NAN","NAN","NAN",1.991,48.85,"NAN",0,"NAN",0,"NAN",0,26.72,1010.633,67.4,0,1.65932
"2019-06-06 00:33:00",576028,"NAN","NAN","NAN","NAN",1.166,61.54,"NAN",0,"NAN",0,"NAN",0,26.82,1010.587,66.53,0,1.659914
"2019-06-06 00:34:00",576029,"NAN","NAN","NAN","NAN",2.943,109.7,"NAN",0,"NAN",0,"NAN",0,26.88,1010.555,65.87,0,1.652062
"2019-06-06 00:35:00",576030,"NAN","NAN","NAN","NAN",2.508,107,"NAN",0,"NAN",0,"NAN",0,26.94,1010.543,65.47,0,1.638302
"2019-06-06 00:36:00",576031,"NAN","NAN","NAN","NAN",1.016,142.5,"NAN",0,"NAN",0,"NAN",0,27,1010.54,65.24,0,1.650586
"2019-06-06 00:37:00",576032,"NAN","NAN","NAN","NAN",0.861,141.8,"NAN",0,"NAN",0,"NAN",0,27.04,1010.54,65.31,0,1.64363
"2019-06-06 00:38:00",576033,"NAN","NAN","NAN","NAN",1.293,221.8,"NAN",0,"NAN",0,"NAN",0,27.05,1010.578,64.89,0,1.638914
"2019-06-06 00:39:00",576034,"NAN","NAN","NAN","NAN",2.029,204.8,"NAN",0,"NAN",0,"NAN",0,27.05,1010.62,64.65,0,1.648211
"2019-06-06 00:40:00",576035,"NAN","NAN","NAN","NAN",3.996,199.5,"NAN",0,"NAN",0,"NAN",0,27.07,1010.65,65.07,0,1.643699
"2019-06-06 00:41:00",576036,"NAN","NAN","NAN","NAN",5.446,191.4,"NAN",0,"NAN",0,"NAN",0,27.09,1010.656,65.38,0,1.646741
"2019-06-06 00:42:00",576037,"NAN","NAN","NAN","NAN",7.639,184.2,"NAN",0,"NAN",0,"NAN",0,27.05,1010.675,64.7,0,1.650126
"2019-06-06 00:43:00",576038,"NAN","NAN","NAN","NAN",7.772,181.9,"NAN",0,"NAN",0,"NAN",0,27.03,1010.677,64.57,0,1.645914
"2019-06-06 00:44:00",576039,"NAN","NAN","NAN","NAN",5.151,168.8,"NAN",0,"NAN",0,"NAN",0,27.03,1010.675,64.3,0,1.634089
"2019-06-06 00:45:00",576040,"NAN","NAN","NAN","NAN",2.213,137,"NAN",0,"NAN",0,"NAN",0,27.06,1010.676,64.79,0,1.635039
"2019-06-06 00:46:00",576041,"NAN","NAN","NAN","NAN",2.264,138.8,"NAN",0,"NAN",0,"NAN",0,27.07,1010.676,65.09,0,1.646067
"2019-06-06 00:47:00",576042,"NAN","NAN","NAN","NAN",3.066,132.4,"NAN",0,"NAN",0,"NAN",0,27.08,1010.678,65.79,0,1.63848
"2019-06-06 00:48:00",576043,"NAN","NAN","NAN","NAN",3.765,117,"NAN",0,"NAN",0,"NAN",0,27.04,1010.677,66.33,0,1.636501
"2019-06-06 00:49:00",576044,"NAN","NAN","NAN","NAN",3.162,136,"NAN",0,"NAN",0,"NAN",0,26.99,1010.679,66.64,0,1.650232
"2019-06-06 00:50:00",576045,"NAN","NAN","NAN","NAN",4.428,127,"NAN",0,"NAN",0,"NAN",0,26.93,1010.681,67.13,0,1.653124
"2019-06-06 00:51:00",576046,"NAN","NAN","NAN","NAN",4.786,138.7,"NAN",0,"NAN",0,"NAN",0,26.88,1010.677,66.96,0,1.64555
"2019-06-06 00:52:00",576047,"NAN","NAN","NAN","NAN",3.339,145.9,"NAN",0,"NAN",0,"NAN",0,26.83,1010.669,66.82,0,1.648269
"2019-06-06 00:53:00",576048,"NAN","NAN","NAN","NAN",1.94,127.7,"NAN",0,"NAN",0,"NAN",0,26.8,1010.629,67.23,0,1.646772
"2019-06-06 00:54:00",576049,"NAN","NAN","NAN","NAN",2.825,110.7,"NAN",0,"NAN",0,"NAN",0,26.8,1010.555,67.93,0,1.658865
"2019-06-06 00:55:00",576050,"NAN","NAN","NAN","NAN",3.885,99.7,"NAN",0,"NAN",0,"NAN",0,26.79,1010.481,68.67,0,1.652463
"2019-06-06 00:56:00",576051,"NAN","NAN","NAN","NAN",3.987,91.7,"NAN",0,"NAN",0,"NAN",0,26.73,1010.426,69.03,0,1.652143
"2019-06-06 00:57:00",576052,"NAN","NAN","NAN","NAN",2.997,111.6,"NAN",0,"NAN",0,"NAN",0,26.64,1010.422,70.46,0,1.655835
"2019-06-06 00:58:00",576053,"NAN","NAN","NAN","NAN",2.765,113.3,"NAN",0,"NAN",0,"NAN",0,26.57,1010.439,72.1,0,1.652735
"2019-06-06 00:59:00",576054,"NAN","NAN","NAN","NAN",2.968,100.2,"NAN",0,"NAN",0,"NAN",0,26.53,1010.481,72.8,0,1.645292
"2019-06-06 01:00:00",576055,"NAN","NAN","NAN","NAN",2.657,104,"NAN",0,"NAN",0,"NAN",0,26.47,1010.506,73.17,0,1.658092
"2019-06-06 01:01:00",576056,"NAN","NAN","NAN","NAN",3.609,106,"NAN",0,"NAN",0,"NAN",0,26.4,1010.521,73.68,0,1.660379
"2019-06-06 01:02:00",576057,"NAN","NAN","NAN","NAN",4.482,98.6,"NAN",0,"NAN",0,"NAN",0,26.37,1010.533,74.76,0,1.657701
"2019-06-06 01:03:00",576058,"NAN","NAN","NAN","NAN",5.024,99.3,"NAN",0,"NAN",0,"NAN",0,26.32,1010.539,75.42,0,1.654752
"2019-06-06 01:04:00",576059,"NAN","NAN","NAN","NAN",5.218,99.3,"NAN",0,"NAN",0,"NAN",0,26.27,1010.538,77.02,0,1.661922
"2019-06-06 01:05:00",576060,"NAN","NAN","NAN","NAN",5.783,98.9,"NAN",0,"NAN",0,"NAN",0,26.23,1010.541,78.09,0,1.665817
"2019-06-06 01:06:00",576061,"NAN","NAN","NAN","NAN",5.868,103.8,"NAN",0,"NAN",0,"NAN",0,26.18,1010.558,79.41,0,1.66593
"2019-06-06 01:07:00",576062,"NAN","NAN","NAN","NAN",5.58,107.7,"NAN",0,"NAN",0,"NAN",0,26.15,1010.56,81.4,0,1.668945
"2019-06-06 01:08:00",576063,"NAN","NAN","NAN","NAN",6.129,111.1,"NAN",0,"NAN",0,"NAN",0,26.14,1010.591,83.3,0,1.665975
"2019-06-06 01:09:00",576064,"NAN","NAN","NAN","NAN",6.913,115,"NAN",0,"NAN",0,"NAN",0,26.14,1010.603,84.5,0,1.662406
"2019-06-06 01:10:00",576065,"NAN","NAN","NAN","NAN",6.694,109,"NAN",0,"NAN",0,"NAN",0,26.1,1010.627,85.1,0,1.658671
"2019-06-06 01:11:00",576066,"NAN","NAN","NAN","NAN",5.808,111.2,"NAN",0,"NAN",0,"NAN",0,26.09,1010.651,86.2,0,1.661708
"2019-06-06 01:12:00",576067,"NAN","NAN","NAN","NAN",6.605,108.1,"NAN",0,"NAN",0,"NAN",0,26.09,1010.651,86.6,0,1.670026
"2019-06-06 01:13:00",576068,"NAN","NAN","NAN","NAN",6.998,107.8,"NAN",0,"NAN",0,"NAN",0,26.06,1010.655,86.6,0,1.668767
"2019-06-06 01:14:00",576069,"NAN","NAN","NAN","NAN",5.859,103.6,"NAN",0,"NAN",0,"NAN",0,26.03,1010.654,85.6,0,1.662652
"2019-06-06 01:15:00",576070,"NAN","NAN","NAN","NAN",5.421,102.4,"NAN",0,"NAN",0,"NAN",0,26,1010.653,86.4,0,1.664816
"2019-06-06 01:16:00",576071,"NAN","NAN","NAN","NAN",6.116,96.2,"NAN",0,"NAN",0,"NAN",0,25.99,1010.645,86.5,0,1.664804
"2019-06-06 01:17:00",576072,"NAN","NAN","NAN","NAN",6.205,94,"NAN",0,"NAN",0,"NAN",0,25.99,1010.627,88.3,0,1.659539
"2019-06-06 01:18:00",576073,"NAN","NAN","NAN","NAN",5.964,96.6,"NAN",0,"NAN",0,"NAN",0,25.97,1010.596,87.7,0,1.664915
"2019-06-06 01:19:00",576074,"NAN","NAN","NAN","NAN",5.072,92.2,"NAN",0,"NAN",0,"NAN",0,25.94,1010.618,87.3,0,1.671178
"2019-06-06 01:20:00",576075,"NAN","NAN","NAN","NAN",4.986,81.3,"NAN",0,"NAN",0,"NAN",0,25.92,1010.57,87.7,0,1.67292
"2019-06-06 01:21:00",576076,"NAN","NAN","NAN","NAN",5.529,91.9,"NAN",0,"NAN",0,"NAN",0,25.92,1010.536,87.9,0,1.665295
"2019-06-06 01:22:00",576077,"NAN","NAN","NAN","NAN",6.452,102.8,"NAN",0,"NAN",0,"NAN",0,25.95,1010.506,89,0,1.675978
"2019-06-06 01:23:00",576078,"NAN","NAN","NAN","NAN",6.211,101,"NAN",0,"NAN",0,"NAN",0,25.98,1010.496,90.1,0,1.667928
"2019-06-06 01:24:00",576079,"NAN","NAN","NAN","NAN",6.173,104.3,"NAN",0,"NAN",0,"NAN",0,26.01,1010.478,90.5,0,1.662651
"2019-06-06 01:25:00",576080,"NAN","NAN","NAN","NAN",5.941,101.3,"NAN",0,"NAN",0,"NAN",0,26.01,1010.492,89.5,0,1.671833
"2019-06-06 01:26:00",576081,"NAN","NAN","NAN","NAN",4.732,107.9,"NAN",0,"NAN",0,"NAN",0,25.99,1010.524,89.5,0,1.671859
"2019-06-06 01:27:00",576082,"NAN","NAN","NAN","NAN",3.206,111.2,"NAN",0,"NAN",0,"NAN",0,25.99,1010.528,89.8,0,1.673523
"2019-06-06 01:28:00",576083,"NAN","NAN","NAN","NAN",2.172,112.9,"NAN",0,"NAN",0,"NAN",0,26.01,1010.519,89.7,0,1.671909
"2019-06-06 01:29:00",576084,"NAN","NAN","NAN","NAN",1.15,104.4,"NAN",0,"NAN",0,"NAN",0,26.02,1010.481,89.2,0,1.667859
"2019-06-06 01:30:00",576085,"NAN","NAN","NAN","NAN",0.084,67.91,"NAN",0,"NAN",0,"NAN",0,26.03,1010.414,88.7,0,1.670279
"2019-06-06 01:31:00",576086,"NAN","NAN","NAN","NAN",0.839,70.67,"NAN",0,"NAN",0,"NAN",0,26.02,1010.398,88,0,1.672151
"2019-06-06 01:32:00",576087,"NAN","NAN","NAN","NAN",1.581,97.9,"NAN",0,"NAN",0,"NAN",0,26,1010.395,87.1,0,1.684756
"2019-06-06 01:33:00",576088,"NAN","NAN","NAN","NAN",1.505,98.3,"NAN",0,"NAN",0,"NAN",0,25.98,1010.395,87.3,0,1.68184
"2019-06-06 01:34:00",576089,"NAN","NAN","NAN","NAN",1.315,101,"NAN",0,"NAN",0,"NAN",0,26,1010.4,87.4,0,1.690848
"2019-06-06 01:35:00",576090,"NAN","NAN","NAN","NAN",1.077,108.4,"NAN",0,"NAN",0,"NAN",0,26,1010.403,87,0,1.680081
"2019-06-06 01:36:00",576091,"NAN","NAN","NAN","NAN",1.657,104.5,"NAN",0,"NAN",0,"NAN",0,26,1010.42,87.3,0,1.680586
"2019-06-06 01:37:00",576092,"NAN","NAN","NAN","NAN",2.048,115.1,"NAN",0,"NAN",0,"NAN",0,26,1010.496,88,0,1.680988
"2019-06-06 01:38:00",576093,"NAN","NAN","NAN","NAN",1.886,138.3,"NAN",0,"NAN",0,"NAN",0,26.04,1010.533,88.3,0,1.671688
"2019-06-06 01:39:00",576094,"NAN","NAN","NAN","NAN",2.346,148.6,"NAN",0,"NAN",0,"NAN",0,26.03,1010.545,86.8,0,1.662075
"2019-06-06 01:40:00",576095,"NAN","NAN","NAN","NAN",2.549,143.5,"NAN",0,"NAN",0,"NAN",0,26.02,1010.542,87.2,0,1.673759
"2019-06-06 01:41:00",576096,"NAN","NAN","NAN","NAN",1.813,147.5,"NAN",0,"NAN",0,"NAN",0,26.02,1010.533,87.2,0,1.661097
"2019-06-06 01:42:00",576097,"NAN","NAN","NAN","NAN",1.546,176.8,"NAN",0,"NAN",0,"NAN",0,26.02,1010.502,86.9,0,1.656588
"2019-06-06 01:43:00",576098,"NAN","NAN","NAN","NAN",1.737,170.8,"NAN",0,"NAN",0,"NAN",0,26.02,1010.429,86.6,0,1.648335
"2019-06-06 01:44:00",576099,"NAN","NAN","NAN","NAN",1.35,175.8,"NAN",0,"NAN",0,"NAN",0,26.03,1010.405,86.5,0,1.647895
"2019-06-06 01:45:00",576100,"NAN","NAN","NAN","NAN",1.274,185.6,"NAN",0,"NAN",0,"NAN",0,26.03,1010.404,86.1,0,1.659551
"2019-06-06 01:46:00",576101,"NAN","NAN","NAN","NAN",1.807,151,"NAN",0,"NAN",0,"NAN",0,26.04,1010.405,86.6,0,1.667815
"2019-06-06 01:47:00",576102,"NAN","NAN","NAN","NAN",1.927,166.1,"NAN",0,"NAN",0,"NAN",0,26.07,1010.407,87.6,0,1.668065
"2019-06-06 01:48:00",576103,"NAN","NAN","NAN","NAN",1.185,129.1,"NAN",0,"NAN",0,"NAN",0,26.1,1010.406,87.9,0,1.663215
"2019-06-06 01:49:00",576104,"NAN","NAN","NAN","NAN",1.251,132.5,"NAN",0,"NAN",0,"NAN",0,26.1,1010.402,87.3,0,1.653169
"2019-06-06 01:50:00",576105,"NAN","NAN","NAN","NAN",1.915,118.1,"NAN",0,"NAN",0,"NAN",0,26.08,1010.402,87.4,0,1.653642
"2019-06-06 01:51:00",576106,"NAN","NAN","NAN","NAN",2.663,107.5,"NAN",0,"NAN",0,"NAN",0,26.08,1010.398,87.4,0,1.646517
"2019-06-06 01:52:00",576107,"NAN","NAN","NAN","NAN",3.527,114.4,"NAN",0,"NAN",0,"NAN",0,26.08,1010.393,87.5,0,1.649317
"2019-06-06 01:53:00",576108,"NAN","NAN","NAN","NAN",3.758,112.5,"NAN",0,"NAN",0,"NAN",0,26.08,1010.352,87.4,0,1.657347
"2019-06-06 01:54:00",576109,"NAN","NAN","NAN","NAN",3.365,103.9,"NAN",0,"NAN",0,"NAN",0,26.08,1010.279,87.1,0,1.664423
"2019-06-06 01:55:00",576110,"NAN","NAN","NAN","NAN",2.949,104,"NAN",0,"NAN",0,"NAN",0,26.08,1010.28,86.8,0,1.660025
"2019-06-06 01:56:00",576111,"NAN","NAN","NAN","NAN",1.895,106.4,"NAN",0,"NAN",0,"NAN",0,26.08,1010.269,85.9,0,1.651604
"2019-06-06 01:57:00",576112,"NAN","NAN","NAN","NAN",2.727,102.7,"NAN",0,"NAN",0,"NAN",0,26.08,1010.252,85.4,0,1.661325
"2019-06-06 01:58:00",576113,"NAN","NAN","NAN","NAN",2.575,97.7,"NAN",0,"NAN",0,"NAN",0,26.09,1010.224,85.6,0,1.65032
"2019-06-06 01:59:00",576114,"NAN","NAN","NAN","NAN",1.226,124.6,"NAN",0,"NAN",0,"NAN",0,26.12,1010.221,85.7,0,1.646392
"2019-06-06 02:00:00",576115,"NAN","NAN","NAN","NAN",1.077,140.7,"NAN",0,"NAN",0,"NAN",0,26.14,1010.267,84.5,0,1.663333
"2019-06-06 02:01:00",576116,"NAN","NAN","NAN","NAN",1.746,138.9,"NAN",0,"NAN",0,"NAN",0,26.15,1010.275,84.1,0.204,1.656946
"2019-06-06 02:02:00",576117,"NAN","NAN","NAN","NAN",2.279,169,"NAN",0,"NAN",0,"NAN",0,26.19,1010.273,82.9,0.375,1.659939
"2019-06-06 02:03:00",576118,"NAN","NAN","NAN","NAN",2.07,166.7,"NAN",0,"NAN",0,"NAN",0,26.21,1010.288,81.6,0.684,1.66209
"2019-06-06 02:04:00",576119,"NAN","NAN","NAN","NAN",2.721,173.6,"NAN",0,"NAN",0,"NAN",0,26.26,1010.284,80.6,0.806,1.661441
"2019-06-06 02:05:00",576120,"NAN","NAN","NAN","NAN",2.476,176.4,"NAN",0,"NAN",0,"NAN",0,26.32,1010.285,79.39,0.399,1.651515
"2019-06-06 02:06:00",576121,"NAN","NAN","NAN","NAN",1.619,211.9,"NAN",0,"NAN",0,"NAN",0,26.38,1010.279,78.1,0,1.654552
"2019-06-06 02:07:00",576122,"NAN","NAN","NAN","NAN",3.336,220.2,"NAN",0,"NAN",0,"NAN",0,26.43,1010.282,76.73,0.204,1.643068
"2019-06-06 02:08:00",576123,"NAN","NAN","NAN","NAN",1.997,223.1,"NAN",0,"NAN",0,"NAN",0,26.49,1010.277,75.09,0.147,1.639065
"2019-06-06 02:09:00",576124,"NAN","NAN","NAN","NAN",1.613,259.8,"NAN",0,"NAN",0,"NAN",0,26.58,1010.283,75,0,1.656262
"2019-06-06 02:10:00",576125,"NAN","NAN","NAN","NAN",0.753,269,"NAN",0,"NAN",0,"NAN",0,26.64,1010.29,73.8,0,1.654436
"2019-06-06 02:11:00",576126,"NAN","NAN","NAN","NAN",0.001,280.1,"NAN",0,"NAN",0,"NAN",0,26.66,1010.277,73.32,0,1.662986
"2019-06-06 02:12:00",576127,"NAN","NAN","NAN","NAN",1.696,216,"NAN",0,"NAN",0,"NAN",0,26.68,1010.268,72.56,0,1.662105
"2019-06-06 02:13:00",576128,"NAN","NAN","NAN","NAN",1.334,220.2,"NAN",0,"NAN",0,"NAN",0,26.67,1010.259,71.69,0,1.66273
"2019-06-06 02:14:00",576129,"NAN","NAN","NAN","NAN",0.747,185.1,"NAN",0,"NAN",0,"NAN",0,26.69,1010.227,71.91,0,1.659207
"2019-06-06 02:15:00",576130,"NAN","NAN","NAN","NAN",1.032,204.3,"NAN",0,"NAN",0,"NAN",0,26.73,1010.186,71.47,0,1.652006
"2019-06-06 02:16:00",576131,"NAN","NAN","NAN","NAN",1.185,195.7,"NAN",0,"NAN",0,"NAN",0,26.75,1010.136,71.28,0,1.655832
"2019-06-06 02:17:00",576132,"NAN","NAN","NAN","NAN",1.058,136.1,"NAN",0,"NAN",0,"NAN",0,26.74,1010.125,70.4,0,1.650538
"2019-06-06 02:18:00",576133,"NAN","NAN","NAN","NAN",2.01,101.1,"NAN",0,"NAN",0,"NAN",0,26.72,1010.121,70.06,0,1.654437
"2019-06-06 02:19:00",576134,"NAN","NAN","NAN","NAN",2.489,98.8,"NAN",0,"NAN",0,"NAN",0,26.7,1010.125,70.37,0,1.651099
"2019-06-06 02:20:00",576135,"NAN","NAN","NAN","NAN",2.064,104.1,"NAN",0,"NAN",0,"NAN",0,26.67,1010.126,70.52,0,1.656378
"2019-06-06 02:21:00",576136,"NAN","NAN","NAN","NAN",2.102,107.6,"NAN",0,"NAN",0,"NAN",0,26.64,1010.129,70.81,0,1.657916
"2019-06-06 02:22:00",576137,"NAN","NAN","NAN","NAN",2.673,105.7,"NAN",0,"NAN",0,"NAN",0,26.62,1010.127,70.88,0,1.648066
"2019-06-06 02:23:00",576138,"NAN","NAN","NAN","NAN",3.047,106,"NAN",0,"NAN",0,"NAN",0,26.59,1010.125,71.22,0,1.649739
"2019-06-06 02:24:00",576139,"NAN","NAN","NAN","NAN",2.311,103.7,"NAN",0,"NAN",0,"NAN",0,26.57,1010.129,71.22,0,1.659819
"2019-06-06 02:25:00",576140,"NAN","NAN","NAN","NAN",2.302,113,"NAN",0,"NAN",0,"NAN",0,26.51,1010.129,71.67,0,1.641033
"2019-06-06 02:26:00",576141,"NAN","NAN","NAN","NAN",3.174,101.8,"NAN",0,"NAN",0,"NAN",0,26.48,1010.126,71.94,0,1.652583
"2019-06-06 02:27:00",576142,"NAN","NAN","NAN","NAN",4.18,109,"NAN",0,"NAN",0,"NAN",0,26.45,1010.125,72.5,0,1.66547
"2019-06-06 02:28:00",576143,"NAN","NAN","NAN","NAN",5.281,105.9,"NAN",0,"NAN",0,"NAN",0,26.43,1010.122,73.18,0,1.661273
"2019-06-06 02:29:00",576144,"NAN","NAN","NAN","NAN",5.491,108.9,"NAN",0,"NAN",0,"NAN",0,26.41,1010.122,74.23,0,1.663257
"2019-06-06 02:30:00",576145,"NAN","NAN","NAN","NAN",3.73,111.1,"NAN",0,"NAN",0,"NAN",0,26.38,1010.12,73.66,0,1.668949
"2019-06-06 02:31:00",576146,"NAN","NAN","NAN","NAN",2.59,109.9,"NAN",0,"NAN",0,"NAN",0,26.32,1010.118,73.64,0,1.650657
"2019-06-06 02:32:00",576147,"NAN","NAN","NAN","NAN",1.886,130.4,"NAN",0,"NAN",0,"NAN",0,26.29,1010.083,73.74,0,1.655854
"2019-06-06 02:33:00",576148,"NAN","NAN","NAN","NAN",1.315,129.5,"NAN",0,"NAN",0,"NAN",0,26.24,1009.997,73.91,0,1.66121
"2019-06-06 02:34:00",576149,"NAN","NAN","NAN","NAN",0.655,221.8,"NAN",0,"NAN",0,"NAN",0,26.22,1009.982,74.52,0,1.666799
"2019-06-06 02:35:00",576150,"NAN","NAN","NAN","NAN",0.74,217.5,"NAN",0,"NAN",0,"NAN",0,26.21,1009.944,75.13,0,1.681311
"2019-06-06 02:36:00",576151,"NAN","NAN","NAN","NAN",1.029,214.7,"NAN",0,"NAN",0,"NAN",0,26.2,1009.857,75.42,0,1.678885
"2019-06-06 02:37:00",576152,"NAN","NAN","NAN","NAN",1.569,241.4,"NAN",0,"NAN",0,"NAN",0,26.2,1009.847,75.76,0,1.677602
"2019-06-06 02:38:00",576153,"NAN","NAN","NAN","NAN",1.997,257.2,"NAN",0,"NAN",0,"NAN",0,26.22,1009.85,76.71,0,1.664799
"2019-06-06 02:39:00",576154,"NAN","NAN","NAN","NAN",2.73,265.2,"NAN",0,"NAN",0,"NAN",0,26.23,1009.839,77.54,0,1.663972
"2019-06-06 02:40:00",576155,"NAN","NAN","NAN","NAN",2.241,280.2,"NAN",0,"NAN",0,"NAN",0,26.25,1009.819,78.36,0,1.661814
"2019-06-06 02:41:00",576156,"NAN","NAN","NAN","NAN",1.686,300.4,"NAN",0,"NAN",0,"NAN",0,26.26,1009.801,78.07,0,1.662694
"2019-06-06 02:42:00",576157,"NAN","NAN","NAN","NAN",1.289,306.1,"NAN",0,"NAN",0,"NAN",0,26.22,1009.812,77.61,0,1.655697
"2019-06-06 02:43:00",576158,"NAN","NAN","NAN","NAN",1.128,320.4,"NAN",0,"NAN",0,"NAN",0,26.18,1009.809,77.44,0,1.656582
