PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),QC
41591,2009-01-03T00:00:00Z,25.6900,129.9210,,0,011197
41591,2009-01-03T00:20:00Z,25.6900,129.9210,21.7,0,011117
41591,2009-01-03T00:30:00Z,25.6920,129.9190,,0,011197
41591,2009-01-03T00:50:00Z,25.6920,129.9190,,0,011197
41591,2009-01-03T01:00:00Z,25.6920,129.9190,,0,011197
41591,2009-01-03T01:20:00Z,25.6920,129.9190,,0,011197
41591,2009-01-03T01:30:00Z,25.6900,129.9210,,0,011197
41591,2009-01-03T01:50:00Z,25.6900,129.9210,,0,011197
41591,2009-01-03T02:00:00Z,25.6900,129.9210,,0,011197
41591,2009-01-03T02:20:00Z,25.6900,129.9210,,0,011197
41591,2009-01-03T02:30:00Z,25.6900,129.9210,,0,011197
41591,2009-01-03T02:50:00Z,25.6900,129.9210,,0,011197
41591,2009-01-03T03:00:00Z,25.6900,129.9210,,0,011197
41591,2009-01-03T03:20:00Z,25.6900,129.9210,21.7,0,011117
41591,2009-01-03T03:30:00Z,25.6560,129.9120,,0,014497
41591,2009-01-03T03:50:00Z,25.6560,129.9120,,0,011197
41591,2009-01-03T04:00:00Z,25.6560,129.9120,,0,011197
41591,2009-01-03T04:20:00Z,25.6560,129.9120,21.7,0,011117
41591,2009-01-03T05:30:00Z,25.6470,129.8900,,0,011197
41591,2009-01-03T05:50:00Z,25.6470,129.8900,,0,011197
41591,2009-01-03T06:00:00Z,25.6470,129.8900,,0,011197
41591,2009-01-03T06:20:00Z,25.6470,129.8900,21.7,0,011117
41591,2009-01-03T06:30:00Z,25.6470,129.8900,,0,011197
41591,2009-01-03T06:50:00Z,25.6470,129.8900,,0,011197
41591,2009-01-03T07:00:00Z,25.6470,129.8900,,0,011197
41591,2009-01-03T07:20:00Z,25.6470,129.8900,,0,011197
41591,2009-01-03T07:30:00Z,25.6330,129.8710,,0,014497
41591,2009-01-03T07:50:00Z,25.6330,129.8710,,0,011197
41591,2009-01-03T08:00:00Z,25.6330,129.8710,,0,011197
41591,2009-01-03T08:20:00Z,25.6330,129.8710,21.7,0,011117
41591,2009-01-03T08:30:00Z,25.6250,129.8580,,0,014497
41591,2009-01-03T08:50:00Z,25.6250,129.8580,,0,011197
41591,2009-01-03T09:00:00Z,25.6250,129.8580,,0,011197
41591,2009-01-03T09:20:00Z,25.6250,129.8580,21.7,0,011117
41591,2009-01-03T09:30:00Z,25.6220,129.8560,,0,011197
41591,2009-01-03T09:50:00Z,25.6220,129.8560,,0,011197
41591,2009-01-03T10:00:00Z,25.6220,129.8560,,0,011197
41591,2009-01-03T10:20:00Z,25.6220,129.8560,21.7,0,011117
41591,2009-01-03T10:30:00Z,25.6220,129.8560,,0,011197
41591,2009-01-03T10:50:00Z,25.6220,129.8560,,0,011197
41591,2009-01-03T11:00:00Z,25.6080,129.8300,,0,014497
41591,2009-01-03T11:20:00Z,25.6080,129.8300,21.7,0,011117
41591,2009-01-03T11:30:00Z,25.6080,129.8300,,0,011197
41591,2009-01-03T11:50:00Z,25.6080,129.8300,,0,011197
41591,2009-01-03T12:00:00Z,25.6080,129.8300,,0,011197
41591,2009-01-03T12:20:00Z,25.6080,129.8300,21.7,0,011117
41591,2009-01-03T12:30:00Z,25.6080,129.8300,,0,011197
41591,2009-01-03T12:50:00Z,25.6080,129.8300,,0,011197
41591,2009-01-03T13:00:00Z,25.6080,129.8300,,0,011197
41591,2009-01-03T13:20:00Z,25.6080,129.8300,21.7,0,011117
41591,2009-01-03T14:30:00Z,25.6040,129.8200,,0,011197
41591,2009-01-03T14:50:00Z,25.6040,129.8200,,0,011197
41591,2009-01-03T15:00:00Z,25.6040,129.8200,,0,011197
41591,2009-01-03T15:20:00Z,25.6040,129.8200,21.6,0,011117
41591,2009-01-03T16:30:00Z,25.6010,129.7730,,0,011197
41591,2009-01-03T16:50:00Z,25.6010,129.7730,,0,011197
41591,2009-01-03T17:00:00Z,25.6010,129.7730,,0,011197
41591,2009-01-03T17:20:00Z,25.6010,129.7730,21.7,0,011117
41591,2009-01-03T18:30:00Z,25.6010,129.7720,,0,011197
41591,2009-01-03T18:50:00Z,25.6050,129.7560,,0,011197
41591,2009-01-03T19:00:00Z,25.6050,129.7560,,0,011197
41591,2009-01-03T19:20:00Z,25.6050,129.7560,21.7,0,011117
41591,2009-01-03T19:30:00Z,25.6040,129.7570,,0,011197
41591,2009-01-03T19:50:00Z,25.6040,129.7570,,0,011197
41591,2009-01-03T20:00:00Z,25.6040,129.7570,,0,011197
41591,2009-01-03T20:20:00Z,25.6040,129.7570,,0,011197
41591,2009-01-03T20:30:00Z,25.6060,129.7540,,0,011197
41591,2009-01-03T20:50:00Z,25.6060,129.7540,,0,011197
41591,2009-01-03T21:00:00Z,25.6060,129.7540,,0,011197
41591,2009-01-03T21:20:00Z,25.6060,129.7540,21.7,0,011117
41591,2009-01-03T22:30:00Z,25.6110,129.7480,,0,011197
41591,2009-01-03T22:50:00Z,25.6110,129.7480,,0,011197
41591,2009-01-03T23:00:00Z,25.6110,129.7480,,0,011197
41591,2009-01-03T23:20:00Z,25.6110,129.7480,,0,011197
41591,2009-01-03T23:30:00Z,25.6110,129.7480,,0,011197
41591,2009-01-03T23:50:00Z,25.6110,129.7480,,0,011197
41591,2009-01-04T00:00:00Z,25.6110,129.7480,,0,011197
41591,2009-01-04T00:20:00Z,25.6110,129.7480,21.7,0,011117
41591,2009-01-04T00:30:00Z,25.5920,129.7470,,0,014497
41591,2009-01-04T00:50:00Z,25.5920,129.7470,,0,011197
41591,2009-01-04T01:00:00Z,25.5920,129.7470,,0,011197
41591,2009-01-04T01:20:00Z,25.5920,129.7470,21.7,0,011117
41591,2009-01-04T01:30:00Z,25.6110,129.7480,,0,014497
41591,2009-01-04T01:50:00Z,25.6110,129.7480,,0,011197
41591,2009-01-04T02:00:00Z,25.6110,129.7480,,0,011197
41591,2009-01-04T02:20:00Z,25.6110,129.7480,,0,011197
41591,2009-01-04T02:30:00Z,25.5840,129.7470,,0,014497
41591,2009-01-04T02:50:00Z,25.5840,129.7470,,0,011197
41591,2009-01-04T03:00:00Z,25.5840,129.7470,,0,011197
41591,2009-01-04T03:20:00Z,25.5840,129.7470,,0,011197
41591,2009-01-04T03:30:00Z,25.5840,129.7470,,0,011197
41591,2009-01-04T03:50:00Z,25.5610,129.7360,,0,014497
41591,2009-01-04T04:00:00Z,25.5610,129.7360,,0,011197
41591,2009-01-04T04:20:00Z,25.5610,129.7360,21.7,0,011117
41591,2009-01-04T05:30:00Z,25.5600,129.7350,,0,011197
41591,2009-01-04T05:50:00Z,25.5600,129.7350,,0,011197
41591,2009-01-04T06:00:00Z,25.5600,129.7350,,0,011197
41591,2009-01-04T06:20:00Z,25.5600,129.7350,,0,011197
41591,2009-01-04T06:30:00Z,25.5600,129.7350,,0,011197
41591,2009-01-04T06:50:00Z,25.5600,129.7350,,0,011197
41591,2009-01-04T07:00:00Z,25.5600,129.7350,,0,011197
41591,2009-01-04T07:20:00Z,25.5600,129.7350,21.7,0,011117
41591,2009-01-04T07:30:00Z,25.5370,129.7140,,0,014497
41591,2009-01-04T07:50:00Z,25.5370,129.7140,,0,011197
41591,2009-01-04T08:00:00Z,25.5370,129.7140,,0,011197
41591,2009-01-04T08:20:00Z,25.5370,129.7140,21.7,0,011117
41591,2009-01-04T08:30:00Z,25.5330,129.7040,,0,014497
41591,2009-01-04T08:50:00Z,25.5330,129.7040,,0,011197
41591,2009-01-04T09:00:00Z,25.5330,129.7040,,0,011197
41591,2009-01-04T09:20:00Z,25.5330,129.7040,21.7,0,011117
41591,2009-01-04T09:30:00Z,25.5320,129.6960,,0,011197
41591,2009-01-04T09:50:00Z,25.5320,129.6960,,0,011197
41591,2009-01-04T10:00:00Z,25.5320,129.6960,,0,011197
41591,2009-01-04T10:20:00Z,25.5320,129.6960,21.7,0,011117
41591,2009-01-04T10:30:00Z,25.5320,129.6960,,0,011197
41591,2009-01-04T10:50:00Z,25.5320,129.6960,,0,011197
41591,2009-01-04T11:00:00Z,25.5320,129.6960,,0,011197
41591,2009-01-04T11:20:00Z,25.5320,129.6960,21.7,0,011117
41591,2009-01-04T11:30:00Z,25.5160,129.6790,,0,014497
41591,2009-01-04T11:50:00Z,25.5160,129.6790,,0,011197
41591,2009-01-04T12:00:00Z,25.5160,129.6790,,0,011197
41591,2009-01-04T12:20:00Z,25.5160,129.6790,21.7,0,011117
41591,2009-01-04T12:30:00Z,25.5160,129.6790,,0,011197
41591,2009-01-04T12:50:00Z,25.5160,129.6790,,0,011197
41591,2009-01-04T13:00:00Z,25.5160,129.6790,,0,011197
41591,2009-01-04T13:20:00Z,25.5160,129.6790,21.7,0,011117
41591,2009-01-04T14:30:00Z,25.5070,129.6600,,0,011197
41591,2009-01-04T14:50:00Z,25.5070,129.6600,,0,011197
41591,2009-01-04T15:00:00Z,25.5070,129.6600,,0,011197
41591,2009-01-04T15:20:00Z,25.5070,129.6600,21.7,0,011117
41591,2009-01-04T16:30:00Z,25.5010,129.6350,,0,011197
