PLATFORM,DATE (YYYY-MM-DDTHH:MI:SSZ),LATITUDE (degree_north),LONGITUDE (degree_east),DEPH (meter),TEMP (degree_Celsius),QC,STATION_NUMBER
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,316,15.882,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,317,15.826,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,318,15.748,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,319,15.7305,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,320,15.722,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,321,15.6995,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,322,15.6895,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,323,15.677,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,324,15.615,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,325,15.499,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,326,15.393,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,327,15.301,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,328,15.233,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,329,15.187,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,330,15.1515,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,331,15.08,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,332,15.0155,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,333,14.9555,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,334,14.924,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,335,14.8805,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,336,14.807,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,337,14.783,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,338,14.726,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,339,14.64,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,340,14.6,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,341,14.55,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,342,14.529,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,343,14.506,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,344,14.48,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,345,14.461,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,346,14.485,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,347,14.48,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,348,14.477,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,349,14.477,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,350,14.4535,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,351,14.432,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,352,14.396,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,353,14.2775,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,354,14.244,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,355,14.192,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,356,14.02,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,357,13.9435,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,358,13.896,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,359,13.8465,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,360,13.816,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,361,13.758,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,362,13.6675,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,363,13.616,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,364,13.5375,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,365,13.51,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,366,13.476,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,367,13.454,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,368,13.433,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,369,13.429,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,370,13.4245,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,371,13.399,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,372,13.3805,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,373,13.356,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,374,13.346,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,375,13.295,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,376,13.249,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,377,13.183,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,378,13.14,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,379,13.1185,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,380,13.001,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,381,12.9555,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,382,12.9365,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,383,12.92,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,384,12.899,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,385,12.908,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,386,12.8845,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,387,12.888,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,388,12.864,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,389,12.786,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,390,12.719,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,391,12.636,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,392,12.59,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,393,12.56,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,394,12.499,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,395,12.4665,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,396,12.391,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,397,12.343,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,398,12.3035,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,399,12.228,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,400,12.197,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,401,12.192,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,402,12.183,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,403,12.176,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,404,12.144,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,405,12.066,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,406,12.0175,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,407,11.936,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,408,11.898,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,409,11.8945,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,410,11.902,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,411,11.892,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,412,11.893,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,413,11.8655,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,414,11.893,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,415,11.869,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,416,11.841,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,417,11.817,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,418,11.7825,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,419,11.688,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,420,11.625,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,421,11.555,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,422,11.5215,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,423,11.501,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,424,11.483,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,425,11.467,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,426,11.446,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,427,11.4485,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,428,11.433,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,429,11.4125,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,430,11.392,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,431,11.3655,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,432,11.3055,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,433,11.273,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,434,11.2205,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,435,11.157,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,436,11.112,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,437,11.112,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,438,11.0145,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,439,10.979,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,440,10.975,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,441,10.966,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,442,10.92,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,443,10.864,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,444,10.825,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,445,10.8045,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,446,10.7815,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,447,10.701,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,448,10.649,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,449,10.627,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,450,10.6055,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,451,10.56,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,452,10.5505,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,453,10.534,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,454,10.506,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,455,10.4105,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,456,10.377,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,457,10.352,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,458,10.324,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,459,10.3305,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,460,10.316,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,461,10.288,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,462,10.255,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,463,10.254,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,464,10.221,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,465,10.15,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,466,10.102,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,467,10.058,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,468,10.062,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,469,10.025,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,470,10.003,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,471,9.941,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,472,9.901,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,473,9.854,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,474,9.832,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,475,9.821,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,476,9.7865,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,477,9.793,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,478,9.782,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,479,9.782,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,480,9.778,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,481,9.772,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,482,9.7545,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,483,9.7555,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,484,9.718,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,485,9.6845,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,486,9.644,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,487,9.6165,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,488,9.579,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,489,9.5355,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,490,9.536,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,491,9.511,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,492,9.5,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,493,9.483,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,494,9.4655,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,495,9.434,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,496,9.429,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,497,9.428,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,498,9.42,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,499,9.3875,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,500,9.298,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,501,9.256,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,502,9.208,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,503,9.186,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,504,9.159,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,505,9.12,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,506,9.095,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,507,9.074,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,508,9.05,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,509,9.015,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,510,9.004,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,511,8.96,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,512,8.927,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,513,8.8825,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,514,8.809,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,515,8.759,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,516,8.722,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,517,8.721,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,518,8.7,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,519,8.694,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,520,8.674,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,521,8.664,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,522,8.647,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,523,8.6345,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,524,8.612,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,525,8.577,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,526,8.565,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,527,8.5485,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,528,8.5095,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,529,8.442,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,530,8.4015,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,531,8.374,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,532,8.34,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,533,8.336,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,534,8.3295,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,535,8.335,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,536,8.309,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,537,8.2535,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,538,8.218,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,539,8.2075,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,540,8.1845,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,541,8.153,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,542,8.115,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,543,8.08,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,544,8.047,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,545,8.025,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,546,8.0005,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,547,8.0215,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,548,7.974,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,549,7.983,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,550,7.959,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,551,7.9305,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,552,7.909,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,553,7.894,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,554,7.8885,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,555,7.887,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,556,7.8765,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,557,7.825,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,558,7.777,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,559,7.7035,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,560,7.671,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,561,7.643,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,562,7.633,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,563,7.5355,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,564,7.473,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,565,7.442,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,566,7.4185,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,567,7.391,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,568,7.3715,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,569,7.364,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,570,7.3695,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,571,7.3515,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,572,7.344,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,573,7.3325,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,574,7.333,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,575,7.326,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,576,7.2925,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,577,7.272,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,578,7.2445,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,579,7.234,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,580,7.1875,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,581,7.1815,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,582,7.153,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,583,7.148,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,584,7.132,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,585,7.1065,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,586,7.1075,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,587,7.092,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,588,7.055,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,589,7.037,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,590,7.012,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,591,6.985,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,592,6.9455,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,593,6.92,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,594,6.897,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,595,6.908,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,596,6.907,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,597,6.8915,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,598,6.875,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,599,6.854,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,600,6.8615,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,601,6.81,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,602,6.7625,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,603,6.7225,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,604,6.737,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,605,6.704,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,606,6.703,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,607,6.705,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,608,6.7065,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,609,6.689,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,610,6.658,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,611,6.623,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,612,6.6315,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,613,6.6145,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,614,6.618,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,615,6.6085,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,616,6.592,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,617,6.558,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,618,6.565,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,619,6.566,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,620,6.551,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,621,6.535,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,622,6.5045,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,623,6.488,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,624,6.484,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,625,6.454,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,626,6.433,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,627,6.445,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,628,6.4085,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,629,6.376,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,630,6.3445,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,631,6.311,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,632,6.2755,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,633,6.2285,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,634,6.214,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,635,6.1805,011111,13098775
ONDB,2009-01-03T22:57:00Z,18.0000,125.3900,636,6.188,011111,13098775
