PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),QC
53967,2009-01-03T01:20:00Z,17.6900,120.3560,24.3,0,011117
53967,2009-01-03T05:00:00Z,17.6900,120.3560,27.7,0,011117
53967,2009-01-03T12:30:00Z,17.6900,120.3560,25.2,0,011117
53967,2009-01-03T13:00:00Z,17.6900,120.3560,28,0,011117
53967,2009-01-03T17:40:00Z,17.6900,120.3560,23.2,0,011117
53967,2009-01-03T20:20:00Z,17.6900,120.3560,24.9,0,011117
53967,2009-01-04T08:30:00Z,17.6900,120.3560,28.6,0,011117
53967,2009-01-04T09:10:00Z,17.6900,120.3560,28,0,011117
53967,2009-01-04T12:40:00Z,17.6900,120.3560,25.2,0,011117
53967,2009-01-04T13:40:00Z,17.6900,120.3560,27.9,0,011117
53967,2009-01-04T13:50:00Z,17.6900,120.3560,24.4,0,011117
53967,2009-01-04T17:30:00Z,17.6900,120.3560,25.6,0,011117
53967,2009-01-05T01:20:00Z,17.6900,120.3560,24.7,0,011117
53967,2009-01-05T08:10:00Z,17.6900,120.3560,28.8,0,011117
53967,2009-01-05T09:00:00Z,17.6900,120.3560,27.1,0,011117
53967,2009-01-05T12:20:00Z,17.6900,120.3560,25.5,0,011117
53967,2009-01-05T13:20:00Z,17.6900,120.3560,25.9,0,011117
53967,2009-01-05T17:20:00Z,17.6900,120.3560,25.3,0,011117
53967,2009-01-05T20:40:00Z,17.6900,120.3560,23.7,0,011117
53967,2009-01-06T00:10:00Z,17.6900,120.3560,23.7,0,011117
53967,2009-01-06T01:00:00Z,17.6900,120.3560,25.5,0,011117
53967,2009-01-06T01:50:00Z,17.6900,120.3560,23.1,0,011117
53967,2009-01-06T04:30:00Z,17.6900,120.3560,23.7,0,011117
53967,2009-01-06T08:40:00Z,17.6900,120.3560,28.9,0,011117
53967,2009-01-06T08:50:00Z,17.6900,120.3560,28.6,0,011117
53967,2009-01-06T12:00:00Z,17.6900,120.3560,25.3,0,011117
53967,2009-01-06T13:00:00Z,17.6900,120.3560,25,0,011117
53967,2009-01-06T17:10:00Z,17.6900,120.3560,25.3,0,011117
53967,2009-01-07T01:30:00Z,17.6900,120.3560,26.2,0,011117
53967,2009-01-07T08:30:00Z,17.6900,120.3560,29.5,0,011117
53967,2009-01-07T11:40:00Z,17.6900,120.3560,31.9,0,011117
53967,2009-01-07T12:30:00Z,17.6900,120.3560,28.2,0,011117
53967,2009-01-07T12:40:00Z,17.6900,120.3560,27,0,011117
53967,2009-01-07T13:20:00Z,17.6900,120.3560,26.8,0,011117
53967,2009-01-07T17:00:00Z,17.6900,120.3560,27.7,0,011117
53967,2009-01-08T01:10:00Z,17.6900,120.3560,,0,011197
53967,2009-01-08T05:50:00Z,17.6900,120.3560,26.1,0,011117
53967,2009-01-08T08:20:00Z,17.6900,120.3560,28.3,0,011117
53967,2009-01-08T08:30:00Z,17.6900,120.3560,27.4,0,011117
53967,2009-01-08T08:40:00Z,17.6900,120.3560,30.1,0,011117
53967,2009-01-08T16:50:00Z,17.6900,120.3560,25.3,0,011117
53967,2009-01-08T21:00:00Z,17.6900,120.3560,24.6,0,011117
