PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),WSPE_MODEL LEVEL0 (meter/second),WSPN_MODEL LEVEL0 (meter/second),WSTE_MODEL LEVEL0 (newton/m2),WSTN_MODEL LEVEL0 (newton/m2),TEMP LEVEL1 (degree_Celsius),DEPH LEVEL1 (meter),TEMP LEVEL2 (degree_Celsius),CURRENT_TEST LEVEL2 (none),DEPH LEVEL2 (meter),EWCT LEVEL2 (meter/second),NSCT LEVEL2 (meter/second),TEMP LEVEL3 (degree_Celsius),DEPH LEVEL3 (meter),TEMP LEVEL4 (degree_Celsius),DEPH LEVEL4 (meter),TEMP LEVEL5 (degree_Celsius),DEPH LEVEL5 (meter),TEMP LEVEL6 (degree_Celsius),DEPH LEVEL6 (meter),DEPH LEVEL7 (meter),TEMP LEVEL8 (degree_Celsius),DEPH LEVEL8 (meter),DEPH LEVEL9 (meter),DEPH LEVEL10 (meter),QC
41910,2009-01-07T06:00:00Z,24.1740,126.5000,,0,-7.9,2,-0.1,0.03,,,,211,15,-0.033,0.339,,,,,,,,,,,,,,011197111199911119999999999999
41910,2009-01-07T06:14:00Z,24.1750,126.5000,23.9,,,,,,23.9,0,23.8,,16,,,24,26,23.9,41,23.8,58,23.8,67,92,,,,,011119999911191991111111119999
41910,2009-01-07T06:15:00Z,24.1750,126.5000,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41910,2009-01-07T06:29:00Z,24.1750,126.5000,23.8,,,,,,23.8,0,,,16,,,24,26,23.9,41,23.8,58,23.8,67,92,,,,,011119999911991991111111119999
41910,2009-01-07T06:30:00Z,24.1750,126.5000,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41910,2009-01-07T06:44:00Z,24.1990,126.4960,23.9,,,,,,23.9,0,,,16,,,24,26,23.9,41,23.8,58,23.8,67,92,,,,,014419999911991991111111119999
41910,2009-01-07T06:45:00Z,24.1750,126.5000,23.8,0,,,,,,,,,,,,,,,,,,,,,,,,,014417999999999999999999999999
41910,2009-01-07T06:59:00Z,24.1990,126.4960,23.9,,,,,,23.9,0,,,16,,,24,26,23.9,41,23.8,58,23.8,67,92,,,,,014419999911991991111111119999
41910,2009-01-07T07:00:00Z,24.1990,126.4950,,0,,,,,,,,,,,,,,,,,,,,,,,,,014497999999999999999999999999
41910,2009-01-07T07:14:00Z,24.1990,126.4960,23.8,,,,,,23.8,0,,,16,,,24,26,23.9,41,23.8,58,23.8,67,92,,,,,011119999911991991111111119999
41910,2009-01-07T07:15:00Z,24.1990,126.4950,,0,,,,,,,,,,,,,,,,,,,,,,,,,014497999999999999999999999999
41910,2009-01-07T07:29:00Z,24.1990,126.4950,23.8,,,,,,23.8,0,23.8,,16,,,24,26,23.9,41,23.9,58,23.8,67,92,,,,,011119999911191991111111119999
41910,2009-01-07T07:30:00Z,24.1990,126.4950,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41910,2009-01-07T07:44:00Z,24.1990,126.4950,23.8,,,,,,23.8,0,,,16,,,24,26,23.9,41,23.9,58,23.8,67,92,,,,,011119999911991991111111119999
41910,2009-01-07T07:45:00Z,24.1990,126.4950,23.8,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41910,2009-01-07T07:59:00Z,24.1990,126.4950,23.8,,,,,,23.8,0,,,16,,,24,26,23.9,41,23.9,58,23.8,67,92,,,,,011119999911991991111111119999
41910,2009-01-07T08:00:00Z,24.1990,126.4950,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41910,2009-01-07T08:14:00Z,24.1990,126.4950,23.8,,,,,,23.8,0,,,16,,,24,26,23.9,41,23.8,58,23.8,67,92,,,,,011119999911991991111111119999
41910,2009-01-07T08:15:00Z,24.1990,126.4950,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41910,2009-01-07T08:29:00Z,24.1990,126.4950,23.8,,,,,,23.8,0,,,16,,,24,26,23.9,41,23.8,58,23.8,67,92,,,,,011119999911991991111111119999
41910,2009-01-07T08:30:00Z,24.1990,126.4950,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41910,2009-01-07T08:44:00Z,24.1990,126.4950,23.8,,,,,,23.8,0,,,16,,,24,26,23.9,41,23.8,58,23.8,67,92,,,,,011119999911991991111111119999
41910,2009-01-07T08:45:00Z,24.1990,126.4950,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41910,2009-01-07T09:00:00Z,24.2200,126.4890,,0,-7.1,2.3,-0.09,0.03,,,,211,15,-0.125,0.343,,,,,,,,,,,,,,011197111199911119999999999999
41910,2009-01-07T11:00:00Z,24.2450,126.4710,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41910,2009-01-07T11:14:00Z,24.2450,126.4710,23.8,,,,,,23.8,0,,,16,,,24,26,23.9,41,23.8,58,23.8,67,92,,,,,011119999911991991111111119999
41910,2009-01-07T11:29:00Z,24.2450,126.4710,23.8,,,,,,23.8,0,,,16,,,24,26,23.9,41,23.8,58,23.8,67,92,,,,,011119999911991991111111119999
41910,2009-01-07T11:44:00Z,24.2450,126.4710,23.8,,,,,,23.8,0,,,16,,,24,26,23.9,41,23.8,58,23.8,67,92,,,,,011119999911991991111111119999
41910,2009-01-07T11:59:00Z,24.2450,126.4710,23.8,,,,,,23.8,0,,,16,,,24,26,23.9,41,23.8,58,23.8,67,92,,,,,011119999911991991111111119999
41910,2009-01-07T12:00:00Z,24.2450,126.4710,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41910,2009-01-07T12:00:00Z,24.2410,126.4740,,0,-9,2.7,-0.1,0.04,,,,211,15,-0.101,0.305,,,,,,,,,,,,,,011197111199911119999999999999
41910,2009-01-07T12:14:00Z,24.2450,126.4710,23.8,,,,,,23.8,0,23.8,,16,,,24,26,23.9,41,23.8,58,23.8,67,92,,,,,011119999911191991111111119999
41910,2009-01-07T12:15:00Z,24.2450,126.4710,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41910,2009-01-07T12:29:00Z,24.2450,126.4710,23.8,,,,,,23.8,0,,,16,,,24,26,23.9,41,23.8,58,23.8,67,92,,,,,011119999911991991111111119999
41910,2009-01-07T12:30:00Z,24.2450,126.4710,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41910,2009-01-07T12:44:00Z,24.2450,126.4710,23.8,,,,,,23.8,0,,,16,,,24,26,23.9,41,23.8,58,23.8,67,92,,,,,011119999911991991111111119999
41910,2009-01-07T12:45:00Z,24.2450,126.4710,23.8,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41910,2009-01-07T12:59:00Z,24.2450,126.4710,23.8,,,,,,23.8,0,,,16,,,24,26,23.9,41,23.8,58,23.8,67,92,,,,,011119999911991991111111119999
41910,2009-01-07T13:14:00Z,24.2580,126.4720,23.8,,,,,,23.8,0,,,16,,,24,26,23.9,41,23.8,58,23.8,67,92,,,,,014419999911991991111111119999
41910,2009-01-07T13:29:00Z,24.2450,126.4710,23.8,,,,,,23.8,0,,,16,,,24,26,23.9,41,23.8,58,23.8,67,92,,,,,014419999911991991111111119999
41910,2009-01-07T13:44:00Z,24.2450,126.4710,23.8,,,,,,23.8,0,,,16,,,24,26,23.9,41,23.8,58,23.8,67,92,,,,,011119999911991991111111119999
41910,2009-01-07T13:59:00Z,24.2450,126.4710,23.8,,,,,,23.8,0,,,16,,,24,26,23.9,41,23.8,58,23.8,67,92,,,,,011119999911991991111111119999
41910,2009-01-07T15:00:00Z,24.2790,126.4670,,0,-7.2,3.5,-0.11,0.04,,,,211,15,-0.039,0.397,,,,,,,,,,,,,,011197111199911119999999999999
41910,2009-01-07T15:44:00Z,24.3050,126.4660,23.8,,,,,,23.8,0,,,16,,,24,26,23.9,41,23.8,58,23.8,67,92,,,,,011119999911991991111111119999
41910,2009-01-07T15:59:00Z,24.3050,126.4660,23.8,,,,,,23.8,0,,,16,,,24,26,23.9,41,23.8,58,23.8,67,92,,,,,011119999911991991111111119999
41910,2009-01-07T16:00:00Z,24.3050,126.4660,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41910,2009-01-07T16:14:00Z,24.3050,126.4660,23.8,,,,,,23.8,0,,,16,,,24,26,23.9,41,23.8,58,23.8,67,92,,,,,011119999911991991111111119999
41910,2009-01-07T16:15:00Z,24.3050,126.4660,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41910,2009-01-07T16:30:00Z,24.3050,126.4660,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41910,2009-01-07T16:45:00Z,24.3050,126.4660,23.8,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41910,2009-01-07T17:00:00Z,24.3050,126.4660,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41910,2009-01-07T17:15:00Z,24.3050,126.4660,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41910,2009-01-07T17:30:00Z,24.3050,126.4660,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41910,2009-01-07T17:45:00Z,24.3050,126.4660,23.8,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41910,2009-01-07T17:59:00Z,24.3050,126.4660,23.8,,,,,,23.8,0,,,16,,,24,26,23.9,42,23.8,59,23.8,67,93,,,,,011119999911991991111111119999
41910,2009-01-07T18:00:00Z,24.3180,126.4650,,0,-6.8,2.6,-0.07,0.04,,,,211,15,0.028,0.398,,,,,,,,,,,,,,011197111199911119999999999999
41910,2009-01-07T18:14:00Z,24.3050,126.4660,23.8,,,,,,23.8,0,,,16,,,24,26,23.9,42,23.8,59,23.8,67,93,,,,,011119999911991991111111119999
41910,2009-01-07T18:29:00Z,24.3050,126.4660,23.8,,,,,,23.8,0,,,16,,,24,26,23.9,42,23.8,59,23.8,67,93,,,,,011119999911991991111111119999
41910,2009-01-07T18:44:00Z,24.3250,126.4660,23.8,,,,,,23.8,0,23.7,,16,,,24,26,23.9,41,23.8,58,23.8,67,92,,,,,014419999911191991111111119999
41910,2009-01-07T18:59:00Z,24.3250,126.4660,23.8,,,,,,23.8,0,,,16,,,24,26,23.9,41,23.8,58,23.8,67,92,,,,,011119999911991991111111119999
41910,2009-01-07T19:00:00Z,24.3250,126.4660,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41910,2009-01-07T19:14:00Z,24.3250,126.4660,23.8,,,,,,23.8,0,23.8,,16,,,24,26,23.9,41,23.8,58,23.8,67,92,,,,,011119999911191991111111119999
41910,2009-01-07T19:15:00Z,24.3250,126.4660,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41910,2009-01-07T19:30:00Z,24.3250,126.4660,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41910,2009-01-07T19:45:00Z,24.3250,126.4660,23.8,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41910,2009-01-07T20:00:00Z,24.3410,126.4720,,0,,,,,,,,,,,,,,,,,,,,,,,,,014497999999999999999999999999
41910,2009-01-07T20:14:00Z,24.3410,126.4720,23.8,,,,,,23.8,0,23.9,,16,,,24,26,23.9,42,23.8,59,23.8,67,93,,,,,011119999911191991111111119999
41910,2009-01-07T20:15:00Z,24.3410,126.4720,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41910,2009-01-07T20:29:00Z,24.3410,126.4720,23.8,,,,,,23.8,0,,,16,,,24,26,23.9,42,23.8,59,23.8,67,93,,,,,011119999911991991111111119999
41910,2009-01-07T20:30:00Z,24.3410,126.4720,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41910,2009-01-07T20:44:00Z,24.3410,126.4720,23.8,,,,,,23.8,0,,,16,,,24,26,23.9,42,23.8,59,23.8,67,93,,,,,011119999911991991111111119999
41910,2009-01-07T20:45:00Z,24.3410,126.4720,23.8,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41910,2009-01-07T21:00:00Z,24.3560,126.4730,,0,-4.7,2.6,-0.04,0.02,,,,211,15,0.064,0.387,,,,,,,,,,,,,,011197111199911119999999999999
41910,2009-01-07T22:00:00Z,24.3620,126.4730,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41910,2009-01-07T22:15:00Z,24.3620,126.4730,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41910,2009-01-07T22:30:00Z,24.3620,126.4730,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41910,2009-01-07T22:45:00Z,24.3620,126.4730,23.8,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41910,2009-01-07T23:00:00Z,24.3620,126.4730,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41910,2009-01-07T23:14:00Z,24.3620,126.4730,23.8,,,,,,23.8,0,23.8,,16,,,24,26,23.9,42,23.8,59,23.8,67,93,,,,,011119999911191991111111119999
41910,2009-01-07T23:29:00Z,24.4060,126.4830,23.8,,,,,,23.8,0,23.8,,16,,,24,26,23.9,42,23.8,59,23.8,67,93,,,,,014419999911191991111111119999
41910,2009-01-07T23:44:00Z,24.4060,126.4830,23.8,,,,,,23.8,0,23.8,,16,,,24,26,23.9,42,23.8,59,23.8,67,93,,,,,011119999911191991111111119999
41910,2009-01-07T23:59:00Z,24.4060,126.4830,23.8,,,,,,23.8,0,23.9,,16,,,24,26,23.9,41,23.8,58,23.8,67,92,,,,,011119999911191991111111119999
41910,2009-01-08T00:00:00Z,24.3620,126.4730,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41910,2009-01-08T00:00:00Z,24.3930,126.4790,,0,-5.7,3,-0.04,0.03,,,,211,15,0.089,0.369,,,,,,,,,,,,,,011197111199911119999999999999
41910,2009-01-08T00:14:00Z,24.4060,126.4830,23.8,,,,,,23.8,0,23.9,,16,,,24,26,23.9,41,23.8,58,23.8,67,92,,,,,014419999911191991111111119999
41910,2009-01-08T00:15:00Z,24.3620,126.4730,,0,,,,,,,,,,,,,,,,,,,,,,,,,014497999999999999999999999999
41910,2009-01-08T00:29:00Z,24.4060,126.4830,23.8,,,,,,23.8,0,23.9,,16,,,24,26,23.9,41,23.8,58,23.8,67,92,,,,,014419999911191991111111119999
41910,2009-01-08T00:30:00Z,24.3620,126.4730,,0,,,,,,,,,,,,,,,,,,,,,,,,,014497999999999999999999999999
41910,2009-01-08T00:44:00Z,24.4060,126.4830,23.8,,,,,,23.8,0,23.9,,16,,,24,26,23.9,41,23.8,58,23.8,67,92,,,,,014419999911191991111111119999
41910,2009-01-08T00:45:00Z,24.3620,126.4730,23.8,0,,,,,,,,,,,,,,,,,,,,,,,,,014417999999999999999999999999
41910,2009-01-08T00:59:00Z,24.4060,126.4830,23.8,,,,,,23.8,0,23.9,,16,,,24,26,23.9,41,23.8,58,23.8,67,92,,,,,014419999911191991111111119999
41910,2009-01-08T01:00:00Z,24.4060,126.4830,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41910,2009-01-08T01:14:00Z,24.4060,126.4830,23.8,,,,,,23.8,0,23.7,,16,,,24,26,23.9,41,23.8,58,23.8,67,92,,,,,011119999911191991111111119999
41910,2009-01-08T01:15:00Z,24.4060,126.4830,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41910,2009-01-08T01:29:00Z,24.4060,126.4830,23.8,,,,,,23.8,0,23.9,,16,,,24,26,23.9,41,23.8,58,23.8,67,92,,,,,011119999911191991111111119999
41910,2009-01-08T01:30:00Z,24.4060,126.4830,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41910,2009-01-08T01:44:00Z,24.4060,126.4830,23.8,,,,,,23.8,0,23.9,,16,,,24,26,23.9,41,23.8,58,23.8,67,92,,,,,011119999911191991111111119999
41910,2009-01-08T01:45:00Z,24.4060,126.4830,23.8,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41910,2009-01-08T01:59:00Z,24.4060,126.4830,23.8,,,,,,23.8,0,23.9,,16,,,24,26,23.9,41,23.8,58,23.8,67,92,,,,,011119999911191991111111119999
41910,2009-01-08T03:00:00Z,24.4160,126.4840,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41910,2009-01-08T03:00:00Z,24.4280,126.4920,,0,-4.8,4.7,-0.05,0.04,,,,211,15,0.15,0.34,,,,,,,,,,,,,,011197111199911119999999999999
41910,2009-01-08T03:15:00Z,24.4160,126.4840,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41910,2009-01-08T03:29:00Z,24.4160,126.4840,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41910,2009-01-08T03:30:00Z,24.4160,126.4840,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41910,2009-01-08T03:45:00Z,24.4160,126.4840,23.8,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41910,2009-01-08T05:14:00Z,24.4170,126.4850,23.8,,,,,,23.8,0,,,16,,,24,26,23.9,42,23.8,59,23.8,67,93,,,,,011119999911991991111111119999
41910,2009-01-08T05:29:00Z,24.4170,126.4850,23.8,,,,,,23.8,0,,,16,,,24,26,23.9,42,23.8,59,23.8,67,93,,,,,011119999911991991111111119999
41910,2009-01-08T05:44:00Z,24.4170,126.4850,23.8,,,,,,23.8,0,,,16,,,24,26,23.9,42,23.8,59,23.8,67,93,,,,,011119999911991991111111119999
41910,2009-01-08T05:59:00Z,24.4820,126.5300,23.8,,,,,,23.8,0,,,16,,,24,26,23.9,41,23.8,58,23.8,67,92,,,,,014419999911991991111111119999
41910,2009-01-08T06:00:00Z,24.4170,126.4850,,0,,,,,,,,,,,,,,,,,,,,,,,,,014497999999999999999999999999
41910,2009-01-08T06:00:00Z,24.4600,126.5110,,0,-3.6,5.3,-0.02,0.02,,,,211,15,0.202,0.303,,,,,,,,,,,,,,011197111199911119999999999999
41910,2009-01-08T06:14:00Z,24.4820,126.5300,23.8,,,,,,23.8,0,,,16,,,24,26,23.9,41,23.8,58,23.8,67,92,,,,,014419999911991991111111119999
41910,2009-01-08T06:15:00Z,24.4170,126.4850,,0,,,,,,,,,,,,,,,,,,,,,,,,,014497999999999999999999999999
41910,2009-01-08T06:29:00Z,24.4820,126.5300,23.8,,,,,,23.8,0,,,16,,,24,26,23.9,41,23.8,58,23.8,67,92,,,,,014419999911991991111111119999
41910,2009-01-08T06:30:00Z,24.4170,126.4850,,0,,,,,,,,,,,,,,,,,,,,,,,,,014497999999999999999999999999
41910,2009-01-08T06:45:00Z,24.4170,126.4850,23.8,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41910,2009-01-08T07:00:00Z,24.4170,126.4850,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41910,2009-01-08T07:15:00Z,24.4820,126.5300,,0,,,,,,,,,,,,,,,,,,,,,,,,,014497999999999999999999999999
41910,2009-01-08T07:29:00Z,24.4170,126.4850,23.8,,,,,,23.8,0,,,16,,,24,26,23.9,42,23.8,59,23.8,67,93,,,,,014419999911991991111111119999
41910,2009-01-08T07:30:00Z,24.4820,126.5300,,0,,,,,,,,,,,,,,,,,,,,,,,,,014497999999999999999999999999
41910,2009-01-08T07:44:00Z,24.4170,126.4850,23.8,,,,,,23.8,0,,,16,,,24,26,23.9,42,23.8,59,23.8,67,93,,,,,014419999911991991111111119999
41910,2009-01-08T07:45:00Z,24.4820,126.5300,23.7,0,,,,,,,,,,,,,,,,,,,,,,,,,014417999999999999999999999999
41910,2009-01-08T07:59:00Z,24.4170,126.4850,23.7,,,,,,23.7,0,,,16,,,24,26,23.9,42,23.8,59,23.8,67,93,,,,,014419999911991991111111119999
41910,2009-01-08T09:00:00Z,24.4820,126.5300,,0,,,,,,,,,,,,,,,,,,,,,,,,,014497999999999999999999999999
41910,2009-01-08T09:00:00Z,24.4870,126.5350,,0,-2.4,-0.2,-0.03,-0.04,,,,211,15,0.242,0.247,,,,,,,,,,,,,,011197111199911119999999999999
41910,2009-01-08T09:15:00Z,24.4820,126.5300,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41910,2009-01-08T09:30:00Z,24.4820,126.5300,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41910,2009-01-08T09:45:00Z,24.4820,126.5300,23.7,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41910,2009-01-08T11:00:00Z,24.4820,126.5300,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41910,2009-01-08T12:00:00Z,24.5080,126.5630,,0,-3.2,-11.5,-0.09,-0.19,,,,211,15,0.267,0.148,,,,,,,,,,,,,,011197111199911119999999999999
41910,2009-01-08T13:00:00Z,24.5090,126.5650,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41910,2009-01-08T13:29:00Z,24.5090,126.5650,23.8,,,,,,23.8,0,23.8,,16,,,24,25,23.9,41,23.8,58,23.8,66,91,,,,,011119999911191991111111119999
41910,2009-01-08T13:44:00Z,24.5090,126.5650,23.8,,,,,,23.8,0,23.7,,16,,,24,25,23.9,41,23.8,58,23.8,66,91,,,,,011119999911191991111111119999
41910,2009-01-08T13:59:00Z,24.5090,126.5650,23.8,,,,,,23.8,0,,,16,,,24,25,23.9,41,23.8,58,23.8,66,91,,,,,011119999911991991111111119999
41910,2009-01-08T15:00:00Z,24.5150,126.5790,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41910,2009-01-08T15:00:00Z,24.5160,126.5920,,0,-3.4,-12.9,-0.09,-0.37,,,,211,15,0.295,0.046,,,,,,,,,,,,,,011197111199911119999999999999
41910,2009-01-08T15:44:00Z,24.5150,126.6160,23.8,,,,,,23.8,0,23.6,,15,,,23.9,25,23.9,40,23.8,56,23.8,64,89,,,,,014419999911191991111111119999
41910,2009-01-08T15:59:00Z,24.5150,126.6160,23.8,,,,,,23.8,0,23.6,,15,,,23.9,25,23.9,40,23.8,56,23.8,64,89,,,,,011119999911191991111111119999
41910,2009-01-08T16:00:00Z,24.5150,126.6160,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41910,2009-01-08T16:14:00Z,24.5150,126.6160,23.7,,,,,,23.7,0,23.5,,15,,,23.9,25,23.9,40,23.8,56,23.8,64,89,,,,,011119999911191991111111119999
41910,2009-01-08T16:15:00Z,24.5150,126.6160,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41910,2009-01-08T16:30:00Z,24.5150,126.6160,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41910,2009-01-08T16:45:00Z,24.5150,126.6160,23.7,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41910,2009-01-08T17:00:00Z,24.5150,126.6160,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41910,2009-01-08T17:15:00Z,24.5150,126.6160,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41910,2009-01-08T17:30:00Z,24.5150,126.6160,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41910,2009-01-08T17:45:00Z,24.5150,126.6160,23.7,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41910,2009-01-08T18:00:00Z,24.5150,126.6160,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41910,2009-01-08T18:00:00Z,24.5170,126.6260,,0,-3.1,-12.9,-0.09,-0.37,,,,211,15,0.209,0.052,,,,,,,,,,,,,,011197111199911119999999999999
41910,2009-01-08T18:15:00Z,24.5150,126.6160,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41910,2009-01-08T18:30:00Z,24.5150,126.6160,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41910,2009-01-08T18:45:00Z,24.5150,126.6160,23.7,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41910,2009-01-08T20:00:00Z,24.5150,126.6160,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41910,2009-01-08T20:14:00Z,24.5280,126.6420,23.8,,,,,,23.8,0,23.8,,16,,,23.9,25,23.9,41,23.8,58,23.7,66,91,,,,,014419999911191991111111119999
41910,2009-01-08T20:15:00Z,24.5150,126.6160,,0,,,,,,,,,,,,,,,,,,,,,,,,,014497999999999999999999999999
41910,2009-01-08T20:29:00Z,24.5280,126.6420,23.8,,,,,,23.8,0,23.8,,16,,,23.9,25,23.9,41,23.8,58,23.7,66,91,,,,,014419999911191991111111119999
41910,2009-01-08T20:30:00Z,24.5280,126.6420,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41910,2009-01-08T20:44:00Z,24.5280,126.6420,23.7,,,,,,23.7,0,23.8,,16,,,23.9,25,23.9,41,23.8,58,23.7,66,91,,,,,011119999911191991111111119999
41910,2009-01-08T20:45:00Z,24.5150,126.6160,,0,,,,,,,,,,,,,,,,,,,,,,,,,014497999999999999999999999999
41910,2009-01-08T21:00:00Z,24.5260,126.6370,,0,-1.8,-12.7,-0.05,-0.36,,,,211,15,0.039,0.152,,,,,,,,,,,,,,011197111199911119999999999999
41910,2009-01-08T23:00:00Z,24.5260,126.6370,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41910,2009-01-08T23:15:00Z,24.5260,126.6370,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41910,2009-01-08T23:30:00Z,24.5260,126.6370,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41910,2009-01-08T23:45:00Z,24.5260,126.6370,23.7,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
