PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),TEMP LEVEL1 (degree_Celsius),DEPH LEVEL1 (meter),TEMP LEVEL2 (degree_Celsius),DEPH LEVEL2 (meter),TEMP LEVEL3 (degree_Celsius),DEPH LEVEL3 (meter),TEMP LEVEL4 (degree_Celsius),DEPH LEVEL4 (meter),TEMP LEVEL5 (degree_Celsius),DEPH LEVEL5 (meter),TEMP LEVEL6 (degree_Celsius),DEPH LEVEL6 (meter),TEMP LEVEL7 (degree_Celsius),DEPH LEVEL7 (meter),TEMP LEVEL8 (degree_Celsius),DEPH LEVEL8 (meter),TEMP LEVEL9 (degree_Celsius),DEPH LEVEL9 (meter),TEMP LEVEL10 (degree_Celsius),DEPH LEVEL10 (meter),TEMP LEVEL11 (degree_Celsius),DEPH LEVEL11 (meter),TEMP LEVEL12 (degree_Celsius),DEPH LEVEL12 (meter),TEMP LEVEL13 (degree_Celsius),DEPH LEVEL13 (meter),TEMP LEVEL14 (degree_Celsius),DEPH LEVEL14 (meter),TEMP LEVEL15 (degree_Celsius),DEPH LEVEL15 (meter),TEMP LEVEL16 (degree_Celsius),DEPH LEVEL16 (meter),QC
41921,2009-01-07T19:34:00Z,24.6780,123.9510,,,24.6,14,24.7,29,23.3,36,24.7,43,24.7,56,24.1,59,24.6,69,24.5,82,,,,,,,,,,,,,,,,,01119911111111111111119999999999999999
41921,2009-01-07T19:49:00Z,24.6780,123.9510,24.6,,24.6,0,24.6,14,24.7,29,23.3,36,24.7,43,24.7,56,24.1,59,24.6,69,24.5,82,,,,,,,,,,,,,,,01111911111111111111111199999999999999
41921,2009-01-07T20:20:00Z,24.6780,123.9510,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01119799999999999999999999999999999999
41921,2009-01-07T20:35:00Z,24.6780,123.9510,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01119799999999999999999999999999999999
41921,2009-01-07T20:50:00Z,24.6780,123.9510,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01119799999999999999999999999999999999
41921,2009-01-07T21:05:00Z,24.6780,123.9510,24.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01111799999999999999999999999999999999
41921,2009-01-07T21:20:00Z,24.6780,123.9510,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01119799999999999999999999999999999999
41921,2009-01-07T21:35:00Z,24.6780,123.9510,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01119799999999999999999999999999999999
41921,2009-01-07T22:05:00Z,24.6780,123.9510,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01119799999999999999999999999999999999
41921,2009-01-07T23:20:00Z,24.6780,123.9510,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01119799999999999999999999999999999999
41921,2009-01-08T00:19:00Z,24.6780,123.9510,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01119799999999999999999999999999999999
41921,2009-01-08T00:34:00Z,24.7300,123.9870,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01449799999999999999999999999999999999
41921,2009-01-08T00:49:00Z,24.7300,123.9870,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01119799999999999999999999999999999999
41921,2009-01-08T01:04:00Z,24.7300,123.9870,24.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01111799999999999999999999999999999999
41921,2009-01-08T01:20:00Z,24.6780,123.9510,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01449799999999999999999999999999999999
41921,2009-01-08T01:35:00Z,24.6780,123.9510,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01119799999999999999999999999999999999
41921,2009-01-08T01:50:00Z,24.6780,123.9510,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01119799999999999999999999999999999999
41921,2009-01-08T02:05:00Z,24.6780,123.9510,24.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01111799999999999999999999999999999999
41921,2009-01-08T03:20:00Z,24.7470,123.9960,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01449799999999999999999999999999999999
41921,2009-01-08T03:34:00Z,24.7300,123.9870,,,24.6,15,24.6,30,15.3,39,24.6,45,24.5,59,24.2,63,24.4,73,24.4,87,,,,,,,,,,,,,,,,,01449911112111111111119999999999999999
41921,2009-01-08T03:35:00Z,24.7470,123.9960,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01449799999999999999999999999999999999
41921,2009-01-08T03:49:00Z,24.7300,123.9870,,,24.6,15,24.6,30,12.2,39,24.6,45,24.5,59,24.2,63,24.4,73,24.4,87,,,,,,,,,,,,,,,,,01449911112111111111119999999999999999
41921,2009-01-08T03:50:00Z,24.7470,123.9960,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01449799999999999999999999999999999999
41921,2009-01-08T04:04:00Z,24.7300,123.9870,24.6,,24.6,0,24.6,15,24.6,30,10.7,39,24.6,45,24.5,59,24.1,63,24.4,73,24.4,87,,,,,,,,,,,,,,,01441911111121111111111199999999999999
41921,2009-01-08T04:05:00Z,24.7300,123.9870,32.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01111799999999999999999999999999999999
41921,2009-01-08T04:20:00Z,24.7470,123.9960,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01449799999999999999999999999999999999
41921,2009-01-08T07:19:00Z,24.7470,123.9960,,,24.5,15,24.6,30,23.3,39,24.5,45,24.5,60,24.1,64,24.4,73,24.4,88,,,,,,,,,,,,,,,,,01119911111111111111119999999999999999
41921,2009-01-08T07:20:00Z,24.7510,124.0240,,,24.5,15,24.6,30,23.3,39,24.5,45,24.5,60,24.1,64,24.4,73,24.4,88,,,,,,,,,,,,,,,,,01449911111111111111119999999999999999
41921,2009-01-08T07:34:00Z,24.7470,123.9960,,,24.5,15,24.6,30,23.4,39,24.5,45,24.5,60,24.1,64,24.4,73,24.4,88,,,,,,,,,,,,,,,,,01449911111111111111119999999999999999
41921,2009-01-08T07:35:00Z,24.7510,124.0240,,,24.5,15,24.6,30,23.4,39,24.5,45,24.5,60,24.1,64,24.4,73,24.4,88,,,,,,,,,,,,,,,,,01449911111111111111119999999999999999
41921,2009-01-08T07:49:00Z,24.7470,123.9960,24.5,,24.5,0,24.5,15,24.6,30,23.4,39,24.5,45,24.5,60,24.1,64,24.4,73,24.4,88,,,,,,,,,,,,,,,01441911111111111111111199999999999999
41921,2009-01-08T07:50:00Z,24.7510,124.0240,24.5,,24.5,0,24.5,15,24.6,30,23.4,39,24.5,45,24.5,60,24.1,64,24.4,73,24.4,88,,,,,,,,,,,,,,,01441911111111111111111199999999999999
41921,2009-01-08T08:04:00Z,24.7510,124.0240,24.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01111799999999999999999999999999999999
41921,2009-01-08T08:05:00Z,24.7510,124.0240,,,24.5,15,24.6,30,23.4,39,24.5,45,24.5,59,24.1,63,24.4,73,24.5,87,,,,,,,,,,,,,,,,,01119911111111111111119999999999999999
41921,2009-01-08T08:20:00Z,24.7510,124.0240,,,24.5,15,24.6,30,23.4,39,24.5,45,24.5,59,24.1,63,24.4,73,24.5,87,,,,,,,,,,,,,,,,,01119911111111111111119999999999999999
41921,2009-01-08T08:35:00Z,24.7510,124.0240,24.5,,24.5,0,24.5,15,24.6,30,23.4,39,24.5,45,24.5,59,24.1,63,24.4,73,24.5,87,,,,,,,,,,,,,,,01111911111111111111111199999999999999
41921,2009-01-08T11:19:00Z,24.7520,124.0230,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01119799999999999999999999999999999999
41921,2009-01-08T11:34:00Z,24.7520,124.0230,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01119799999999999999999999999999999999
41921,2009-01-08T11:49:00Z,24.7520,124.0230,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01119799999999999999999999999999999999
41921,2009-01-08T12:04:00Z,24.7520,124.0230,24.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01111799999999999999999999999999999999
41921,2009-01-08T12:19:00Z,24.7520,124.0230,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01119799999999999999999999999999999999
41921,2009-01-08T12:34:00Z,24.7520,124.0230,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01119799999999999999999999999999999999
41921,2009-01-08T12:49:00Z,24.7520,124.0230,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01119799999999999999999999999999999999
41921,2009-01-08T13:04:00Z,24.7520,124.0230,24.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01111799999999999999999999999999999999
41921,2009-01-08T13:19:00Z,24.7520,124.0230,,,24.5,15,24.4,16,24.5,31,24,41,24.5,46,24.5,61,24.4,66,24.4,76,24.5,91,,,,,,,,,,,,,,,01119911111111111111111199999999999999
41921,2009-01-08T13:34:00Z,24.7520,124.0230,,,24.5,15,24.4,16,24.5,31,24,41,24.5,46,24.5,61,24.4,66,24.4,76,24.5,91,,,,,,,,,,,,,,,01119911111111111111111199999999999999
41921,2009-01-08T13:49:00Z,24.7520,124.0230,24.5,,24.5,0,24.5,15,24.4,16,24.5,31,24,41,24.5,46,24.5,61,24.4,66,24.4,76,24.5,91,,,,,,,,,,,,,01111911111111111111111111999999999999
41921,2009-01-08T15:12:00Z,24.7520,124.0230,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01119799999999999999999999999999999999
41921,2009-01-08T15:20:00Z,24.7520,124.0230,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01119799999999999999999999999999999999
41921,2009-01-08T15:35:00Z,24.7520,124.0230,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01119799999999999999999999999999999999
41921,2009-01-08T15:50:00Z,24.7520,124.0230,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01119799999999999999999999999999999999
41921,2009-01-08T16:05:00Z,24.7520,124.0230,24.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01111799999999999999999999999999999999
41921,2009-01-08T18:19:00Z,24.7520,124.0230,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01119799999999999999999999999999999999
41921,2009-01-08T18:35:00Z,24.7520,124.0230,,,24.4,15,23.7,16,24.4,31,22.4,40,24.4,46,24.4,61,24,65,24.3,75,24.4,90,,,,,,,,,,,,,,,01119911111111111111111199999999999999
41921,2009-01-08T18:50:00Z,24.7520,124.0230,,,24.4,15,23.7,16,24.4,31,22.3,40,24.4,46,24.4,61,24,65,24.3,75,24.4,90,,,,,,,,,,,,,,,01119911111111111111111199999999999999
41921,2009-01-08T19:05:00Z,24.7520,124.0230,24.4,,24.4,0,24.4,15,23.8,16,24.4,31,22.4,40,24.4,46,24.4,61,24.1,65,24.3,75,24.4,90,,,,,,,,,,,,,01111911111111111111111111999999999999
41921,2009-01-08T19:20:00Z,24.7520,124.0230,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01119799999999999999999999999999999999
41921,2009-01-08T19:35:00Z,24.7520,124.0230,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01119799999999999999999999999999999999
41921,2009-01-08T19:50:00Z,24.7520,124.0230,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01119799999999999999999999999999999999
41921,2009-01-08T20:04:00Z,24.7750,124.0660,,,24.4,15,24.3,16,24.4,31,22.9,40,24.4,46,24.4,61,24.3,65,24.3,75,24.4,90,,,,,,,,,,,,,,,01449911111111111111111199999999999999
41921,2009-01-08T20:05:00Z,24.7520,124.0230,24.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01441799999999999999999999999999999999
41921,2009-01-08T20:19:00Z,24.7750,124.0660,,,24.4,15,24.4,16,24.4,31,23.1,40,24.4,46,24.4,61,24.3,65,24.3,75,24.4,90,,,,,,,,,,,,,,,01449911111111111111111199999999999999
41921,2009-01-08T20:20:00Z,24.7750,124.0660,,,24.4,15,24.4,16,24.4,31,23.1,40,24.4,46,24.4,61,24.3,65,24.3,75,24.4,90,,,,,,,,,,,,,,,01119911111111111111111199999999999999
41921,2009-01-08T20:34:00Z,24.7750,124.0660,24.4,,24.4,0,24.4,15,24.4,16,24.4,31,23.4,40,24.4,46,24.4,61,24.3,65,24.3,75,24.4,90,,,,,,,,,,,,,01111911111111111111111111999999999999
41921,2009-01-08T20:35:00Z,24.7750,124.0660,24.4,,24.4,0,24.4,15,24.4,16,24.4,31,23.4,40,24.4,46,24.4,61,24.3,65,24.3,75,24.4,90,,,,,,,,,,,,,01111911111111111111111111999999999999
41921,2009-01-08T20:50:00Z,24.7750,124.0660,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01119799999999999999999999999999999999
41921,2009-01-08T21:05:00Z,24.7750,124.0660,24.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01111799999999999999999999999999999999
41921,2009-01-08T21:19:00Z,24.7750,124.0660,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01119799999999999999999999999999999999
41921,2009-01-08T23:19:00Z,24.7750,124.0660,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01119799999999999999999999999999999999
41921,2009-01-08T23:34:00Z,24.7750,124.0660,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01119799999999999999999999999999999999
41921,2009-01-08T23:49:00Z,24.7750,124.0660,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01119799999999999999999999999999999999
