PLATFORM,ARGOS_ID,DATE (YYYY-MM-DDTHH:MI:SSZ),LATITUDE (degree_north),LONGITUDE (degree_east),PRES (decibar),TEMP (degree_Celsius),PSAL (psu),PRES_ADJUSTED (decibar),TEMP_ADJUSTED (degree_Celsius),PSAL_ADJUSTED (psu),QC,STATION_NUMBER,PARAMETER,PREDEPLOYMENT_CALIB_EQUATION,PREDEPLOYMENT_CALIB_COEFFICIENT,PREDEPLOYMENT_CALIB_COMMENT,STATION_PARAMETERS,CALIBRATION_DATE,VERTICAL_SAMPLING_SCHEME,CONFIG_MISSION_NUMBER,PROFILE_NUMBER,DATA_MODE
2900430,29761,2009-01-03T01:17:39Z,23.0520,127.6430,9.1,,,9.1,,,00111199199,A0_01864_006,PRES,none,none,Pressures(PRES) are adjusted by using SURFACE PRESSURE(SP) values,PRES,06/04/2015 11:29:00,Primary sampling: discrete [],1,1,D
2900430,29761,2009-01-03T01:17:39Z,23.0520,127.6430,18.9,24,34.523,18.9,24,34.523,00111111111,A0_01864_006,PRES,none,none,Pressures(PRES) are adjusted by using SURFACE PRESSURE(SP) values,PRES,06/04/2015 11:29:00,Primary sampling: discrete [],1,1,D
2900430,29761,2009-01-03T01:17:39Z,23.0520,127.6430,29,24,34.524,29,24,34.524,00111111111,A0_01864_006,PRES,none,none,Pressures(PRES) are adjusted by using SURFACE PRESSURE(SP) values,PRES,06/04/2015 11:29:00,Primary sampling: discrete [],1,1,D
2900430,29761,2009-01-03T01:17:39Z,23.0520,127.6430,39.3,24.003,34.523,39.3,24.003,34.523,00111111111,A0_01864_006,PRES,none,none,Pressures(PRES) are adjusted by using SURFACE PRESSURE(SP) values,PRES,06/04/2015 11:29:00,Primary sampling: discrete [],1,1,D
2900430,29761,2009-01-03T01:17:39Z,23.0520,127.6430,48.8,24.004,34.524,48.8,24.004,34.524,00111111111,A0_01864_006,PRES,none,none,Pressures(PRES) are adjusted by using SURFACE PRESSURE(SP) values,PRES,06/04/2015 11:29:00,Primary sampling: discrete [],1,1,D
2900430,29761,2009-01-03T01:17:39Z,23.0520,127.6430,59,24.007,34.524,59,24.007,34.524,00111111111,A0_01864_006,PRES,none,none,Pressures(PRES) are adjusted by using SURFACE PRESSURE(SP) values,PRES,06/04/2015 11:29:00,Primary sampling: discrete [],1,1,D
2900430,29761,2009-01-03T01:17:39Z,23.0520,127.6430,69.4,24.007,34.524,69.4,24.007,34.524,00111111111,A0_01864_006,PRES,none,none,Pressures(PRES) are adjusted by using SURFACE PRESSURE(SP) values,PRES,06/04/2015 11:29:00,Primary sampling: discrete [],1,1,D
2900430,29761,2009-01-03T01:17:39Z,23.0520,127.6430,79.2,24.008,34.523,79.2,24.008,34.523,00111111111,A0_01864_006,PRES,none,none,Pressures(PRES) are adjusted by using SURFACE PRESSURE(SP) values,PRES,06/04/2015 11:29:00,Primary sampling: discrete [],1,1,D
2900430,29761,2009-01-03T01:17:39Z,23.0520,127.6430,89,24.013,34.524,89,24.013,34.524,00111111111,A0_01864_006,PRES,none,none,Pressures(PRES) are adjusted by using SURFACE PRESSURE(SP) values,PRES,06/04/2015 11:29:00,Primary sampling: discrete [],1,1,D
2900430,29761,2009-01-03T01:17:39Z,23.0520,127.6430,99.4,24.013,34.524,99.4,24.013,34.524,00111111111,A0_01864_006,PRES,none,none,Pressures(PRES) are adjusted by using SURFACE PRESSURE(SP) values,PRES,06/04/2015 11:29:00,Primary sampling: discrete [],1,1,D
2900430,29761,2009-01-03T01:17:39Z,23.0520,127.6430,109.5,24.013,34.523,109.5,24.013,34.523,00111111111,A0_01864_006,PRES,none,none,Pressures(PRES) are adjusted by using SURFACE PRESSURE(SP) values,PRES,06/04/2015 11:29:00,Primary sampling: discrete [],1,1,D
2900430,29761,2009-01-03T01:17:39Z,23.0520,127.6430,119.6,24.019,34.52,119.6,24.019,34.52,00111111111,A0_01864_006,PRES,none,none,Pressures(PRES) are adjusted by using SURFACE PRESSURE(SP) values,PRES,06/04/2015 11:29:00,Primary sampling: discrete [],1,1,D
