PLATFORM,ARGOS_ID,DATE (YYYY-MM-DDTHH:MI:SSZ),LATITUDE (degree_north),LONGITUDE (degree_east),PRES (decibar),TEMP (degree_Celsius),PSAL (psu),PRES_ADJUSTED (decibar),TEMP_ADJUSTED (degree_Celsius),PSAL_ADJUSTED (psu),QC,STATION_NUMBER,PARAMETER,PREDEPLOYMENT_CALIB_EQUATION,PREDEPLOYMENT_CALIB_COEFFICIENT,PREDEPLOYMENT_CALIB_COMMENT,STATION_PARAMETERS,CALIBRATION_DATE,VERTICAL_SAMPLING_SCHEME,CONFIG_MISSION_NUMBER,PROFILE_NUMBER
2900823,52871,2009-01-03T01:14:16Z,20.6940,118.1060,39.4,25.167,,39,25.167,,00111119119,3008,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.40 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,25/05/2017 19:17:58,Bounce sampling: discrete [],1,2
2900823,52871,2009-01-03T01:14:16Z,20.6940,118.1060,44.6,25.169,,44.2,25.169,,00111119119,3008,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.40 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,25/05/2017 19:17:58,Bounce sampling: discrete [],1,2
2900823,52871,2009-01-03T01:14:16Z,20.6940,118.1060,49.8,25.169,,49.4,25.169,,00111119119,3008,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.40 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,25/05/2017 19:17:58,Bounce sampling: discrete [],1,2
2900823,52871,2009-01-03T01:14:16Z,20.6940,118.1060,54.7,25.164,,54.3,25.164,,00111119119,3008,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.40 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,25/05/2017 19:17:58,Bounce sampling: discrete [],1,2
2900823,52871,2009-01-03T01:14:16Z,20.6940,118.1060,59.9,24.773,,59.5,24.773,,00111119119,3008,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.40 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,25/05/2017 19:17:58,Bounce sampling: discrete [],1,2
2900823,52871,2009-01-03T01:14:16Z,20.6940,118.1060,64.8,24.531,,64.4,24.531,,00111119119,3008,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.40 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,25/05/2017 19:17:58,Bounce sampling: discrete [],1,2
2900823,52871,2009-01-03T01:14:16Z,20.6940,118.1060,69.6,24.452,,69.2,24.452,,00111119119,3008,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.40 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,25/05/2017 19:17:58,Bounce sampling: discrete [],1,2
2900823,52871,2009-01-03T01:14:16Z,20.6940,118.1060,74.8,24.358,,74.4,24.358,,00111119119,3008,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.40 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,25/05/2017 19:17:58,Bounce sampling: discrete [],1,2
2900823,52871,2009-01-03T01:14:16Z,20.6940,118.1060,79.5,24.316,,79.1,24.316,,00111119119,3008,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.40 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,25/05/2017 19:17:58,Bounce sampling: discrete [],1,2
2900823,52871,2009-01-03T01:14:16Z,20.6940,118.1060,84.7,24.251,,84.3,24.251,,00111119119,3008,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.40 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,25/05/2017 19:17:58,Bounce sampling: discrete [],1,2
2900823,52871,2009-01-03T01:14:16Z,20.6940,118.1060,89.7,24.243,,89.3,24.243,,00111119119,3008,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.40 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,25/05/2017 19:17:58,Bounce sampling: discrete [],1,2
2900823,52871,2009-01-03T01:14:16Z,20.6940,118.1060,94.6,24.14,,94.2,24.14,,00111119119,3008,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.40 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,25/05/2017 19:17:58,Bounce sampling: discrete [],1,2
2900823,52871,2009-01-03T01:14:16Z,20.6940,118.1060,99.9,23.979,,99.5,23.979,,00111119119,3008,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.40 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,25/05/2017 19:17:58,Bounce sampling: discrete [],1,2
2900823,52871,2009-01-03T01:14:16Z,20.6940,118.1060,104.8,23.213,,104.4,23.213,,00111119119,3008,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.40 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,25/05/2017 19:17:58,Bounce sampling: discrete [],1,2
2900823,52871,2009-01-03T01:14:16Z,20.6940,118.1060,829.4,10.996,,829,10.996,,00111119119,3008,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.40 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,25/05/2017 19:17:58,Bounce sampling: discrete [],1,2
2900823,52871,2009-01-03T01:14:16Z,20.6940,118.1060,89.5,25.129,,89.1,25.129,,00111119119,3008,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.40 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,25/05/2017 19:17:58,Bounce sampling: discrete [],1,7
2900823,52871,2009-01-03T01:14:16Z,20.6940,118.1060,94.5,25.122,,94.1,25.122,,00111119119,3008,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.40 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,25/05/2017 19:17:58,Bounce sampling: discrete [],1,7
2900823,52871,2009-01-03T01:14:16Z,20.6940,118.1060,99.6,24.525,,99.2,24.525,,00111119119,3008,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.40 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,25/05/2017 19:17:58,Bounce sampling: discrete [],1,7
2900823,52871,2009-01-03T01:14:16Z,20.6940,118.1060,104.5,24.427,,104.1,24.427,,00111119119,3008,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.40 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,25/05/2017 19:17:58,Bounce sampling: discrete [],1,7
2900823,52871,2009-01-03T01:14:16Z,20.6940,118.1060,109.5,24.362,,109.1,24.362,,00111119119,3008,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.40 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,25/05/2017 19:17:58,Bounce sampling: discrete [],1,7
2900823,52871,2009-01-03T01:14:16Z,20.6940,118.1060,119.9,23.805,,119.5,23.805,,00111119119,3008,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.40 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,25/05/2017 19:17:58,Bounce sampling: discrete [],1,7
2900823,52871,2009-01-03T01:14:16Z,20.6940,118.1060,129.7,22.567,,129.3,22.567,,00111119119,3008,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.40 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,25/05/2017 19:17:58,Bounce sampling: discrete [],1,7
2900823,52871,2009-01-03T01:14:16Z,20.6940,118.1060,139.5,20.338,,139.1,20.338,,00111119119,3008,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.40 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,25/05/2017 19:17:58,Bounce sampling: discrete [],1,7
2900823,52871,2009-01-03T01:14:16Z,20.6940,118.1060,,0,,,0,,00111919919,3008,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.40 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,25/05/2017 19:17:58,Bounce sampling: discrete [],1,7
2900823,52871,2009-01-03T01:14:16Z,20.6940,118.1060,,0,,,0,,00111919919,3008,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.40 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,25/05/2017 19:17:58,Bounce sampling: discrete [],1,7
2900823,52871,2009-01-03T01:14:16Z,20.6940,118.1060,,0,,,0,,00111919919,3008,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.40 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,25/05/2017 19:17:58,Bounce sampling: discrete [],1,7
2900823,52871,2009-01-03T01:14:16Z,20.6940,118.1060,,0,,,0,,00111919919,3008,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.40 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,25/05/2017 19:17:58,Bounce sampling: discrete [],1,7
2900823,52871,2009-01-03T01:14:16Z,20.6940,118.1060,,0,,,0,,00111919919,3008,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.40 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,25/05/2017 19:17:58,Bounce sampling: discrete [],1,7
2900823,52871,2009-01-03T01:14:16Z,20.6940,118.1060,,0,,,0,,00111919919,3008,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.40 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,25/05/2017 19:17:58,Bounce sampling: discrete [],1,7
2900823,52871,2009-01-03T01:14:16Z,20.6940,118.1060,,0,,,0,,00111919919,3008,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.40 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,25/05/2017 19:17:58,Bounce sampling: discrete [],1,7
2900823,52871,2009-01-03T01:14:16Z,20.6940,118.1060,,0.768,,,0.768,,00111919919,3008,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.40 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,25/05/2017 19:17:58,Bounce sampling: discrete [],1,7
2900823,52871,2009-01-03T01:14:16Z,20.6940,118.1060,,0.897,,,0.897,,00111919919,3008,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.40 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,25/05/2017 19:17:58,Bounce sampling: discrete [],1,7
2900823,52871,2009-01-03T01:14:16Z,20.6940,118.1060,,0.945,,,0.945,,00111919919,3008,PRES,PRES_ADJUSTED = PRES - surface_pressure,surface_pressure=0.40 dbar,Pressure adjusted at real time based on most recent valid surface pressure,PRES,25/05/2017 19:17:58,Bounce sampling: discrete [],1,7
