PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),WSPE_MODEL LEVEL0 (meter/second),WSPN_MODEL LEVEL0 (meter/second),WSTE_MODEL LEVEL0 (newton/m2),WSTN_MODEL LEVEL0 (newton/m2),CURRENT_TEST LEVEL2 (none),DEPH LEVEL2 (meter),EWCT LEVEL2 (meter/second),NSCT LEVEL2 (meter/second),QC
22929,2009-01-03T00:19:00Z,25.1300,125.6910,23.2,0,,,,,,,,,01111799999999
22929,2009-01-03T01:16:00Z,25.1300,125.6910,23.3,0,,,,,,,,,01111799999999
22929,2009-01-03T01:58:00Z,25.1060,125.6630,23.2,0,,,,,,,,,01441799999999
22929,2009-01-03T03:22:00Z,25.1060,125.6630,23.2,0,,,,,,,,,01111799999999
22929,2009-01-03T05:03:00Z,25.1060,125.6630,23.2,0,,,,,,,,,01111799999999
22929,2009-01-03T07:24:00Z,25.1060,125.6630,,0,,,,,,,,,01119799999999
22929,2009-01-03T07:49:00Z,25.1030,125.6470,23.2,0,,,,,,,,,01111799999999
22929,2009-01-03T09:01:00Z,25.1040,125.6410,23.2,0,,,,,,,,,01111799999999
22929,2009-01-03T09:23:00Z,25.1040,125.6420,23.2,0,,,,,,,,,01111799999999
22929,2009-01-03T09:28:00Z,25.0990,125.6490,23.2,0,,,,,,,,,01441799999999
22929,2009-01-03T13:11:00Z,25.1060,125.6380,23.2,0,,,,,,,,,01111799999999
22929,2009-01-03T14:15:00Z,25.0990,125.6490,23.2,0,,,,,,,,,01111799999999
22929,2009-01-03T17:38:00Z,25.1060,125.6380,23.2,0,,,,,,,,,01111799999999
22929,2009-01-03T19:43:00Z,25.1060,125.6380,23.2,0,,,,,,,,,01111799999999
22929,2009-01-03T19:46:00Z,25.1020,125.6310,23.2,0,,,,,,,,,01441799999999
22929,2009-01-03T21:22:00Z,25.1020,125.6310,23.2,0,,,,,,,,,01111799999999
22929,2009-01-03T23:57:00Z,25.0980,125.6180,23.2,0,,,,,,,,,01111799999999
22929,2009-01-04T00:00:00Z,25.0980,125.6170,,0,-6.1,0.5,-0.05,-0.01,211,15,-0.198,0.023,01119711111111
22929,2009-01-04T00:58:00Z,25.1020,125.6310,23.3,0,,,,,,,,,01111799999999
22929,2009-01-04T01:41:00Z,25.0980,125.6180,23.3,0,,,,,,,,,01111799999999
22929,2009-01-04T03:00:00Z,25.1050,125.5860,,0,-5.2,-0.3,-0.04,0,211,15,-0.262,0.101,01119711111111
22929,2009-01-04T04:57:00Z,25.1120,125.5670,23.3,0,,,,,,,,,01111799999999
22929,2009-01-04T06:00:00Z,25.1180,125.5610,,0,-5,-0.2,-0.04,-0.01,211,15,-0.161,0.16,01119711111111
22929,2009-01-04T06:53:00Z,25.1120,125.5680,23.3,0,,,,,,,,,01111799999999
22929,2009-01-04T07:35:00Z,25.1120,125.5680,23.3,0,,,,,,,,,01111799999999
22929,2009-01-04T07:39:00Z,25.1270,125.5540,,0,,,,,,,,,01449799999999
22929,2009-01-04T08:38:00Z,25.1270,125.5540,23.3,0,,,,,,,,,01111799999999
22929,2009-01-04T09:00:00Z,25.1360,125.5520,,0,-5.4,-1.8,-0.05,-0.02,211,15,-0.193,0.163,01119711111111
22929,2009-01-04T09:20:00Z,25.1370,125.5510,23.4,0,,,,,,,,,01111799999999
22929,2009-01-04T11:07:00Z,25.1500,125.5190,23.2,0,,,,,,,,,01111799999999
22929,2009-01-04T12:00:00Z,25.1490,125.5200,,0,-6.8,1.1,-0.06,-0.01,211,15,-0.126,0.207,01119711111111
22929,2009-01-04T12:07:00Z,25.1370,125.5510,,0,,,,,,,,,01119799999999
22929,2009-01-04T12:45:00Z,25.1500,125.5190,23.2,0,,,,,,,,,01441799999999
22929,2009-01-04T12:51:00Z,25.1550,125.5170,23.2,0,,,,,,,,,01441799999999
22929,2009-01-04T13:50:00Z,25.1500,125.5190,23.2,0,,,,,,,,,01111799999999
22929,2009-01-04T13:53:00Z,25.1670,125.5260,,0,,,,,,,,,01449799999999
22929,2009-01-04T15:00:00Z,25.1760,125.5250,,0,-6.3,1.8,-0.07,0.02,211,15,-0.048,0.201,01119711111111
22929,2009-01-04T15:44:00Z,25.1670,125.5260,23.2,0,,,,,,,,,01111799999999
22929,2009-01-04T17:27:00Z,25.1670,125.5260,23.2,0,,,,,,,,,01111799999999
22929,2009-01-04T17:31:00Z,25.1870,125.5120,23.2,0,,,,,,,,,01441799999999
22929,2009-01-04T18:00:00Z,25.1880,125.5090,,0,-5.2,0.7,-0.05,0.01,211,15,-0.166,0.08,01119711111111
22929,2009-01-04T19:20:00Z,25.1870,125.5120,23.2,0,,,,,,,,,01111799999999
22929,2009-01-04T20:09:00Z,25.1870,125.5120,23.1,0,,,,,,,,,01111799999999
22929,2009-01-04T20:59:00Z,25.1870,125.5120,23.5,0,,,,,,,,,01111799999999
22929,2009-01-04T21:00:00Z,25.1910,125.4890,,0,-5.1,-1.3,-0.04,-0.01,211,15,-0.235,-0.004,01119711111111
22929,2009-01-04T21:04:00Z,25.1920,125.4940,,0,,,,,,,,,01449799999999
22929,2009-01-04T21:50:00Z,25.1910,125.4830,23.2,0,,,,,,,,,01111799999999
22929,2009-01-04T23:34:00Z,25.1910,125.4830,23.3,0,,,,,,,,,01111799999999
22929,2009-01-05T00:00:00Z,25.1880,125.4590,,0,-6,-2.5,-0.07,-0.03,211,15,-0.27,-0.036,01119711111111
22929,2009-01-05T00:33:00Z,25.1910,125.4830,23.3,0,,,,,,,,,01111799999999
22929,2009-01-05T01:15:00Z,25.1910,125.4830,23.4,0,,,,,,,,,01111799999999
22929,2009-01-05T01:19:00Z,25.1860,125.4460,23.4,0,,,,,,,,,01441799999999
22929,2009-01-05T02:56:00Z,25.1850,125.4320,23.5,0,,,,,,,,,01111799999999
22929,2009-01-05T03:00:00Z,25.1840,125.4310,,0,-7.1,-2.3,-0.09,-0.03,211,15,-0.23,-0.129,01119711111111
22929,2009-01-05T04:49:00Z,25.1860,125.4460,23.4,0,,,,,,,,,01111799999999
22929,2009-01-05T06:00:00Z,25.1630,125.4090,,0,-7.8,-2.2,-0.09,-0.04,211,15,-0.244,-0.197,01119711111111
22929,2009-01-05T07:27:00Z,25.1710,125.4200,23.3,0,,,,,,,,,01111799999999
22929,2009-01-05T08:16:00Z,25.1710,125.4200,23.4,0,,,,,,,,,01111799999999
22929,2009-01-05T09:00:00Z,25.1460,125.3790,,0,-7.3,-4.4,-0.12,-0.07,211,15,-0.31,-0.157,01119711111111
22929,2009-01-05T12:00:00Z,25.1320,125.3430,,0,-7.8,-5.9,-0.16,-0.09,211,15,-0.324,-0.153,01119711111111
22929,2009-01-05T12:32:00Z,25.1300,125.3370,23.4,0,,,,,,,,,01111799999999
22929,2009-01-05T13:23:00Z,25.1710,125.4200,,0,,,,,,,,,01449799999999
22929,2009-01-05T15:00:00Z,25.1170,125.3090,,0,-9.2,-3.7,-0.16,-0.07,211,15,-0.399,-0.157,01119711111111
22929,2009-01-05T17:17:00Z,25.1300,125.3370,23.3,0,,,,,,,,,01111799999999
22929,2009-01-05T18:00:00Z,25.1020,125.2570,,0,-8.6,-2.4,-0.16,-0.04,211,15,-0.57,-0.145,01119711111111
22929,2009-01-05T18:57:00Z,25.1050,125.2760,23.5,0,,,,,,,,,01111799999999
22929,2009-01-05T19:57:00Z,25.0990,125.1940,23.5,0,,,,,,,,,01441799999999
22929,2009-01-05T20:36:00Z,25.1000,125.1930,23.3,0,,,,,,,,,01111799999999
22929,2009-01-05T21:00:00Z,25.0880,125.1870,,0,-8.8,-1.4,-0.15,-0.03,211,15,-0.348,-0.129,01119711111111
22929,2009-01-05T21:33:00Z,25.0990,125.1940,,0,,,,,,,,,01119799999999
22929,2009-01-05T21:38:00Z,25.0860,125.1790,23.3,0,,,,,,,,,01441799999999
22929,2009-01-06T00:00:00Z,25.0770,125.1820,,0,-9.6,-0.1,-0.16,-0.01,211,15,-0.127,-0.131,01119711111111
22929,2009-01-06T00:10:00Z,25.0860,125.1790,23.3,0,,,,,,,,,01111799999999
22929,2009-01-06T00:13:00Z,25.0760,125.1830,23.3,0,,,,,,,,,01441799999999
22929,2009-01-06T00:59:00Z,25.0760,125.1830,23.3,0,,,,,,,,,01111799999999
22929,2009-01-06T02:35:00Z,25.0760,125.1830,23.2,0,,,,,,,,,01111799999999
22929,2009-01-06T03:00:00Z,25.0630,125.1600,,0,-8.7,0.3,-0.15,0.01,211,15,-0.306,-0.152,01119711111111
22929,2009-01-06T06:00:00Z,25.0470,125.1170,,0,-9,2.2,-0.13,0.03,211,15,-0.423,-0.168,01119711111111
22929,2009-01-06T06:17:00Z,25.0760,125.1830,23.5,0,,,,,,,,,01111799999999
