PLATFORM,ARGOS_ID,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),QC
2900814,49681,2009-01-03T01:54:56Z,23.8480,127.4300,00111
2900814,49681,2009-01-03T05:03:56Z,23.8710,127.4500,00111
2900814,49681,2009-01-03T07:17:55Z,23.8800,127.4710,00111
2900814,49681,2009-01-03T07:43:55Z,23.8800,127.4750,00111
2900814,49681,2009-01-03T08:57:25Z,23.8810,127.4860,00111
2900814,49681,2009-01-03T09:24:10Z,23.8800,127.4850,00111
2900814,49681,2009-01-06T00:53:36Z,23.9750,127.5870,00111
2900814,49681,2009-01-06T01:49:21Z,23.9830,127.5940,00111
2900814,49681,2009-01-06T02:34:21Z,23.9800,127.5820,00111
2900814,49681,2009-01-06T04:32:51Z,23.9880,127.5820,00111
2900814,49681,2009-01-06T06:14:36Z,23.9880,127.5810,00111
2900814,49681,2009-01-06T07:45:06Z,24.0070,127.5860,00111
2900814,49681,2009-01-06T08:50:06Z,24.0120,127.5900,00111
2900814,49681,2009-01-06T09:25:21Z,24.0090,127.5940,00111
2900814,49681,2009-01-07T02:12:24Z,24.0600,127.6280,00111
2900814,49681,2009-01-07T04:22:39Z,24.0680,127.6240,00111
2900814,49681,2009-01-07T06:04:24Z,24.0800,127.6210,00111
2900814,49681,2009-01-07T06:57:24Z,24.0780,127.6290,00111
2900814,49681,2009-01-07T07:22:24Z,24.0880,127.6270,00111
2900814,49681,2009-01-07T08:38:09Z,24.0950,127.6350,00111
2900814,49681,2009-01-07T09:00:39Z,24.0970,127.6300,00111
