PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),WSPE_MODEL LEVEL0 (meter/second),WSPN_MODEL LEVEL0 (meter/second),WSTE_MODEL LEVEL0 (newton/m2),WSTN_MODEL LEVEL0 (newton/m2),CURRENT_TEST LEVEL2 (none),DEPH LEVEL2 (meter),EWCT LEVEL2 (meter/second),NSCT LEVEL2 (meter/second),QC
42553,2009-01-03T00:00:00Z,21.8320,126.9440,,0,,,,,,,,,01119799999999
42553,2009-01-03T00:10:00Z,21.8320,126.9440,,0,,,,,,,,,01119799999999
42553,2009-01-03T00:30:00Z,21.8320,126.9440,23.8,0,,,,,,,,,01111799999999
42553,2009-01-03T00:40:00Z,21.8320,126.9440,,0,,,,,,,,,01119799999999
42553,2009-01-03T01:00:00Z,21.8320,126.9440,,0,,,,,,,,,01119799999999
42553,2009-01-03T01:10:00Z,21.8320,126.9440,,0,,,,,,,,,01119799999999
42553,2009-01-03T01:30:00Z,21.8320,126.9440,23.8,0,,,,,,,,,01111799999999
42553,2009-01-03T01:40:00Z,21.8340,126.9410,,0,,,,,,,,,01119799999999
42553,2009-01-03T02:00:00Z,21.8340,126.9410,,0,,,,,,,,,01119799999999
42553,2009-01-03T02:10:00Z,21.8340,126.9410,,0,,,,,,,,,01119799999999
42553,2009-01-03T02:30:00Z,21.8340,126.9410,,0,,,,,,,,,01119799999999
42553,2009-01-03T03:40:00Z,21.8340,126.9410,,0,,,,,,,,,01119799999999
42553,2009-01-03T04:00:00Z,21.8340,126.9410,,0,,,,,,,,,01119799999999
42553,2009-01-03T04:10:00Z,21.8340,126.9410,,0,,,,,,,,,01119799999999
42553,2009-01-03T04:30:00Z,21.8340,126.9410,24,0,,,,,,,,,01111799999999
42553,2009-01-03T05:40:00Z,21.8400,126.9590,,0,,,,,,,,,01119799999999
42553,2009-01-03T05:50:00Z,21.8400,126.9590,,0,,,,,,,,,01119799999999
42553,2009-01-03T06:00:00Z,21.8400,126.9590,,0,,,,,,,,,01119799999999
42553,2009-01-03T06:10:00Z,21.8400,126.9590,,0,,,,,,,,,01119799999999
42553,2009-01-03T06:20:00Z,21.8380,126.9540,,0,,,,,,,,,01119799999999
42553,2009-01-03T06:30:00Z,21.8400,126.9590,24,0,,,,,,,,,01111799999999
42553,2009-01-03T06:40:00Z,21.8380,126.9540,,0,,,,,,,,,01119799999999
42553,2009-01-03T06:50:00Z,21.8380,126.9540,,0,,,,,,,,,01119799999999
42553,2009-01-03T07:00:00Z,21.8380,126.9540,,0,,,,,,,,,01119799999999
42553,2009-01-03T07:10:00Z,21.8380,126.9540,,0,,,,,,,,,01119799999999
42553,2009-01-03T07:20:00Z,21.8380,126.9540,,0,,,,,,,,,01119799999999
42553,2009-01-03T07:30:00Z,21.8380,126.9540,,0,,,,,,,,,01119799999999
42553,2009-01-03T07:40:00Z,21.8340,126.9520,,0,,,,,,,,,01119799999999
42553,2009-01-03T08:00:00Z,21.8340,126.9520,,0,,,,,,,,,01119799999999
42553,2009-01-03T08:10:00Z,21.8340,126.9520,,0,,,,,,,,,01119799999999
42553,2009-01-03T08:30:00Z,21.8340,126.9520,23.9,0,,,,,,,,,01111799999999
42553,2009-01-03T08:40:00Z,21.8290,126.9390,,0,,,,,,,,,01449799999999
42553,2009-01-03T09:00:00Z,21.8290,126.9390,,0,,,,,,,,,01119799999999
42553,2009-01-03T09:10:00Z,21.8290,126.9390,,0,,,,,,,,,01119799999999
42553,2009-01-03T09:30:00Z,21.8290,126.9390,23.9,0,,,,,,,,,01111799999999
42553,2009-01-03T09:40:00Z,21.8250,126.9380,,0,,,,,,,,,01119799999999
42553,2009-01-03T10:00:00Z,21.8250,126.9380,,0,,,,,,,,,01119799999999
42553,2009-01-03T10:10:00Z,21.8250,126.9380,,0,,,,,,,,,01119799999999
42553,2009-01-03T10:30:00Z,21.8250,126.9380,23.9,0,,,,,,,,,01111799999999
42553,2009-01-03T10:40:00Z,21.8250,126.9380,,0,,,,,,,,,01119799999999
42553,2009-01-03T11:00:00Z,21.8280,126.9070,,0,,,,,,,,,01449799999999
42553,2009-01-03T11:10:00Z,21.8280,126.9070,,0,,,,,,,,,01119799999999
42553,2009-01-03T11:30:00Z,21.8280,126.9070,23.9,0,,,,,,,,,01111799999999
42553,2009-01-03T11:40:00Z,21.8250,126.9380,,0,,,,,,,,,01449799999999
42553,2009-01-03T12:00:00Z,21.8250,126.9380,,0,,,,,,,,,01119799999999
42553,2009-01-03T12:10:00Z,21.8250,126.9380,,0,,,,,,,,,01119799999999
42553,2009-01-03T12:30:00Z,21.8250,126.9380,23.9,0,,,,,,,,,01111799999999
42553,2009-01-03T12:40:00Z,21.8280,126.9070,,0,,,,,,,,,01449799999999
42553,2009-01-03T13:00:00Z,21.8280,126.9070,,0,,,,,,,,,01119799999999
42553,2009-01-03T13:10:00Z,21.8280,126.9070,,0,,,,,,,,,01119799999999
42553,2009-01-03T13:30:00Z,21.8490,126.8940,23.9,0,,,,,,,,,01441799999999
42553,2009-01-03T14:40:00Z,21.8460,126.8920,,0,,,,,,,,,01119799999999
42553,2009-01-03T15:00:00Z,21.8460,126.8920,,0,,,,,,,,,01119799999999
42553,2009-01-03T15:10:00Z,21.8460,126.8920,,0,,,,,,,,,01119799999999
42553,2009-01-03T15:30:00Z,21.8460,126.8920,23.9,0,,,,,,,,,01111799999999
42553,2009-01-03T16:40:00Z,21.8460,126.8920,,0,,,,,,,,,01119799999999
42553,2009-01-03T17:00:00Z,21.8460,126.8920,,0,,,,,,,,,01119799999999
42553,2009-01-03T17:10:00Z,21.8460,126.8920,,0,,,,,,,,,01119799999999
42553,2009-01-03T17:30:00Z,21.8460,126.8920,24,0,,,,,,,,,01111799999999
42553,2009-01-03T18:40:00Z,21.8830,126.8670,,0,,,,,,,,,01119799999999
42553,2009-01-03T19:00:00Z,21.8830,126.8670,,0,,,,,,,,,01119799999999
42553,2009-01-03T19:10:00Z,21.8830,126.8670,,0,,,,,,,,,01119799999999
42553,2009-01-03T19:30:00Z,21.8830,126.8670,24,0,,,,,,,,,01111799999999
42553,2009-01-03T19:40:00Z,21.8970,126.8870,,0,,,,,,,,,01449799999999
42553,2009-01-03T20:00:00Z,21.8970,126.8870,,0,,,,,,,,,01119799999999
42553,2009-01-03T20:10:00Z,21.9040,126.8860,,0,,,,,,,,,01119799999999
42553,2009-01-03T20:30:00Z,21.9040,126.8860,24,0,,,,,,,,,01111799999999
