PLATFORM,DATE (YYYY-MM-DDTHH:MI:SSZ),LATITUDE (degree_north),LONGITUDE (degree_east),DEPH (meter),TEMP (degree_Celsius),QC,BATHY,BATHY_QC,STATION_GLOBAL_QC
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,584,7.6,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,586,7.5,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,588,7.5,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,590,7.4,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,592,7.4,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,594,7.4,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,596,7.3,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,598,7.3,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,600,7.2,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,602,7.2,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,604,7.2,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,606,7.2,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,608,7.1,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,610,7.1,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,612,7.1,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,614,7,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,616,7,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,618,6.9,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,620,6.9,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,622,6.9,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,624,6.8,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,626,6.8,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,628,6.8,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,630,6.7,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,632,6.7,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,634,6.7,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,636,6.7,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,638,6.6,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,640,6.6,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,642,6.6,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,644,6.5,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,646,6.5,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,648,6.5,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,650,6.5,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,652,6.5,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,654,6.4,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,656,6.4,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,658,6.4,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,660,6.3,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,662,6.3,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,664,6.3,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,666,6.2,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,668,6.2,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,670,6.2,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,672,6.2,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,674,6.2,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,676,6.2,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,678,6.1,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,680,6.1,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,682,6.1,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,684,6.1,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,686,6,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,688,6,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,690,6,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,692,6,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,694,6,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,696,6,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,698,5.9,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,700,5.9,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,702,5.9,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,704,5.9,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,706,5.9,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,708,5.8,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,710,5.8,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,712,5.8,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,714,5.8,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,716,5.8,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,718,5.8,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,720,5.8,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,722,5.8,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,724,5.8,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,726,5.7,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,728,5.7,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,730,5.7,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,732,5.6,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,734,5.6,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,736,5.6,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,738,5.6,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,740,5.6,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,742,5.5,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,744,5.5,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,746,5.5,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,748,5.5,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,750,5.5,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,752,5.5,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,754,5.5,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,756,5.5,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,758,5.5,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,760,5.4,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,762,5.4,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,764,5.4,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,766,5.4,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,768,5.3,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,770,5.3,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,772,5.3,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,774,5.3,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,776,5.3,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,778,5.3,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,780,5.3,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,782,5.2,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,784,5.2,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,786,5.2,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,788,5.2,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,790,5.2,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,792,5.1,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,794,5.1,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,796,5.1,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,798,5.1,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,800,5.1,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,802,5,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,804,5,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,806,5,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,808,5,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,810,5,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,812,5,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,814,4.9,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,816,4.9,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,818,4.9,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,820,4.9,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,822,4.9,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,824,4.9,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,826,4.9,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,828,4.9,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,830,4.9,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,832,4.8,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,834,4.8,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,836,4.8,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,838,4.8,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,840,4.8,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,842,4.8,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,844,4.8,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,846,4.8,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,848,4.8,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,850,4.8,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,852,4.8,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,854,4.8,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,856,4.8,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,858,4.8,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,860,4.8,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,862,4.7,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,864,4.7,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,866,4.7,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,868,4.7,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,870,4.7,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,872,4.7,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,874,4.7,011111, ,9,1
WDD6033,2009-01-08T05:16:00Z,18.4250,129.8450,876,4.7,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,2,25.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,4,25.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,6,25.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,8,25.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,10,25.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,12,25.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,14,25.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,16,25.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,18,25.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,20,25.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,22,25.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,24,25.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,26,25.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,28,25.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,30,25.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,32,25.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,34,25.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,36,25.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,38,25.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,40,25.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,42,25.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,44,25.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,46,25.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,48,25.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,50,25.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,52,25.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,54,25.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,56,25.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,58,25.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,60,25.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,62,25.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,64,25.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,66,25.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,68,25.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,70,25.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,72,25.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,74,25.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,76,25.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,78,25.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,80,25.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,82,25.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,84,25.4,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,86,25.4,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,88,25.3,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,90,25.3,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,92,25.3,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,94,25.2,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,96,25.2,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,98,25.1,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,100,25.1,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,102,25.1,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,104,25.1,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,106,25.1,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,108,25.1,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,110,25.1,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,112,25.1,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,114,25.1,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,116,25,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,118,25,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,120,25,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,122,24.9,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,124,24.9,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,126,24.9,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,128,24.9,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,130,24.8,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,132,24.8,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,134,24.8,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,136,24.7,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,138,24.7,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,140,24.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,142,24.5,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,144,24.5,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,146,24.5,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,148,24.5,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,150,24.5,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,152,24.4,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,154,24.3,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,156,24.3,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,158,23.9,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,160,23.8,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,162,23.7,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,164,23.5,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,166,23.4,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,168,23.4,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,170,23.1,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,172,23,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,174,22.9,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,176,22.5,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,178,22.4,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,180,22.3,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,182,22.3,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,184,22.3,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,186,22.2,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,188,22,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,190,21.8,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,192,21.7,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,194,21.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,196,21.5,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,198,21.2,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,200,21,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,202,21,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,204,20.8,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,206,20.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,208,20.4,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,210,20.1,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,212,20,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,214,20,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,216,19.9,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,218,19.9,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,220,19.7,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,222,19.5,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,224,19.4,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,226,19.4,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,228,19.2,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,230,19.2,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,232,19.2,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,234,19.1,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,236,19.1,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,238,19,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,240,19,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,242,18.9,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,244,18.8,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,246,18.8,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,248,18.7,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,250,18.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,252,18.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,254,18.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,256,18.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,258,18.5,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,260,18.5,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,262,18.4,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,264,18.4,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,266,18.3,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,268,18.2,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,270,18.1,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,272,18,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,274,17.9,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,276,17.9,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,278,17.8,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,280,17.8,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,282,17.7,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,284,17.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,286,17.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,288,17.5,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,290,17.4,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,292,17.3,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,294,17.2,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,296,17.1,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,298,17,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,300,17,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,302,16.9,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,304,16.9,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,306,16.8,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,308,16.8,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,310,16.7,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,312,16.6,011111, ,9,1
