PLATFORM,DATE (YYYY-MM-DDTHH:MI:SSZ),LATITUDE (degree_north),LONGITUDE (degree_east),DEPH (meter),TEMP (degree_Celsius),QC,BATHY,BATHY_QC,STATION_GLOBAL_QC
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,314,16.5,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,316,16.5,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,318,16.4,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,320,16.3,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,322,16.3,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,324,16.2,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,326,16.1,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,328,15.9,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,330,15.9,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,332,15.8,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,334,15.8,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,336,15.7,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,338,15.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,340,15.5,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,342,15.5,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,344,15.5,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,346,15.4,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,348,15.4,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,350,15.3,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,352,15.2,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,354,15.1,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,356,15,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,358,14.8,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,360,14.7,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,362,14.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,364,14.5,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,366,14.4,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,368,14.3,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,370,14.2,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,372,14,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,374,13.9,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,376,13.9,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,378,13.8,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,380,13.8,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,382,13.7,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,384,13.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,386,13.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,388,13.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,390,13.5,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,392,13.5,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,394,13.5,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,396,13.4,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,398,13.3,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,400,13.2,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,402,13.1,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,404,13,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,406,12.9,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,408,12.8,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,410,12.7,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,412,12.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,414,12.5,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,416,12.4,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,418,12.3,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,420,12.2,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,422,12.2,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,424,12.1,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,426,12,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,428,11.9,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,430,11.8,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,432,11.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,434,11.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,436,11.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,438,11.5,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,440,11.4,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,442,11.3,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,444,11.3,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,446,11.2,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,448,11.1,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,450,11.1,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,452,11.1,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,454,11,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,456,10.9,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,458,10.9,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,460,10.9,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,462,10.8,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,464,10.7,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,466,10.7,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,468,10.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,470,10.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,472,10.5,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,474,10.4,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,476,10.3,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,478,10.3,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,480,10.3,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,482,10.3,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,484,10.1,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,486,10,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,488,9.9,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,490,9.8,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,492,9.8,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,494,9.8,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,496,9.7,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,498,9.7,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,500,9.7,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,502,9.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,504,9.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,506,9.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,508,9.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,510,9.5,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,512,9.4,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,514,9.4,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,516,9.3,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,518,9.2,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,520,9.2,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,522,9.1,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,524,9.1,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,526,9,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,528,8.9,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,530,8.8,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,532,8.7,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,534,8.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,536,8.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,538,8.5,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,540,8.5,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,542,8.5,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,544,8.4,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,546,8.3,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,548,8.2,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,550,8.1,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,552,8,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,554,7.9,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,556,7.9,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,558,7.9,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,560,7.8,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,562,7.8,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,564,7.7,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,566,7.7,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,568,7.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,570,7.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,572,7.5,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,574,7.5,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,576,7.4,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,578,7.4,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,580,7.4,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,582,7.4,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,584,7.4,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,586,7.3,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,588,7.3,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,590,7.3,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,592,7.3,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,594,7.3,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,596,7.3,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,598,7.3,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,600,7.3,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,602,7.2,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,604,7.2,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,606,7.1,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,608,7.1,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,610,7,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,612,7,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,614,7,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,616,6.9,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,618,6.9,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,620,6.9,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,622,6.9,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,624,6.9,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,626,6.9,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,628,6.9,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,630,6.9,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,632,6.9,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,634,6.8,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,636,6.8,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,638,6.8,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,640,6.8,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,642,6.8,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,644,6.7,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,646,6.7,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,648,6.7,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,650,6.7,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,652,6.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,654,6.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,656,6.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,658,6.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,660,6.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,662,6.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,664,6.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,666,6.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,668,6.5,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,670,6.5,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,672,6.5,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,674,6.4,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,676,6.4,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,678,6.4,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,680,6.3,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,682,6.3,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,684,6.3,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,686,6.2,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,688,6.2,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,690,6.1,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,692,6.1,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,694,6.1,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,696,6.1,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,698,6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,700,6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,702,6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,704,6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,706,6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,708,5.9,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,710,5.9,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,712,5.9,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,714,5.8,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,716,5.8,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,718,5.8,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,720,5.8,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,722,5.8,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,724,5.8,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,726,5.8,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,728,5.8,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,730,5.8,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,732,5.8,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,734,5.8,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,736,5.7,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,738,5.7,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,740,5.7,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,742,5.7,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,744,5.7,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,746,5.7,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,748,5.7,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,750,5.7,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,752,5.7,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,754,5.7,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,756,5.7,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,758,5.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,760,5.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,762,5.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,764,5.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,766,5.5,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,768,5.5,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,770,5.5,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,772,5.5,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,774,5.5,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,776,5.5,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,778,5.5,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,780,5.4,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,782,5.4,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,784,5.4,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,786,5.4,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,788,5.4,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,790,5.4,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,792,5.4,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,794,5.3,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,796,5.3,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,798,5.3,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,800,5.3,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,802,5.3,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,804,5.2,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,806,5.2,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,808,5.2,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,810,5.2,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,812,5.1,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,814,5.1,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,816,5.1,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,818,5.1,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,820,5.1,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,822,5,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,824,5,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,826,5,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,828,5,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,830,5,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,832,5,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,834,4.9,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,836,4.9,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,838,4.9,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,840,4.8,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,842,4.8,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,844,4.8,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,846,4.8,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,848,4.8,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,850,4.7,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,852,4.7,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,854,4.7,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,856,4.7,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,858,4.7,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,860,4.7,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,862,4.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,864,4.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,866,4.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,868,4.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,870,4.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,872,4.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,874,4.6,011111, ,9,1
WDD6033,2009-01-08T08:50:00Z,18.7750,128.6690,876,4.6,011111, ,9,1
WDD6033,2009-01-08T18:43:00Z,19.6590,125.3560,2,24.8,011111, ,9,1
WDD6033,2009-01-08T18:43:00Z,19.6590,125.3560,4,24.8,011111, ,9,1
WDD6033,2009-01-08T18:43:00Z,19.6590,125.3560,6,24.8,011111, ,9,1
WDD6033,2009-01-08T18:43:00Z,19.6590,125.3560,8,24.8,011111, ,9,1
WDD6033,2009-01-08T18:43:00Z,19.6590,125.3560,10,24.8,011111, ,9,1
WDD6033,2009-01-08T18:43:00Z,19.6590,125.3560,12,24.8,011111, ,9,1
WDD6033,2009-01-08T18:43:00Z,19.6590,125.3560,14,24.8,011111, ,9,1
WDD6033,2009-01-08T18:43:00Z,19.6590,125.3560,16,24.8,011111, ,9,1
WDD6033,2009-01-08T18:43:00Z,19.6590,125.3560,18,24.8,011111, ,9,1
WDD6033,2009-01-08T18:43:00Z,19.6590,125.3560,20,24.8,011111, ,9,1
WDD6033,2009-01-08T18:43:00Z,19.6590,125.3560,22,24.8,011111, ,9,1
WDD6033,2009-01-08T18:43:00Z,19.6590,125.3560,24,24.8,011111, ,9,1
WDD6033,2009-01-08T18:43:00Z,19.6590,125.3560,26,24.8,011111, ,9,1
WDD6033,2009-01-08T18:43:00Z,19.6590,125.3560,28,24.8,011111, ,9,1
WDD6033,2009-01-08T18:43:00Z,19.6590,125.3560,30,24.8,011111, ,9,1
WDD6033,2009-01-08T18:43:00Z,19.6590,125.3560,32,24.8,011111, ,9,1
WDD6033,2009-01-08T18:43:00Z,19.6590,125.3560,34,24.8,011111, ,9,1
WDD6033,2009-01-08T18:43:00Z,19.6590,125.3560,36,24.8,011111, ,9,1
WDD6033,2009-01-08T18:43:00Z,19.6590,125.3560,38,24.8,011111, ,9,1
WDD6033,2009-01-08T18:43:00Z,19.6590,125.3560,40,24.8,011111, ,9,1
