PLATFORM,ARGOS_ID,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),QC
2901170,80612,2009-01-04T20:06:00Z,20.0720,120.2880,00111
2901170,80612,2009-01-04T21:00:16Z,20.0770,120.2830,00111
2901170,80612,2009-01-04T21:47:34Z,20.0730,120.2790,00111
2901170,80612,2009-01-05T00:34:46Z,20.0590,120.2710,00111
2901170,80612,2009-01-05T01:18:02Z,20.0610,120.2710,00111
2901170,80612,2009-01-05T02:14:52Z,20.0560,120.2700,00111
2901170,80612,2009-01-05T02:55:34Z,20.0530,120.2720,00111
2901170,80612,2009-01-05T04:40:26Z,20.0330,120.2590,00111
2901170,80612,2009-01-05T06:24:34Z,20.0270,120.2420,00111
2901170,80612,2009-01-07T19:49:00Z,20.0180,120.2580,00111
2901170,80612,2009-01-07T21:12:58Z,20.0000,120.2740,00111
2901170,80612,2009-01-07T21:29:06Z,19.9990,120.2800,00111
2901170,80612,2009-01-07T22:51:36Z,19.9820,120.2770,00111
2901170,80612,2009-01-08T00:15:12Z,19.9770,120.2790,00111
2901170,80612,2009-01-08T01:06:10Z,19.9730,120.2740,00111
2901170,80612,2009-01-08T01:53:50Z,19.9660,120.2690,00111
2901170,80612,2009-01-08T02:45:32Z,19.9590,120.2620,00111
2901170,80612,2009-01-08T05:51:26Z,19.9270,120.2650,00111
