PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),WSPE_MODEL LEVEL0 (meter/second),WSPN_MODEL LEVEL0 (meter/second),WSTE_MODEL LEVEL0 (newton/m2),WSTN_MODEL LEVEL0 (newton/m2),CURRENT_TEST LEVEL2 (none),DEPH LEVEL2 (meter),EWCT LEVEL2 (meter/second),NSCT LEVEL2 (meter/second),QC
22918,2009-01-04T05:02:00Z,28.4060,129.1670,22.5,0,,,,,,,,,01111799999999
22918,2009-01-04T06:00:00Z,28.3920,129.1520,,0,1.3,-4.1,0,-0.03,311,15,-0.221,-0.368,01119711111111
22918,2009-01-04T07:01:00Z,28.3790,129.1410,22.4,0,,,,,,,,,01111799999999
22918,2009-01-04T07:34:00Z,28.3790,129.1410,22.3,0,,,,,,,,,01111799999999
22918,2009-01-04T07:40:00Z,28.3680,129.1410,22.3,0,,,,,,,,,01441799999999
22918,2009-01-04T07:41:00Z,28.3680,129.1410,22.3,0,,,,,,,,,01111799999999
22918,2009-01-04T08:39:00Z,28.3560,129.1360,22.3,0,,,,,,,,,01111799999999
22918,2009-01-04T09:00:00Z,28.3510,129.1340,,0,-0.1,-5.3,0,-0.04,311,15,-0.136,-0.32,01119711111111
22918,2009-01-04T09:18:00Z,28.3550,129.1350,22.3,0,,,,,,,,,01111799999999
22918,2009-01-04T09:20:00Z,28.3490,129.1330,22.3,0,,,,,,,,,01441799999999
22918,2009-01-04T11:13:00Z,28.3350,129.1290,22.3,0,,,,,,,,,01111799999999
22918,2009-01-04T12:00:00Z,28.3300,129.1220,,0,-1.9,-3.9,0,-0.03,311,15,-0.053,-0.239,01119711111111
22918,2009-01-04T12:15:00Z,28.3290,129.1210,22.5,0,,,,,,,,,01111799999999
22918,2009-01-04T12:44:00Z,28.3290,129.1210,22.4,0,,,,,,,,,01111799999999
22918,2009-01-04T12:54:00Z,28.3220,129.1140,22.4,0,,,,,,,,,01441799999999
22918,2009-01-04T13:52:00Z,28.3290,129.1210,22.3,0,,,,,,,,,01111799999999
22918,2009-01-04T15:00:00Z,28.3040,129.1230,,0,-0.6,-2.4,0,-0.01,311,15,-0.031,-0.243,01119711111111
22918,2009-01-04T15:46:00Z,28.3150,129.1180,22.5,0,,,,,,,,,01111799999999
22918,2009-01-04T17:26:00Z,28.3150,129.1180,22.6,0,,,,,,,,,01111799999999
22918,2009-01-04T17:31:00Z,28.2850,129.1250,22.6,0,,,,,,,,,01441799999999
22918,2009-01-04T18:00:00Z,28.2830,129.1150,,0,2.6,-2.2,0.01,-0.02,311,15,-0.122,-0.21,01119711111111
22918,2009-01-04T19:06:00Z,28.2850,129.1250,22.5,0,,,,,,,,,01111799999999
22918,2009-01-04T19:19:00Z,28.2820,129.0930,22.5,0,,,,,,,,,01441799999999
22918,2009-01-04T19:23:00Z,28.2770,129.0970,22.5,0,,,,,,,,,01441799999999
22918,2009-01-04T20:04:00Z,28.2820,129.0930,,0,,,,,,,,,01119799999999
22918,2009-01-04T20:09:00Z,28.2710,129.0960,22.6,0,,,,,,,,,01441799999999
22918,2009-01-04T20:56:00Z,28.2710,129.0960,22.6,0,,,,,,,,,01111799999999
22918,2009-01-04T21:00:00Z,28.2630,129.0960,,0,2.3,-5.5,0.01,-0.06,311,15,-0.183,-0.311,01119711111111
22918,2009-01-04T21:02:00Z,28.2640,129.0960,22.6,0,,,,,,,,,01441799999999
22918,2009-01-04T21:39:00Z,28.2640,129.0960,22.6,0,,,,,,,,,01111799999999
22918,2009-01-04T21:51:00Z,28.2530,129.0900,22.6,0,,,,,,,,,01441799999999
22918,2009-01-04T23:37:00Z,28.2130,129.0710,22.6,0,,,,,,,,,01111799999999
22918,2009-01-05T00:00:00Z,28.2220,129.0750,,0,0.6,-8.3,0.01,-0.1,311,15,-0.175,-0.46,01119711111111
22918,2009-01-05T00:33:00Z,28.2140,129.0710,22.5,0,,,,,,,,,01111799999999
22918,2009-01-05T00:38:00Z,28.2130,129.0710,22.5,0,,,,,,,,,01111799999999
22918,2009-01-05T01:14:00Z,28.2130,129.0710,22.5,0,,,,,,,,,01111799999999
22918,2009-01-05T01:18:00Z,28.2130,129.0710,22.5,0,,,,,,,,,01111799999999
22918,2009-01-05T02:12:00Z,28.1850,129.0640,22.5,0,,,,,,,,,01111799999999
22918,2009-01-05T02:55:00Z,28.1770,129.0650,22.5,0,,,,,,,,,01111799999999
22918,2009-01-05T03:00:00Z,28.1740,129.0570,,0,0.9,-7.3,0.01,-0.12,311,15,-0.217,-0.382,01119711111111
22918,2009-01-05T03:08:00Z,28.1770,129.0550,22.5,0,,,,,,,,,01111799999999
22918,2009-01-05T04:51:00Z,28.1770,129.0550,22.4,0,,,,,,,,,01111799999999
22918,2009-01-05T06:00:00Z,28.1480,129.0270,,0,1.3,-8.8,0.01,-0.15,311,15,-0.185,-0.248,01119711111111
22918,2009-01-05T06:27:00Z,28.1770,129.0550,22.4,0,,,,,,,,,01111799999999
22918,2009-01-05T06:34:00Z,28.1770,129.0550,22.4,0,,,,,,,,,01111799999999
22918,2009-01-05T07:27:00Z,28.1770,129.0550,22.3,0,,,,,,,,,01111799999999
22918,2009-01-05T08:17:00Z,28.1340,129.0120,22.2,0,,,,,,,,,01441799999999
22918,2009-01-05T09:00:00Z,28.1260,129.0160,,0,-0.7,-9.2,-0.01,-0.17,311,15,0.025,-0.259,01119711111111
22918,2009-01-05T09:08:00Z,28.1340,129.0120,22.2,0,,,,,,,,,01111799999999
22918,2009-01-05T10:51:00Z,28.1010,129.0320,22.3,0,,,,,,,,,01111799999999
22918,2009-01-05T11:48:00Z,28.1000,129.0320,22.3,0,,,,,,,,,01111799999999
22918,2009-01-05T11:52:00Z,28.1010,129.0320,22.3,0,,,,,,,,,01111799999999
22918,2009-01-05T12:00:00Z,28.0980,129.0330,,0,-0.4,-8.1,-0.03,-0.15,311,15,0.098,-0.191,01119711111111
22918,2009-01-05T12:34:00Z,28.0950,129.0370,22.3,0,,,,,,,,,01111799999999
22918,2009-01-05T13:31:00Z,28.0880,129.0350,22.3,0,,,,,,,,,01111799999999
22918,2009-01-05T14:10:00Z,28.0840,129.0360,22.3,0,,,,,,,,,01111799999999
22918,2009-01-05T15:00:00Z,28.0890,129.0380,,0,-1.3,-7.9,-0.02,-0.11,311,15,0.04,-0.076,01119711111111
22918,2009-01-05T15:35:00Z,28.0890,129.0390,22.3,0,,,,,,,,,01111799999999
22918,2009-01-05T17:14:00Z,28.0890,129.0390,22.2,0,,,,,,,,,01111799999999
22918,2009-01-05T17:21:00Z,28.0830,129.0440,22.2,0,,,,,,,,,01441799999999
22918,2009-01-05T18:00:00Z,28.0830,129.0410,,0,-2,-6.9,-0.02,-0.11,311,15,-0.001,-0.011,01119711111111
22918,2009-01-05T18:55:00Z,28.0830,129.0440,22.2,0,,,,,,,,,01111799999999
22918,2009-01-05T18:57:00Z,28.0900,129.0320,22.2,0,,,,,,,,,01441799999999
22918,2009-01-05T19:52:00Z,28.0900,129.0320,22.2,0,,,,,,,,,01111799999999
22918,2009-01-05T19:56:00Z,28.0850,129.0340,22.2,0,,,,,,,,,01441799999999
22918,2009-01-05T20:34:00Z,28.0880,129.0320,22.2,0,,,,,,,,,01111799999999
22918,2009-01-05T21:00:00Z,28.0870,129.0380,,0,-1.3,-7.8,-0.02,-0.1,311,15,0.021,-0.023,01119711111111
22918,2009-01-05T21:38:00Z,28.0870,129.0400,22.2,0,,,,,,,,,01111799999999
22918,2009-01-05T22:14:00Z,28.0960,129.0730,22.2,0,,,,,,,,,01441799999999
22918,2009-01-06T00:00:00Z,28.0780,129.0460,,0,-0.3,-5.4,-0.01,-0.08,311,15,0.042,-0.045,01119711111111
22918,2009-01-06T00:10:00Z,28.0730,129.0480,22.2,0,,,,,,,,,01111799999999
22918,2009-01-06T00:59:00Z,28.0710,129.0500,22.2,0,,,,,,,,,01111799999999
22918,2009-01-06T01:50:00Z,28.0730,129.0480,22.2,0,,,,,,,,,01111799999999
22918,2009-01-06T01:53:00Z,28.0730,129.0480,22.2,0,,,,,,,,,01111799999999
22918,2009-01-06T02:29:00Z,28.0730,129.0480,22.2,0,,,,,,,,,01111799999999
22918,2009-01-06T02:36:00Z,28.0730,129.0470,22.2,0,,,,,,,,,01111799999999
22918,2009-01-06T02:58:00Z,28.0730,129.0480,22.2,0,,,,,,,,,01111799999999
22918,2009-01-06T03:00:00Z,28.0780,129.0470,,0,-1.5,-5.9,-0.02,-0.06,311,15,0.012,0.096,01119711111111
22918,2009-01-06T04:40:00Z,28.0870,129.0460,22.2,0,,,,,,,,,01111799999999
22918,2009-01-06T06:00:00Z,28.0970,129.0490,,0,-1.9,-5,-0.02,-0.05,311,15,0.077,0.192,01119711111111
22918,2009-01-06T06:20:00Z,28.0920,129.0510,22.2,0,,,,,,,,,01111799999999
22918,2009-01-06T07:13:00Z,28.0920,129.0510,22.2,0,,,,,,,,,01111799999999
22918,2009-01-06T07:16:00Z,28.1050,129.0530,22.2,0,,,,,,,,,01441799999999
22918,2009-01-06T07:42:00Z,28.1050,129.0530,22.2,0,,,,,,,,,01111799999999
22918,2009-01-06T07:54:00Z,28.1110,129.0540,22.2,0,,,,,,,,,01111799999999
22918,2009-01-06T08:55:00Z,28.1110,129.0540,,0,,,,,,,,,01119799999999
22918,2009-01-06T08:58:00Z,28.1150,129.0630,22.2,0,,,,,,,,,01441799999999
22918,2009-01-06T09:00:00Z,28.1150,129.0640,,0,-1.8,-4.4,-0.02,-0.04,311,15,0.098,0.029,01119711111111
22918,2009-01-06T09:30:00Z,28.1150,129.0630,22.2,0,,,,,,,,,01111799999999
22918,2009-01-06T11:27:00Z,28.1130,129.0640,22.2,0,,,,,,,,,01111799999999
22918,2009-01-06T12:00:00Z,28.1030,129.0700,,0,-2,-4,-0.01,-0.04,311,15,-0.026,-0.096,01119711111111
22918,2009-01-06T12:14:00Z,28.1020,129.0700,22.2,0,,,,,,,,,01111799999999
22918,2009-01-06T13:09:00Z,28.0990,129.0690,22.2,0,,,,,,,,,01111799999999
22918,2009-01-06T13:52:00Z,28.0960,129.0640,22.2,0,,,,,,,,,01111799999999
22918,2009-01-06T15:00:00Z,28.0960,129.0580,,0,-2.6,-2.8,-0.02,-0.02,311,15,-0.124,0.056,01119711111111
22918,2009-01-06T15:23:00Z,28.0990,129.0690,22.2,0,,,,,,,,,01111799999999
22918,2009-01-06T17:06:00Z,28.1050,129.0470,22.2,0,,,,,,,,,01111799999999
22918,2009-01-06T18:00:00Z,28.1130,129.0430,,0,-2.4,-2.6,-0.02,-0.02,311,15,-0.101,0.167,01119711111111
22918,2009-01-06T18:44:00Z,28.1190,129.0460,22.2,0,,,,,,,,,01111799999999
22918,2009-01-06T19:40:00Z,28.1190,129.0400,22.2,0,,,,,,,,,01111799999999
22918,2009-01-06T19:44:00Z,28.1220,129.0440,22.2,0,,,,,,,,,01441799999999
22918,2009-01-06T20:12:00Z,28.1250,129.0360,22.2,0,,,,,,,,,01111799999999
22918,2009-01-06T20:15:00Z,28.1240,129.0360,22.2,0,,,,,,,,,01111799999999
22918,2009-01-06T21:00:00Z,28.1290,129.0360,,0,-3.1,-3.3,-0.03,-0.03,311,15,-0.01,0.105,01119711111111
22918,2009-01-06T21:19:00Z,28.1240,129.0360,22.2,0,,,,,,,,,01111799999999
22918,2009-01-06T21:25:00Z,28.1300,129.0360,22.2,0,,,,,,,,,01441799999999
22918,2009-01-06T21:48:00Z,28.1300,129.0360,22.2,0,,,,,,,,,01111799999999
22918,2009-01-06T21:54:00Z,28.1310,129.0330,22.2,0,,,,,,,,,01111799999999
22918,2009-01-06T23:00:00Z,28.1310,129.0390,22.2,0,,,,,,,,,01111799999999
22918,2009-01-06T23:47:00Z,28.1400,129.0350,22.2,0,,,,,,,,,01111799999999
22918,2009-01-06T23:50:00Z,28.1310,129.0390,22.2,0,,,,,,,,,01441799999999
22918,2009-01-07T00:00:00Z,28.1340,129.0410,,0,-1.6,-4.6,-0.03,-0.06,311,15,0.002,0.031,01119711111111
22918,2009-01-07T00:29:00Z,28.1310,129.0390,22.2,0,,,,,,,,,01111799999999
22918,2009-01-07T00:36:00Z,28.1340,129.0410,22.2,0,,,,,,,,,01111799999999
22918,2009-01-07T01:24:00Z,28.1310,129.0390,22.2,0,,,,,,,,,01111799999999
22918,2009-01-07T02:13:00Z,28.1340,129.0390,22.2,0,,,,,,,,,01111799999999
22918,2009-01-07T02:44:00Z,28.1340,129.0450,22.2,0,,,,,,,,,01111799999999
22918,2009-01-07T03:00:00Z,28.1350,129.0360,,0,-2.6,-6.8,-0.02,-0.08,311,15,-0.057,0.066,01119711111111
22918,2009-01-07T04:31:00Z,28.1380,129.0310,22.2,0,,,,,,,,,01111799999999
22918,2009-01-07T06:00:00Z,28.1470,129.0280,,0,-1.4,-6.4,-0.02,-0.08,311,15,0.012,0.175,01119711111111
22918,2009-01-07T06:09:00Z,28.1420,129.0330,22.1,0,,,,,,,,,01111799999999
22918,2009-01-07T07:05:00Z,28.1550,129.0230,22.1,0,,,,,,,,,01111799999999
22918,2009-01-07T07:29:00Z,28.1570,129.0300,22.1,0,,,,,,,,,01111799999999
22918,2009-01-07T08:43:00Z,28.1570,129.0300,,0,,,,,,,,,01119799999999
22918,2009-01-07T08:46:00Z,28.1670,129.0380,22.1,0,,,,,,,,,01441799999999
22918,2009-01-07T09:00:00Z,28.1690,129.0390,,0,-2.4,-6.3,-0.03,-0.07,311,15,0.054,0.166,01119711111111
22918,2009-01-07T09:08:00Z,28.1670,129.0380,22.1,0,,,,,,,,,01111799999999
22918,2009-01-07T11:01:00Z,28.1670,129.0380,22.1,0,,,,,,,,,01111799999999
22918,2009-01-07T11:44:00Z,28.1830,129.0520,22.1,0,,,,,,,,,01111799999999
22918,2009-01-07T11:53:00Z,28.1780,129.0390,22.1,0,,,,,,,,,01441799999999
22918,2009-01-07T12:00:00Z,28.1790,129.0400,,0,-4.6,-3.6,-0.04,-0.06,311,15,0.054,0.094,01119711111111
22918,2009-01-07T12:34:00Z,28.1670,129.0380,22.1,0,,,,,,,,,01111799999999
22918,2009-01-07T12:44:00Z,28.1830,129.0520,22.1,0,,,,,,,,,01441799999999
22918,2009-01-07T13:32:00Z,28.1850,129.0450,22.1,0,,,,,,,,,01111799999999
22918,2009-01-07T14:21:00Z,28.1830,129.0520,22.1,0,,,,,,,,,01111799999999
22918,2009-01-07T15:00:00Z,28.1870,129.0510,,0,-5,-0.9,-0.04,-0.01,311,15,0.022,0.099,01119711111111
22918,2009-01-07T16:56:00Z,28.1910,129.0520,22.1,0,,,,,,,,,01111799999999
22918,2009-01-07T18:00:00Z,28.1980,129.0450,,0,-4.1,-2.5,-0.02,-0.01,311,15,-0.055,0.168,01119711111111
22918,2009-01-07T18:33:00Z,28.1920,129.0520,22.1,0,,,,,,,,,01111799999999
22918,2009-01-07T19:28:00Z,28.2020,129.0420,22.1,0,,,,,,,,,01111799999999
22918,2009-01-07T19:47:00Z,28.2090,129.0420,22.1,0,,,,,,,,,01111799999999
22918,2009-01-07T21:00:00Z,28.2200,129.0390,,0,-3,-1.1,-0.02,-0.01,311,15,-0.06,0.221,01119711111111
22918,2009-01-07T21:16:00Z,28.2230,129.0370,22.1,0,,,,,,,,,01111799999999
22918,2009-01-07T21:26:00Z,28.2230,129.0360,22.1,0,,,,,,,,,01111799999999
22918,2009-01-07T21:32:00Z,28.2230,129.0370,22.1,0,,,,,,,,,01111799999999
22918,2009-01-07T22:51:00Z,28.2330,129.0290,22.1,0,,,,,,,,,01111799999999
22918,2009-01-08T00:00:00Z,28.2410,129.0310,,0,-2.6,-1.6,-0.02,-0.03,311,15,-0.011,0.16,01119711111111
22918,2009-01-08T00:13:00Z,28.2440,129.0360,22.1,0,,,,,,,,,01111799999999
22918,2009-01-08T01:05:00Z,28.2470,129.0360,22.1,0,,,,,,,,,01111799999999
22918,2009-01-08T01:09:00Z,28.2470,129.0350,22.1,0,,,,,,,,,01111799999999
22918,2009-01-08T01:56:00Z,28.2510,129.0340,22.1,0,,,,,,,,,01111799999999
22918,2009-01-08T02:39:00Z,28.2470,129.0350,22.1,0,,,,,,,,,01111799999999
22918,2009-01-08T03:00:00Z,28.2510,129.0360,,0,-2,-7.3,-0.03,-0.1,311,15,-0.079,0.078,01119711111111
22918,2009-01-08T04:09:00Z,28.2510,129.0340,22.1,0,,,,,,,,,01111799999999
22918,2009-01-08T04:21:00Z,28.2520,129.0310,22.1,0,,,,,,,,,01111799999999
22918,2009-01-08T05:59:00Z,28.2560,129.0150,22.1,0,,,,,,,,,01111799999999
22918,2009-01-08T06:00:00Z,28.2560,129.0140,,0,-1.4,-9.7,-0.02,-0.19,311,15,-0.248,0.102,01119711111111
22918,2009-01-08T06:50:00Z,28.2560,129.0150,22.1,0,,,,,,,,,01111799999999
22918,2009-01-08T07:03:00Z,28.2560,129.0150,22.1,0,,,,,,,,,01111799999999
22918,2009-01-08T08:33:00Z,28.2560,129.0150,,0,,,,,,,,,01119799999999
22918,2009-01-08T08:34:00Z,28.2560,129.0150,22.1,0,,,,,,,,,01111799999999
22918,2009-01-08T08:43:00Z,28.2680,128.9840,22.1,0,,,,,,,,,01441799999999
22918,2009-01-08T09:00:00Z,28.2710,128.9810,,0,-0.8,-9.9,-0.01,-0.21,311,15,-0.282,0.12,01119711111111
22918,2009-01-08T10:10:00Z,28.2690,128.9850,22.1,0,,,,,,,,,01111799999999
22918,2009-01-08T12:00:00Z,28.2800,128.9520,,0,2.5,-11.5,0.01,-0.2,311,15,-0.329,0.018,01119711111111
22918,2009-01-08T12:20:00Z,28.2690,128.9850,22.1,0,,,,,,,,,01111799999999
22918,2009-01-08T14:01:00Z,28.2800,128.9490,22.1,0,,,,,,,,,01111799999999
22918,2009-01-08T15:00:00Z,28.2740,128.9090,,0,2.5,-11,0.07,-0.27,311,15,-0.448,-0.06,01119711111111
22918,2009-01-08T16:46:00Z,28.2700,128.8790,22,0,,,,,,,,,01111799999999
22918,2009-01-08T16:49:00Z,28.2690,128.8790,22,0,,,,,,,,,01111799999999
22918,2009-01-08T18:00:00Z,28.2680,128.8530,,0,2.8,-10.5,0.07,-0.25,311,15,-0.496,0.036,01119711111111
22918,2009-01-08T18:22:00Z,28.2690,128.8790,22,0,,,,,,,,,01111799999999
22918,2009-01-08T18:26:00Z,28.2700,128.8490,22,0,,,,,,,,,01441799999999
22918,2009-01-08T19:18:00Z,28.2700,128.8270,22,0,,,,,,,,,01111799999999
22918,2009-01-08T19:24:00Z,28.2700,128.8270,22,0,,,,,,,,,01111799999999
22918,2009-01-08T20:55:00Z,28.2700,128.8270,22,0,,,,,,,,,01111799999999
22918,2009-01-08T21:00:00Z,28.2810,128.7990,,0,3.7,-10.4,0.09,-0.25,311,15,-0.453,0.118,01119711111111
22918,2009-01-08T21:04:00Z,28.2810,128.8000,22,0,,,,,,,,,01441799999999
22918,2009-01-08T22:40:00Z,28.2860,128.7710,22,0,,,,,,,,,01111799999999
