PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),WSPE_MODEL LEVEL0 (meter/second),WSPN_MODEL LEVEL0 (meter/second),WSTE_MODEL LEVEL0 (newton/m2),WSTN_MODEL LEVEL0 (newton/m2),CURRENT_TEST LEVEL2 (none),DEPH LEVEL2 (meter),EWCT LEVEL2 (meter/second),NSCT LEVEL2 (meter/second),QC
22913,2009-01-03T00:21:00Z,20.8990,120.0490,23.8,0,,,,,,,,,01111799999999
22913,2009-01-03T01:18:00Z,20.9040,120.0220,23.8,0,,,,,,,,,01111799999999
22913,2009-01-03T01:26:00Z,20.8920,120.0580,23.8,0,,,,,,,,,01441799999999
22913,2009-01-03T01:59:00Z,20.8860,120.0690,23.8,0,,,,,,,,,01111799999999
22913,2009-01-03T02:03:00Z,20.8860,120.0690,23.8,0,,,,,,,,,01111799999999
22913,2009-01-03T03:03:00Z,20.8920,120.0580,23.8,0,,,,,,,,,01111799999999
22913,2009-01-03T05:00:00Z,20.8640,120.0860,23.8,0,,,,,,,,,01111799999999
22913,2009-01-03T05:09:00Z,20.8320,120.0900,23.8,0,,,,,,,,,01441799999999
22913,2009-01-03T06:48:00Z,20.7940,120.0720,23.7,0,,,,,,,,,01111799999999
22913,2009-01-03T07:20:00Z,20.7860,120.0740,23.8,0,,,,,,,,,01111799999999
22913,2009-01-03T07:47:00Z,20.7860,120.0740,23.7,0,,,,,,,,,01111799999999
22913,2009-01-03T08:54:00Z,20.7860,120.0740,23.7,0,,,,,,,,,01111799999999
22913,2009-01-03T09:00:00Z,20.7640,120.0480,23.7,0,,,,,,,,,01441799999999
22913,2009-01-03T09:24:00Z,20.7640,120.0480,23.7,0,,,,,,,,,01111799999999
22913,2009-01-03T09:29:00Z,20.7570,120.0420,23.7,0,,,,,,,,,01441799999999
22913,2009-01-03T11:29:00Z,20.7190,120.0210,23.7,0,,,,,,,,,01111799999999
22913,2009-01-03T12:33:00Z,20.7570,120.0420,23.7,0,,,,,,,,,01111799999999
22913,2009-01-03T13:08:00Z,20.7070,120.0070,23.7,0,,,,,,,,,01441799999999
22913,2009-01-03T14:14:00Z,20.7190,120.0210,23.8,0,,,,,,,,,01111799999999
22913,2009-01-03T14:48:00Z,20.6620,119.9940,23.8,0,,,,,,,,,01441799999999
22913,2009-01-03T17:38:00Z,20.6490,119.9340,23.8,0,,,,,,,,,01111799999999
22913,2009-01-03T19:23:00Z,20.6490,119.9320,23.9,0,,,,,,,,,01111799999999
22913,2009-01-03T19:44:00Z,20.6490,119.9320,23.8,0,,,,,,,,,01111799999999
22913,2009-01-03T19:48:00Z,20.6490,119.9320,23.8,0,,,,,,,,,01111799999999
22913,2009-01-03T20:15:00Z,20.6490,119.9320,23.8,0,,,,,,,,,01111799999999
22913,2009-01-03T20:23:00Z,20.6460,119.8930,23.9,0,,,,,,,,,01441799999999
22913,2009-01-03T21:21:00Z,20.6460,119.8930,23.9,0,,,,,,,,,01111799999999
22913,2009-01-03T21:30:00Z,20.6460,119.8850,23.9,0,,,,,,,,,01441799999999
22913,2009-01-03T22:05:00Z,20.6500,119.8850,23.9,0,,,,,,,,,01111799999999
22913,2009-01-03T23:57:00Z,20.6430,119.8720,23.9,0,,,,,,,,,01111799999999
22913,2009-01-04T00:00:00Z,20.6470,119.8740,,0,-8.8,-4,-0.19,-0.08,211,15,-0.023,-0.106,01119711111111
22913,2009-01-04T01:02:00Z,20.6430,119.8720,24,0,,,,,,,,,01111799999999
22913,2009-01-04T01:42:00Z,20.6440,119.8710,24,0,,,,,,,,,01111799999999
22913,2009-01-04T02:39:00Z,20.6330,119.8840,24,0,,,,,,,,,01111799999999
22913,2009-01-04T03:00:00Z,20.6270,119.8840,,0,-8.5,-5.2,-0.16,-0.1,211,15,0.042,-0.328,01119711111111
22913,2009-01-04T03:14:00Z,20.6310,119.8820,23.9,0,,,,,,,,,01111799999999
22913,2009-01-04T03:18:00Z,20.6310,119.8820,,0,,,,,,,,,01119799999999
