PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),TEMP LEVEL1 (degree_Celsius),DEPH LEVEL1 (meter),TEMP LEVEL2 (degree_Celsius),DEPH LEVEL2 (meter),TEMP LEVEL3 (degree_Celsius),DEPH LEVEL3 (meter),TEMP LEVEL4 (degree_Celsius),DEPH LEVEL4 (meter),TEMP LEVEL5 (degree_Celsius),DEPH LEVEL5 (meter),TEMP LEVEL6 (degree_Celsius),DEPH LEVEL6 (meter),TEMP LEVEL7 (degree_Celsius),DEPH LEVEL7 (meter),TEMP LEVEL8 (degree_Celsius),DEPH LEVEL8 (meter),TEMP LEVEL9 (degree_Celsius),DEPH LEVEL9 (meter),QC
41580,2009-01-07T01:11:00Z,24.3940,123.9880,24,,24,0,16,15,23.9,30,23.9,45,24,59,24,71,12,85,,,,,011119112111111111219999
41580,2009-01-07T04:42:00Z,24.3900,123.9920,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-07T04:57:00Z,24.3900,123.9920,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-07T05:10:00Z,24.3940,123.9880,11.4,,11.4,0,24.1,8,16.1,14,24.2,26,24.2,29,24.2,43,,,,,,,011119211121111111999999
41580,2009-01-07T05:12:00Z,24.3900,123.9920,,0,,,,,,,,,,,,,,,,,,,014497999999999999999999
41580,2009-01-07T05:25:00Z,24.3940,123.9880,,,24.1,8,16.2,14,24.2,26,24.2,29,24.2,43,,,,,,,,,011199112111111199999999
41580,2009-01-07T05:27:00Z,24.3900,123.9920,24.6,0,,,,,,,,,,,,,,,,,,,014417999999999999999999
41580,2009-01-07T05:40:00Z,24.3940,123.9880,24.6,,24.6,0,24.1,8,16.3,14,24.2,26,24.2,29,24.2,43,,,,,,,011119111121111111999999
41580,2009-01-07T05:41:00Z,24.3900,123.9920,,0,,,,,,,,,,,,,,,,,,,014497999999999999999999
41580,2009-01-07T05:42:00Z,24.3900,123.9920,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-07T05:56:00Z,24.3900,123.9920,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-07T06:11:00Z,24.3900,123.9920,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-07T06:26:00Z,24.3900,123.9920,24.6,0,,,,,,,,,,,,,,,,,,,011117999999999999999999
41580,2009-01-07T06:40:00Z,24.3900,123.9920,,,24.1,9,16.2,15,24.3,27,24.2,30,24.3,45,,,,,,,,,011199112111111199999999
41580,2009-01-07T06:41:00Z,24.3900,123.9920,,,24.1,8,16.4,14,24.3,27,24.2,30,24.3,44,,,,,,,,,011199112111111199999999
41580,2009-01-07T06:55:00Z,24.3860,124.0030,,,24.1,9,16.2,15,24.3,27,24.2,30,24.3,45,,,,,,,,,014499112111111199999999
41580,2009-01-07T06:56:00Z,24.3860,124.0030,,,24.1,8,16.2,14,24.3,27,24.2,30,24.3,44,,,,,,,,,011199112111111199999999
41580,2009-01-07T07:10:00Z,24.3860,124.0030,24.6,,24.6,0,24,9,16.3,15,24.3,27,24.3,30,24.3,45,,,,,,,011119111121111111999999
41580,2009-01-07T07:11:00Z,24.3860,124.0030,24.6,,24.6,0,24.1,8,16.2,14,24.3,27,24.2,30,24.3,44,,,,,,,011119111121111111999999
41580,2009-01-07T07:25:00Z,24.3860,124.0040,,,24,9,16.3,15,24.3,28,24.3,31,24.3,46,,,,,,,,,011199112111111199999999
41580,2009-01-07T07:40:00Z,24.3860,124.0040,,,24,9,16.3,15,24.3,28,24.3,31,24.3,46,,,,,,,,,011199112111111199999999
41580,2009-01-07T07:41:00Z,24.3860,124.0040,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-07T07:42:00Z,24.3860,124.0040,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-07T07:55:00Z,24.3860,124.0040,24.6,,24.6,0,24,9,16.3,15,24.2,28,24.3,31,24.3,46,,,,,,,011119111121111111999999
41580,2009-01-07T07:56:00Z,24.3860,124.0040,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-07T07:57:00Z,24.3860,124.0040,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-07T08:10:00Z,24.3820,124.0160,,,24,9,16.3,15,24.2,28,24.3,31,24.3,46,,,,,,,,,014499112111111199999999
41580,2009-01-07T08:11:00Z,24.3860,124.0040,,,24,9,16.3,15,24.3,28,24.3,31,24.3,46,,,,,,,,,014499112111111199999999
41580,2009-01-07T08:12:00Z,24.3820,124.0160,,0,,,,,,,,,,,,,,,,,,,014497999999999999999999
41580,2009-01-07T08:25:00Z,24.3820,124.0160,,,24,9,16.2,15,24.1,28,24.3,31,24.3,46,,,,,,,,,011199112111111199999999
41580,2009-01-07T08:26:00Z,24.3860,124.0040,,,24,9,16.3,15,24.3,28,24.3,31,24.3,46,,,,,,,,,014499112111111199999999
41580,2009-01-07T08:27:00Z,24.3820,124.0160,24.6,0,,,,,,,,,,,,,,,,,,,014417999999999999999999
41580,2009-01-07T08:40:00Z,24.3820,124.0160,24.6,,24.6,0,24,9,16.4,15,24.1,28,24.3,31,24.3,46,,,,,,,011119111121111111999999
41580,2009-01-07T08:41:00Z,24.3860,124.0040,24.6,,24.6,0,24,9,16.3,15,24.2,28,24.3,31,24.3,46,,,,,,,014419111121111111999999
41580,2009-01-07T08:56:00Z,24.3770,124.0170,,0,,,,,,,,,,,,,,,,,,,014497999999999999999999
41580,2009-01-07T09:11:00Z,24.3770,124.0170,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-07T09:26:00Z,24.3770,124.0170,24.6,0,,,,,,,,,,,,,,,,,,,011117999999999999999999
41580,2009-01-07T10:41:00Z,24.3770,124.0170,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-07T10:56:00Z,24.3780,124.0500,,0,,,,,,,,,,,,,,,,,,,014497999999999999999999
41580,2009-01-07T11:11:00Z,24.3780,124.0500,,,24,9,16.1,15,24.1,27,24.2,30,24.2,45,,,,,,,,,011199112111111199999999
41580,2009-01-07T11:26:00Z,24.3780,124.0500,24.6,,24.6,0,24,9,16.3,15,24.1,27,24.2,30,24.2,45,,,,,,,011119111121111111999999
41580,2009-01-07T11:41:00Z,24.3780,124.0500,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-07T11:42:00Z,24.3770,124.0170,,0,,,,,,,,,,,,,,,,,,,014497999999999999999999
41580,2009-01-07T11:55:00Z,24.3780,124.0500,,,24,8,16.4,14,24.1,27,24.2,30,24.2,44,,,,,,,,,014499112111111199999999
41580,2009-01-07T11:56:00Z,24.3780,124.0500,,,24,8,16.4,14,24.1,27,24.2,30,24.2,44,,,,,,,,,011199112111111199999999
41580,2009-01-07T11:57:00Z,24.3770,124.0170,,0,,,,,,,,,,,,,,,,,,,014497999999999999999999
41580,2009-01-07T12:10:00Z,24.3780,124.0500,,,24,8,16.4,14,24.1,27,24.2,30,24.1,44,,,,,,,,,014499112111111199999999
41580,2009-01-07T12:11:00Z,24.3780,124.0500,,,24,8,16.4,14,24.1,27,24.2,30,24.1,44,,,,,,,,,011199112111111199999999
41580,2009-01-07T12:12:00Z,24.3770,124.0170,,0,,,,,,,,,,,,,,,,,,,014497999999999999999999
41580,2009-01-07T12:25:00Z,24.3780,124.0500,24.6,,24.6,0,24,8,16.4,14,24.1,27,24.2,30,24.1,44,,,,,,,014419111121111111999999
41580,2009-01-07T12:26:00Z,24.3780,124.0500,24.6,,24.6,0,24,8,16.4,14,24.1,27,24.2,30,24.1,44,,,,,,,011119111121111111999999
41580,2009-01-07T12:27:00Z,24.3770,124.0170,24.6,0,,,,,,,,,,,,,,,,,,,014417999999999999999999
41580,2009-01-07T12:40:00Z,24.3780,124.0500,,,23.9,8,16.4,14,24,26,24.1,29,24,43,,,,,,,,,014499112111111199999999
41580,2009-01-07T12:41:00Z,24.3780,124.0500,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-07T12:42:00Z,24.3780,124.0500,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-07T12:55:00Z,24.3780,124.0500,,,23.8,8,16.5,14,24,26,24.1,29,24,43,,,,,,,,,011199112111111199999999
41580,2009-01-07T12:56:00Z,24.3780,124.0500,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-07T12:57:00Z,24.3780,124.0500,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-07T13:10:00Z,24.3740,124.0530,24.6,,24.6,0,23.8,8,16.5,14,24,26,24,29,24,43,,,,,,,011119111121111111999999
41580,2009-01-07T13:11:00Z,24.3780,124.0500,,0,,,,,,,,,,,,,,,,,,,014497999999999999999999
41580,2009-01-07T13:12:00Z,24.3740,124.0530,,0,,,,,,,,,,,,,,,,,,,014497999999999999999999
41580,2009-01-07T13:26:00Z,24.3780,124.0500,24.6,,24.6,0,23.9,8,16.5,14,24.1,26,24,29,24,43,,,,,,,011119111121111111999999
41580,2009-01-07T13:27:00Z,24.3740,124.0530,24.6,0,,,,,,,,,,,,,,,,,,,014417999999999999999999
41580,2009-01-07T13:41:00Z,24.3760,124.0640,,,23.9,8,16.5,14,24.1,26,24,29,24,43,,,,,,,,,011199112111111199999999
41580,2009-01-07T13:56:00Z,24.3760,124.0640,24.6,,24.6,0,24,8,16.5,14,24.1,26,24,29,24,43,,,,,,,011119111121111111999999
41580,2009-01-07T15:41:00Z,24.3760,124.0640,,,23.6,8,16.6,14,24.2,27,24,30,24.1,44,,,,,,,,,011199112111111199999999
41580,2009-01-07T15:42:00Z,24.3700,124.0800,,0,,,,,,,,,,,,,,,,,,,014497999999999999999999
41580,2009-01-07T15:56:00Z,24.3760,124.0640,,,23.6,8,16.6,14,24.2,27,24,30,24.1,44,,,,,,,,,014499112111111199999999
41580,2009-01-07T15:57:00Z,24.3700,124.0800,,0,,,,,,,,,,,,,,,,,,,014497999999999999999999
41580,2009-01-07T16:11:00Z,24.3760,124.0640,24.6,,24.6,0,23.7,8,16.6,14,24.2,27,24,30,24.1,44,,,,,,,014419111121111111999999
41580,2009-01-07T16:12:00Z,24.3700,124.0800,,0,,,,,,,,,,,,,,,,,,,014497999999999999999999
41580,2009-01-07T16:25:00Z,24.3700,124.0800,,,23.7,8,16.6,14,24.2,26,24,29,24.1,43,,,,,,,,,011199112111111199999999
41580,2009-01-07T16:26:00Z,24.3760,124.0640,24.6,0,,,,,,,,,,,,,,,,,,,014417999999999999999999
41580,2009-01-07T16:27:00Z,24.3700,124.0800,24.5,0,,,,,,,,,,,,,,,,,,,014417999999999999999999
41580,2009-01-07T16:40:00Z,24.3700,124.0800,,,23.8,8,16.6,14,24.2,26,24,29,24.1,43,,,,,,,,,011199112111111199999999
41580,2009-01-07T16:55:00Z,24.3700,124.0800,24.5,,24.5,0,23.7,8,16.5,14,24,26,24,29,24.1,43,,,,,,,011119111121111111999999
41580,2009-01-07T17:42:00Z,24.3700,124.0800,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-07T17:55:00Z,24.3730,124.0920,,,23.3,8,16.6,14,24,25,24.1,28,24.1,42,,,,,,,,,014499112111111199999999
41580,2009-01-07T17:57:00Z,24.3700,124.0800,,0,,,,,,,,,,,,,,,,,,,014497999999999999999999
41580,2009-01-07T18:10:00Z,24.3730,124.0920,,,23.3,8,16.6,14,24,25,24.1,28,24.1,42,,,,,,,,,014499112111111199999999
41580,2009-01-07T18:12:00Z,24.3700,124.0800,,0,,,,,,,,,,,,,,,,,,,014497999999999999999999
41580,2009-01-07T18:25:00Z,24.3730,124.0920,24.5,,24.5,0,23.3,8,16.6,14,24,25,24.1,28,24.1,42,,,,,,,014419111121111111999999
41580,2009-01-07T18:27:00Z,24.3700,124.0800,24.5,0,,,,,,,,,,,,,,,,,,,014417999999999999999999
41580,2009-01-07T18:40:00Z,24.3710,124.0880,,,23.3,7,16.6,13,24,25,24.1,28,24.1,41,,,,,,,,,011199112111111199999999
41580,2009-01-07T18:41:00Z,24.3730,124.0920,,,23.4,7,16.6,13,24,24,24.1,27,24.1,40,,,,,,,,,014499112111111199999999
41580,2009-01-07T18:42:00Z,24.3710,124.0880,,0,,,,,,,,,,,,,,,,,,,014497999999999999999999
41580,2009-01-07T18:55:00Z,24.3710,124.0880,,,23.3,7,16.6,13,24,25,24.1,28,24.1,41,,,,,,,,,011199112111111199999999
41580,2009-01-07T18:56:00Z,24.3730,124.0920,,,23.4,7,16.7,13,24,24,24.1,27,24.1,40,,,,,,,,,014499112111111199999999
41580,2009-01-07T18:57:00Z,24.3710,124.0880,,0,,,,,,,,,,,,,,,,,,,014497999999999999999999
41580,2009-01-07T19:10:00Z,24.3710,124.0880,24.6,,24.6,0,23.3,7,16.7,13,24,25,24.1,28,24.1,41,,,,,,,011119111121111111999999
41580,2009-01-07T19:11:00Z,24.3730,124.0920,24.6,,24.6,0,23.4,7,16.7,13,24,24,24.1,27,24.1,40,,,,,,,014419111121111111999999
41580,2009-01-07T19:12:00Z,24.3710,124.0880,,0,,,,,,,,,,,,,,,,,,,014497999999999999999999
41580,2009-01-07T19:26:00Z,24.3730,124.0920,24.6,0,,,,,,,,,,,,,,,,,,,011117999999999999999999
41580,2009-01-07T19:27:00Z,24.3740,124.0920,24.6,0,,,,,,,,,,,,,,,,,,,014417999999999999999999
41580,2009-01-07T19:41:00Z,24.3740,124.0920,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-07T19:42:00Z,24.3740,124.0920,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-07T19:56:00Z,24.3740,124.0920,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-07T20:11:00Z,24.3740,124.0920,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-07T20:26:00Z,24.3740,124.0920,24.5,0,,,,,,,,,,,,,,,,,,,011117999999999999999999
41580,2009-01-07T20:42:00Z,24.3660,124.0960,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-07T20:55:00Z,24.3740,124.0920,,,23.3,6,16.8,12,24.1,23,24.2,26,24.2,38,,,,,,,,,011199112111111199999999
41580,2009-01-07T20:57:00Z,24.3660,124.0960,,0,,,,,,,,,,,,,,,,,,,014497999999999999999999
41580,2009-01-07T21:10:00Z,24.3740,124.0920,,,23.3,6,16.8,12,24,23,24.2,26,24.2,38,,,,,,,,,011199112111111199999999
41580,2009-01-07T21:12:00Z,24.3660,124.0960,,0,,,,,,,,,,,,,,,,,,,014497999999999999999999
41580,2009-01-07T21:25:00Z,24.3740,124.0920,24.5,,24.5,0,23.3,6,16.7,12,23.7,23,24.3,26,24.2,38,,,,,,,011119111121111111999999
41580,2009-01-07T21:27:00Z,24.3660,124.0960,24.5,0,,,,,,,,,,,,,,,,,,,014417999999999999999999
41580,2009-01-07T21:41:00Z,24.3660,124.0960,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-07T22:41:00Z,24.3660,124.0960,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-07T22:56:00Z,24.3660,124.0960,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-07T23:11:00Z,24.3660,124.0960,,,23.4,6,16.7,12,23.4,21,24.3,24,24.2,36,,,,,,,,,011199112111111199999999
41580,2009-01-07T23:26:00Z,24.3540,124.0980,24.4,,24.44,0,23.4,6,16.7,12,23.4,21,24.3,24,24.1,36,,,,,,,014419111121111111999999
41580,2009-01-07T23:41:00Z,24.3540,124.0980,24.4,,24.4,0,23.4,6,16.6,12,23.4,21,24.3,24,24,36,,,,,,,011119111121111111999999
41580,2009-01-07T23:42:00Z,24.3660,124.0960,,0,,,,,,,,,,,,,,,,,,,014497999999999999999999
41580,2009-01-07T23:55:00Z,24.3540,124.0980,,,23.3,5,16.6,11,23.4,21,24.2,24,24,35,,,,,,,,,014499112111111199999999
41580,2009-01-07T23:57:00Z,24.3660,124.0960,,0,,,,,,,,,,,,,,,,,,,014497999999999999999999
41580,2009-01-08T00:10:00Z,24.3540,124.0980,,,23.3,5,16.6,11,23.4,21,24.2,24,23.9,35,,,,,,,,,011199112111111199999999
41580,2009-01-08T00:12:00Z,24.3660,124.0960,,0,,,,,,,,,,,,,,,,,,,014497999999999999999999
41580,2009-01-08T00:25:00Z,24.3540,124.0980,24.4,,24.4,0,23.3,5,16.5,11,23.4,21,24.2,24,23.7,35,,,,,,,014419111121111111999999
41580,2009-01-08T00:27:00Z,24.3660,124.0960,24.4,0,,,,,,,,,,,,,,,,,,,014417999999999999999999
41580,2009-01-08T00:41:00Z,24.3540,124.0980,,,23.3,5,16.6,11,23.4,20,24.2,23,23.6,34,,,,,,,,,014499112111111199999999
41580,2009-01-08T00:56:00Z,24.3540,124.0980,,,23.3,5,16.6,11,23.4,20,24.2,23,23.7,34,,,,,,,,,011199112111111199999999
41580,2009-01-08T01:11:00Z,24.3540,124.0980,24.4,,24.4,0,23.3,5,16.6,11,23.4,20,24.2,23,23.5,34,,,,,,,011119111121111111999999
41580,2009-01-08T01:25:00Z,24.3540,124.0980,,,23.3,5,16.6,11,23.4,20,24.2,23,23.8,34,,,,,,,,,011199112111111199999999
41580,2009-01-08T01:26:00Z,24.3540,124.0980,24.4,0,,,,,,,,,,,,,,,,,,,011117999999999999999999
41580,2009-01-08T01:40:00Z,24.3500,124.1030,,,23.3,5,16.6,11,23.4,20,24.2,23,23.6,34,,,,,,,,,011199112111111199999999
41580,2009-01-08T01:41:00Z,24.3540,124.0980,,0,,,,,,,,,,,,,,,,,,,014497999999999999999999
41580,2009-01-08T01:55:00Z,24.3500,124.1030,24.4,,24.4,0,23.3,5,16.6,11,23.4,20,24.2,23,23.5,34,,,,,,,011119111121111111999999
41580,2009-01-08T01:56:00Z,24.3540,124.0980,,0,,,,,,,,,,,,,,,,,,,014497999999999999999999
41580,2009-01-08T02:11:00Z,24.3540,124.0980,,,23.4,5,16.7,11,23.5,20,24.2,23,23.6,34,,,,,,,,,011199112111111199999999
41580,2009-01-08T02:26:00Z,24.3540,124.0980,24.4,,24.36,0,23.4,5,16.7,11,23.5,20,24.2,23,23.6,34,,,,,,,011119111121111111999999
41580,2009-01-08T02:41:00Z,24.3540,124.0980,24.4,,24.4,0,23.4,5,16.6,11,23.5,20,24.2,23,23.5,34,,,,,,,011119111121111111999999
41580,2009-01-08T02:42:00Z,24.3500,124.1030,,0,,,,,,,,,,,,,,,,,,,014497999999999999999999
41580,2009-01-08T02:57:00Z,24.3500,124.1030,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-08T03:12:00Z,24.3500,124.1030,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-08T03:27:00Z,24.3500,124.1030,24.4,0,,,,,,,,,,,,,,,,,,,011117999999999999999999
41580,2009-01-08T05:10:00Z,24.3500,124.1030,,,23.7,5,16.7,11,23.9,19,24.1,22,23.7,33,,,,,,,,,011199112111111199999999
41580,2009-01-08T05:11:00Z,24.3500,124.1030,,,23.6,5,16.6,11,23.8,19,24,22,23.7,33,,,,,,,,,011199112111111199999999
41580,2009-01-08T05:25:00Z,24.3500,124.1030,,,23.7,5,16.6,11,23.9,19,24.1,22,23.8,33,,,,,,,,,011199112111111199999999
41580,2009-01-08T05:26:00Z,24.3500,124.1030,,,23.7,5,16.7,11,23.9,19,24.1,22,23.8,33,,,,,,,,,011199112111111199999999
41580,2009-01-08T05:40:00Z,24.3500,124.1030,24.3,,24.3,0,23.7,5,16.5,11,23.8,19,24.1,22,23.7,33,,,,,,,011119111121111111999999
41580,2009-01-08T05:41:00Z,24.3500,124.1030,24.3,,24.3,0,23.7,5,16.6,11,23.9,19,24.1,22,23.9,33,,,,,,,011119111121111111999999
41580,2009-01-08T05:55:00Z,24.3500,124.1030,,,23.6,5,16.6,11,23.7,19,24.1,22,23.6,33,,,,,,,,,011199112111111199999999
41580,2009-01-08T06:10:00Z,24.3500,124.1030,,,23.7,5,16.6,11,23.8,19,24.1,22,23.7,33,,,,,,,,,011199112111111199999999
41580,2009-01-08T06:25:00Z,24.3500,124.1030,24.3,,24.3,0,23.8,5,16.5,11,23.9,19,24.1,22,23.8,33,,,,,,,011119111121111111999999
41580,2009-01-08T07:25:00Z,24.3500,124.1030,,,24.2,5,16.5,11,24.3,20,24,23,24.1,34,,,,,,,,,011199112111111199999999
41580,2009-01-08T07:26:00Z,24.3500,124.1030,,,24.2,5,16.5,11,24.3,20,24.1,23,24.2,34,,,,,,,,,011199112111111199999999
41580,2009-01-08T07:40:00Z,24.3500,124.1030,,,24.2,5,16.4,11,24.3,20,24,23,24.1,34,,,,,,,,,011199112111111199999999
41580,2009-01-08T07:41:00Z,24.3500,124.1030,,,24.2,5,16.5,11,24.3,20,24.1,23,24.2,34,,,,,,,,,011199112111111199999999
41580,2009-01-08T07:42:00Z,24.3500,124.1030,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-08T07:55:00Z,24.3500,124.1030,24.2,,24.2,0,24.1,5,16.4,11,24.2,20,24,23,24.1,34,,,,,,,011119111121111111999999
41580,2009-01-08T07:56:00Z,24.3500,124.1030,24.2,,24.2,0,24.2,5,16.4,11,24.3,20,24.1,23,24.2,34,,,,,,,011119111121111111999999
41580,2009-01-08T07:57:00Z,24.3500,124.1030,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-08T08:11:00Z,24.3500,124.1030,,,24.2,5,16.5,11,24.3,20,24,23,24.1,34,,,,,,,,,011199112111111199999999
41580,2009-01-08T08:12:00Z,24.3500,124.1030,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-08T08:26:00Z,24.3500,124.1030,,,24.2,5,16.4,11,24.3,20,24,23,24.1,34,,,,,,,,,011199112111111199999999
41580,2009-01-08T08:27:00Z,24.3500,124.1030,24.2,0,,,,,,,,,,,,,,,,,,,011117999999999999999999
41580,2009-01-08T08:41:00Z,24.3500,124.1030,24.2,,24.2,0,24.1,5,16.4,11,24.2,20,24,23,24.1,34,,,,,,,011119111121111111999999
41580,2009-01-08T08:42:00Z,24.3510,124.1020,,0,,,,,,,,,,,,,,,,,,,014497999999999999999999
41580,2009-01-08T08:55:00Z,24.3510,124.1020,,,24.1,4,15.8,10,24.1,17,24.1,20,24.1,30,,,,,,,,,011199112111111199999999
41580,2009-01-08T09:10:00Z,24.3510,124.1020,,,24,4,15.8,10,24,17,24,20,24,30,,,,,,,,,011199112111111199999999
41580,2009-01-08T09:25:00Z,24.3510,124.1020,24.2,,24.2,0,23.9,4,15.8,10,23.9,17,23.8,20,23.9,30,,,,,,,011119111121111111999999
41580,2009-01-08T10:41:00Z,24.3510,124.1020,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-08T11:11:00Z,24.3510,124.1020,,,23.2,4,15.4,10,23.3,17,18.4,20,23.2,30,,,,,,,,,011199112111211199999999
41580,2009-01-08T11:26:00Z,24.3510,124.1020,,,23.2,4,15.1,10,23.3,17,17.8,20,23.2,30,,,,,,,,,011199112111211199999999
41580,2009-01-08T11:41:00Z,24.3510,124.1020,24.1,,24.1,0,23.2,4,14.8,10,23.3,17,21,20,23.2,30,,,,,,,011119111121111111999999
41580,2009-01-08T12:41:00Z,24.3450,124.1010,,,23.2,3,14.8,9,23.3,17,23,20,23.2,29,,,,,,,,,011199112111111199999999
41580,2009-01-08T12:56:00Z,24.3450,124.1010,,,23.2,3,14.8,9,23.3,17,23,20,23.2,29,,,,,,,,,011199112111111199999999
41580,2009-01-08T13:11:00Z,24.3450,124.1010,23.9,,23.9,0,23.2,3,14.8,9,23.3,17,23,20,23.2,29,,,,,,,011119111121111111999999
41580,2009-01-08T13:26:00Z,24.3450,124.1010,24,0,,,,,,,,,,,,,,,,,,,011117999999999999999999
41580,2009-01-08T15:41:00Z,24.3450,124.1010,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-08T15:56:00Z,24.3450,124.1010,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-08T16:11:00Z,24.3450,124.1010,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-08T16:26:00Z,24.3450,124.1010,23.9,0,,,,,,,,,,,,,,,,,,,011117999999999999999999
41580,2009-01-08T16:41:00Z,24.3450,124.1010,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-08T16:42:00Z,24.3470,124.0950,,0,,,,,,,,,,,,,,,,,,,014497999999999999999999
41580,2009-01-08T17:11:00Z,24.3450,124.1010,,,23.8,3,14.9,9,23.8,17,23.3,20,23.7,29,,,,,,,,,011199112111111199999999
41580,2009-01-08T17:26:00Z,24.3450,124.1010,,,23.8,3,14.9,9,23.8,17,23.3,20,23.7,29,,,,,,,,,011199112111111199999999
41580,2009-01-08T17:41:00Z,24.3450,124.1010,23.9,,23.9,0,23.8,3,14.9,9,23.8,17,23.3,20,23.7,29,,,,,,,011119111121111111999999
41580,2009-01-08T17:42:00Z,24.3490,124.0980,,0,,,,,,,,,,,,,,,,,,,014497999999999999999999
41580,2009-01-08T17:55:00Z,24.3470,124.0950,,,23.8,3,14.8,9,23.8,17,23.3,20,23.7,29,,,,,,,,,011199112111111199999999
41580,2009-01-08T17:57:00Z,24.3490,124.0980,,0,,,,,,,,,,,,,,,,,,,014497999999999999999999
41580,2009-01-08T18:10:00Z,24.3470,124.0950,,,23.8,3,14.8,9,23.8,17,23.3,20,23.7,29,,,,,,,,,011199112111111199999999
41580,2009-01-08T18:12:00Z,24.3490,124.0980,,0,,,,,,,,,,,,,,,,,,,014497999999999999999999
41580,2009-01-08T18:25:00Z,24.3470,124.0950,23.9,,23.9,0,23.8,3,14.8,9,23.8,17,23.3,20,23.7,29,,,,,,,011119111121111111999999
41580,2009-01-08T18:27:00Z,24.3490,124.0980,24,0,,,,,,,,,,,,,,,,,,,014417999999999999999999
41580,2009-01-08T18:41:00Z,24.3490,124.0980,,,23.8,4,14.8,10,23.8,17,23.3,20,23.7,30,,,,,,,,,011199112111111199999999
41580,2009-01-08T18:56:00Z,24.3490,124.0980,,,23.7,4,14.8,10,23.8,17,23.3,20,23.7,30,,,,,,,,,011199112111111199999999
41580,2009-01-08T19:11:00Z,24.3490,124.0980,23.9,,23.9,0,23.5,4,14.8,10,23.6,17,23.2,20,23.6,30,,,,,,,011119111121111111999999
41580,2009-01-08T19:42:00Z,24.3490,124.0980,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-08T19:57:00Z,24.3490,124.0980,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-08T20:10:00Z,24.3510,124.1020,,,23.1,4,22.8,10,23.2,17,22.6,20,23.1,30,,,,,,,,,011199111111111199999999
41580,2009-01-08T20:12:00Z,24.3490,124.0980,,0,,,,,,,,,,,,,,,,,,,014497999999999999999999
41580,2009-01-08T20:25:00Z,24.3510,124.1020,,,23.1,4,23.3,10,23.2,17,22.6,20,23.1,30,,,,,,,,,011199111111111199999999
41580,2009-01-08T20:27:00Z,24.3490,124.0980,23.5,0,,,,,,,,,,,,,,,,,,,014417999999999999999999
41580,2009-01-08T20:40:00Z,24.3510,124.1020,23.4,,23.4,0,23.1,4,23.4,10,23.2,17,22.6,20,23.1,30,,,,,,,011119111111111111999999
41580,2009-01-08T21:41:00Z,24.3480,124.0970,,,23.1,4,23.3,10,23.2,17,23,20,23.1,30,,,,,,,,,011199111111111199999999
