PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),TEMP LEVEL1 (degree_Celsius),DEPH LEVEL1 (meter),TEMP LEVEL2 (degree_Celsius),DEPH LEVEL2 (meter),TEMP LEVEL3 (degree_Celsius),DEPH LEVEL3 (meter),TEMP LEVEL4 (degree_Celsius),DEPH LEVEL4 (meter),TEMP LEVEL5 (degree_Celsius),DEPH LEVEL5 (meter),TEMP LEVEL6 (degree_Celsius),DEPH LEVEL6 (meter),TEMP LEVEL7 (degree_Celsius),DEPH LEVEL7 (meter),TEMP LEVEL8 (degree_Celsius),DEPH LEVEL8 (meter),TEMP LEVEL9 (degree_Celsius),DEPH LEVEL9 (meter),QC
41580,2009-01-04T18:42:00Z,24.3940,123.9880,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-04T18:56:00Z,24.3940,123.9880,,,16,15,23.9,31,23.4,38,24,46,24.1,59,23.5,61,23.8,72,12.9,85,,,011199211111111111112199
41580,2009-01-04T18:57:00Z,24.3940,123.9880,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-04T19:11:00Z,24.3940,123.9880,24.1,,24.1,0,16,15,23.9,31,23.3,38,24,46,24.1,59,23.4,61,23.8,72,12.7,85,011119112111111111111121
41580,2009-01-04T19:12:00Z,24.3940,123.9880,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-04T19:25:00Z,24.3940,123.9880,,,16,15,23.9,31,23.2,38,24,46,24.1,59,23.3,61,23.6,72,12,85,,,011199211111111111112199
41580,2009-01-04T19:27:00Z,24.3940,123.9880,24,0,,,,,,,,,,,,,,,,,,,011117999999999999999999
41580,2009-01-04T19:40:00Z,24.3940,123.9880,,,16,15,23.9,31,23.3,38,24,46,24.1,59,23.4,61,23.7,72,11.9,85,,,011199211111111111112199
41580,2009-01-04T19:42:00Z,24.3960,123.9900,,0,,,,,,,,,,,,,,,,,,,014497999999999999999999
41580,2009-01-04T19:55:00Z,24.3940,123.9880,24.1,,24.1,0,16,15,23.9,31,23.4,38,24,46,24.1,59,23.5,61,23.7,72,12,85,011119112111111111111121
41580,2009-01-04T19:57:00Z,24.3960,123.9900,,0,,,,,,,,,,,,,,,,,,,014497999999999999999999
41580,2009-01-04T20:10:00Z,24.3960,123.9900,,,16,15,23.9,31,23.4,38,24,46,24.1,59,23.6,61,23.7,72,12.7,85,,,011199211111111111112199
41580,2009-01-04T20:12:00Z,24.3960,123.9900,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-04T20:25:00Z,24.3960,123.9900,,,16,15,23.9,31,23.3,38,24,46,24.1,59,23.5,61,23.8,72,12.9,85,,,011199211111111111112199
41580,2009-01-04T20:27:00Z,24.3960,123.9900,24,0,,,,,,,,,,,,,,,,,,,011117999999999999999999
41580,2009-01-04T20:40:00Z,24.3960,123.9900,24.1,,24.1,0,16,15,23.9,31,23.3,38,24,46,24.1,59,23.5,61,23.8,72,12.9,85,011119112111111111111121
41580,2009-01-04T20:41:00Z,24.3970,123.9860,,0,,,,,,,,,,,,,,,,,,,014497999999999999999999
41580,2009-01-04T20:56:00Z,24.3970,123.9860,,,16,15,23.9,31,23.4,38,24,46,24.1,59,23.5,61,23.8,72,12.5,85,,,011199211111111111112199
41580,2009-01-04T21:11:00Z,24.3970,123.9860,,,16,15,23.9,31,23.4,38,24,46,24.1,59,23.5,61,23.9,72,12.8,85,,,011199211111111111112199
41580,2009-01-04T21:26:00Z,24.3960,123.9890,24.1,,24.1,0,16,15,23.9,31,23.4,38,24,46,24.1,59,23.5,61,23.9,72,12.9,85,011119112111111111111121
41580,2009-01-04T23:41:00Z,24.3950,123.9890,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-04T23:42:00Z,24.3930,123.9940,,0,,,,,,,,,,,,,,,,,,,014497999999999999999999
41580,2009-01-04T23:55:00Z,24.3930,123.9940,,,16,15,23.9,31,23.7,38,24,46,24.1,59,23.8,61,24,72,13.5,85,,,011199211111111111112199
41580,2009-01-04T23:57:00Z,24.3930,123.9940,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-05T00:10:00Z,24.3930,123.9940,,,16,15,23.9,31,23.7,38,24,46,24.1,59,23.8,61,24,72,13.4,85,,,011199211111111111112199
41580,2009-01-05T00:12:00Z,24.3930,123.9940,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-05T00:25:00Z,24.3930,123.9940,24.1,,24.1,0,16,15,23.9,31,23.7,38,24,46,24.1,59,23.8,61,24,72,13.7,85,011119112111111111111121
41580,2009-01-05T00:27:00Z,24.3930,123.9940,24.1,0,,,,,,,,,,,,,,,,,,,011117999999999999999999
41580,2009-01-05T00:41:00Z,24.3950,123.9890,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-05T00:56:00Z,24.3950,123.9890,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-05T01:11:00Z,24.3950,123.9890,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-05T01:26:00Z,24.3950,123.9890,24.1,0,,,,,,,,,,,,,,,,,,,011117999999999999999999
41580,2009-01-05T01:41:00Z,24.3950,123.9890,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-05T01:42:00Z,24.3950,123.9890,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-05T01:57:00Z,24.3950,123.9890,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-05T02:11:00Z,24.3950,123.9890,,,16,15,23.9,31,23.8,38,24.1,46,24.1,59,23.9,61,24,72,14.1,85,,,011199211111111111112199
41580,2009-01-05T02:12:00Z,24.3950,123.9890,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-05T02:26:00Z,24.3950,123.9890,,,15.9,15,23.9,31,23.8,38,24.1,46,24.1,59,23.9,61,24,72,14.1,85,,,011199211111111111112199
41580,2009-01-05T02:27:00Z,24.3950,123.9890,24.1,0,,,,,,,,,,,,,,,,,,,011117999999999999999999
41580,2009-01-05T02:41:00Z,24.3950,123.9900,24.1,,24.1,0,15.9,15,23.9,31,23.8,38,24.1,46,24.1,59,23.9,61,24,72,13.9,85,011119112111111111111121
41580,2009-01-05T03:41:00Z,24.3950,123.9900,,,15.9,15,23.9,31,23.8,38,24.1,46,24.2,59,23.9,61,24,72,14.4,85,,,011199211111111111112199
41580,2009-01-05T03:56:00Z,24.3950,123.9900,,,15.9,15,23.9,31,23.8,38,24.1,46,24.2,59,23.9,61,24,72,14.4,85,,,011199211111111111112199
41580,2009-01-05T04:11:00Z,24.3950,123.9900,24.1,,24.1,0,15.9,15,23.9,31,23.8,38,24.1,46,24.2,59,23.9,61,24,72,14.4,85,011119112111111111111121
41580,2009-01-05T05:41:00Z,24.3950,123.9900,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-05T05:42:00Z,24.3950,123.9900,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-05T05:56:00Z,24.3950,123.9900,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-05T06:11:00Z,24.3950,123.9900,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-05T06:26:00Z,24.3950,123.9900,24.1,0,,,,,,,,,,,,,,,,,,,011117999999999999999999
41580,2009-01-05T06:41:00Z,24.3950,123.9900,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-05T06:56:00Z,24.3950,123.9900,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-05T07:11:00Z,24.3950,123.9900,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-05T07:26:00Z,24.3950,123.9900,24.1,0,,,,,,,,,,,,,,,,,,,011117999999999999999999
41580,2009-01-05T07:42:00Z,24.3950,123.9900,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-05T07:57:00Z,24.3950,123.9870,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-05T08:10:00Z,24.3950,123.9870,,,16.3,15,24,30,23.9,36,24.1,45,24.2,58,24.1,59,24.1,69,14.3,82,,,011199211111111111112199
41580,2009-01-05T08:12:00Z,24.3950,123.9870,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-05T08:25:00Z,24.3950,123.9870,,,16.4,15,24,30,23.9,36,24.1,45,24.2,58,24.1,59,24.1,69,14.3,82,,,011199211111111111112199
41580,2009-01-05T08:27:00Z,24.3950,123.9870,24.1,0,,,,,,,,,,,,,,,,,,,011117999999999999999999
41580,2009-01-05T08:40:00Z,24.3950,123.9870,24.1,,24.1,0,16.4,15,24,30,23.9,36,24.1,45,24.2,58,24.1,59,24.1,69,14,82,011119112111111111111121
41580,2009-01-05T08:41:00Z,24.3950,123.9870,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-05T08:56:00Z,24.3950,123.9870,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-05T09:11:00Z,24.3950,123.9870,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-05T09:26:00Z,24.3950,123.9870,24.1,0,,,,,,,,,,,,,,,,,,,011117999999999999999999
41580,2009-01-05T10:41:00Z,24.3950,123.9870,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-05T10:56:00Z,24.3950,123.9870,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-05T11:11:00Z,24.3950,123.9870,,,16.3,15,24,30,23.9,36,24.1,45,24.1,58,24.1,59,24.1,69,13.8,82,,,011199211111111111112199
41580,2009-01-05T11:26:00Z,24.3950,123.9870,24.1,,24.12,0,16.3,15,24,30,21.9,36,24.1,45,24.1,58,24,59,24,69,13.8,82,011119112111111111111121
41580,2009-01-05T11:41:00Z,24.3950,123.9870,24.1,,24.1,0,16.3,15,24,30,23.8,36,24.1,45,24.1,58,24,59,24,69,13.8,82,011119112111111111111121
41580,2009-01-05T11:42:00Z,24.3950,123.9870,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-05T11:56:00Z,24.3980,123.9880,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-05T12:11:00Z,24.3980,123.9880,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-05T12:26:00Z,24.3980,123.9880,24.1,0,,,,,,,,,,,,,,,,,,,011117999999999999999999
41580,2009-01-05T12:40:00Z,24.3950,123.9870,,,16.4,15,24,30,18.8,37,24,45,24.1,58,24,61,24,71,13.9,84,,,011199211121111111112199
41580,2009-01-05T12:41:00Z,24.3980,123.9880,,,16.4,15,23.9,31,15.5,37,24,46,24.1,59,24,61,24,71,13.9,84,,,014499211121111111112199
41580,2009-01-05T12:42:00Z,24.3950,123.9870,,0,,,,,,,,,,,,,,,,,,,014497999999999999999999
41580,2009-01-05T12:55:00Z,24.3950,123.9870,,,16.4,15,24,30,22,37,24,45,24.1,58,24,61,24,71,13.9,84,,,011199211111111111112199
41580,2009-01-05T12:56:00Z,24.3980,123.9880,,,16.4,15,23.9,31,18.7,37,24,46,24.1,59,24,61,24,71,13.9,84,,,014499211121111111112199
41580,2009-01-05T12:57:00Z,24.3980,123.9880,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-05T13:10:00Z,24.3950,123.9870,24.1,,24.1,0,16.4,15,24,30,23.9,37,24,45,24.1,58,24,61,24,71,13.9,84,011119112111111111111121
41580,2009-01-05T13:11:00Z,24.3980,123.9880,24.1,,24.1,0,16.4,15,23.9,31,21.9,37,24,46,24.1,59,24,61,24,71,13.9,84,014419112111111111111121
41580,2009-01-05T13:12:00Z,24.3980,123.9880,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-05T13:27:00Z,24.3980,123.9880,24.1,0,,,,,,,,,,,,,,,,,,,011117999999999999999999
41580,2009-01-05T15:41:00Z,24.3990,123.9880,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-05T16:26:00Z,24.3990,123.9880,,,16.6,15,24,30,24.1,45,24.2,58,24.1,59,24.1,69,14.6,82,,,,,011199211111111111219999
41580,2009-01-05T16:41:00Z,24.3990,123.9880,,,16.6,15,24,30,24.1,45,24.2,58,24.1,59,24.1,69,14.7,82,,,,,011199211111111111219999
41580,2009-01-05T16:56:00Z,24.3990,123.9880,24.1,,24.1,0,16.6,15,24,30,24.1,45,24.2,58,24.1,59,24.1,69,14.6,82,,,011119112111111111112199
41580,2009-01-05T18:41:00Z,24.3990,123.9880,,,16.6,15,24,30,24.1,45,24.2,58,23.8,60,24,70,15,83,,,,,011199211111111111219999
41580,2009-01-05T18:56:00Z,24.3990,123.9880,,,16.6,15,24,30,24.1,45,24.2,58,23.8,60,24,70,14.5,83,,,,,011199211111111111219999
41580,2009-01-05T19:11:00Z,24.3990,123.9880,24.1,,24.1,0,16.6,15,24,30,24.1,45,24.2,58,23.8,60,24,70,14.3,83,,,011119112111111111112199
41580,2009-01-05T19:42:00Z,24.3990,123.9880,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-05T19:57:00Z,24.3990,123.9880,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-05T20:12:00Z,24.3990,123.9880,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-05T20:27:00Z,24.3990,123.9880,24.1,0,,,,,,,,,,,,,,,,,,,011117999999999999999999
41580,2009-01-05T20:42:00Z,24.3990,123.9880,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-05T20:55:00Z,24.3990,123.9880,,,16.6,15,24,30,10.8,36,24.1,45,24.2,58,23.7,59,24.1,69,14,82,,,011199211121111111112199
41580,2009-01-05T20:57:00Z,24.3990,123.9880,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-05T21:10:00Z,24.3990,123.9880,,,16.6,15,24,30,10.8,36,24.1,45,24.2,58,23.7,59,24.1,69,14,82,,,011199211121111111112199
41580,2009-01-05T21:12:00Z,24.3990,123.9880,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-05T21:25:00Z,24.3990,123.9880,24.1,,24.1,0,16.6,15,24,30,14,36,24.1,45,24.2,58,23.7,59,24.1,69,14.1,82,011119112111211111111121
41580,2009-01-05T21:27:00Z,24.3990,123.9880,24.1,0,,,,,,,,,,,,,,,,,,,011117999999999999999999
41580,2009-01-05T22:41:00Z,24.3990,123.9880,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-05T22:42:00Z,24.3990,123.9880,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-05T22:56:00Z,24.3990,123.9880,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-05T23:11:00Z,24.3990,123.9880,,,16.7,15,24,30,13.3,37,24.1,45,24.1,58,15.3,60,23.9,70,14.3,83,,,011199211121111121112199
41580,2009-01-05T23:26:00Z,24.3990,123.9880,24.1,,24.12,0,16.6,15,24,30,13.2,37,24.1,45,24.1,58,15.2,60,23.9,70,14.2,83,011119112111211111211121
41580,2009-01-05T23:41:00Z,24.3990,123.9880,24.1,,24.1,0,16.6,15,24,30,10.1,37,24.1,45,24.1,58,12.1,60,23.9,70,12.7,83,011119112111211111211121
41580,2009-01-05T23:42:00Z,24.3990,123.9880,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-05T23:56:00Z,24.3990,123.9880,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-05T23:57:00Z,24.3990,123.9880,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-06T00:11:00Z,24.3990,123.9880,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-06T00:12:00Z,24.3990,123.9880,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-06T00:26:00Z,24.3990,123.9880,24.1,0,,,,,,,,,,,,,,,,,,,011117999999999999999999
41580,2009-01-06T00:27:00Z,24.3990,123.9880,24.1,0,,,,,,,,,,,,,,,,,,,011117999999999999999999
41580,2009-01-06T01:25:00Z,24.3950,123.9870,,,10.1,15,27.2,30,24.1,45,27.4,59,23.9,71,13.1,85,,,,,,,011199212111211121999999
41580,2009-01-06T01:40:00Z,24.3950,123.9870,,,10.1,15,27.2,30,24.1,45,27.3,59,23.9,71,13.2,85,,,,,,,011199212111211121999999
41580,2009-01-06T01:42:00Z,24.3950,123.9870,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-06T01:55:00Z,24.3950,123.9870,24.1,,24.1,0,10.1,15,27.2,30,24.1,45,27.3,59,23.9,71,13.2,85,,,,,011119112121112111219999
41580,2009-01-06T03:40:00Z,24.3950,123.9870,,,16.3,15,24,30,24.1,45,24.1,59,24,71,13.3,85,,,,,,,011199211111111121999999
41580,2009-01-06T03:42:00Z,24.3950,123.9870,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-06T03:55:00Z,24.3950,123.9870,,,16.3,15,24,30,24.1,45,24.1,59,24,71,13.3,85,,,,,,,011199211111111121999999
41580,2009-01-06T03:57:00Z,24.3950,123.9870,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-06T04:10:00Z,24.3950,123.9870,24.1,,24.1,0,16.3,15,24,30,24.1,45,24.1,59,24,71,13.3,85,,,,,011119112111111111219999
41580,2009-01-06T04:12:00Z,24.3950,123.9870,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-06T04:27:00Z,24.3950,123.9870,24.1,0,,,,,,,,,,,,,,,,,,,011117999999999999999999
41580,2009-01-06T05:42:00Z,24.3950,123.9870,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-06T05:55:00Z,24.3950,123.9870,,,16,14,23.9,30,24,44,24.1,58,24,71,13.4,85,,,,,,,011199211111111121999999
41580,2009-01-06T06:10:00Z,24.3950,123.9870,,,16,14,23.9,30,24,44,24.1,58,24,71,13.2,85,,,,,,,011199211111111121999999
41580,2009-01-06T06:25:00Z,24.3950,123.9870,24.1,,24.1,0,16.1,14,23.9,30,24,44,24.1,58,24,71,12.5,85,,,,,011119112111111111219999
41580,2009-01-06T06:41:00Z,24.3950,123.9870,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-06T07:41:00Z,24.3950,123.9870,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-06T07:42:00Z,24.3950,123.9870,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-06T07:56:00Z,24.3950,123.9870,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-06T08:11:00Z,24.3950,123.9870,,,16.2,14,23.9,30,24,44,24.1,58,24,71,12.9,85,,,,,,,011199211111111121999999
41580,2009-01-06T08:26:00Z,24.3950,123.9870,24.1,,24.12,0,16.3,14,23.9,30,24,44,24.1,58,24,71,13.2,85,,,,,011119112111111111219999
41580,2009-01-06T08:41:00Z,24.3950,123.9870,24.1,,24.1,0,16.4,14,23.9,30,24,44,24.1,58,24,71,13.3,85,,,,,011119112111111111219999
41580,2009-01-06T08:42:00Z,24.3950,123.9870,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-06T08:57:00Z,24.3950,123.9870,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-06T10:42:00Z,24.3980,123.9890,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-06T10:57:00Z,24.3980,123.9890,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-06T11:10:00Z,24.3980,123.9890,,,16.4,14,23.9,30,24,44,24.1,58,24,71,13.9,85,,,,,,,011199211111111121999999
41580,2009-01-06T11:12:00Z,24.3980,123.9890,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-06T11:25:00Z,24.3980,123.9890,,,16.3,14,23.9,30,24,44,24.1,58,24,71,13.8,85,,,,,,,011199211111111121999999
41580,2009-01-06T11:27:00Z,24.3980,123.9890,24.1,0,,,,,,,,,,,,,,,,,,,011117999999999999999999
41580,2009-01-06T11:40:00Z,24.3980,123.9890,24.1,,24.1,0,16.3,14,23.9,30,24,44,24.1,58,24,71,13.9,85,,,,,011119112111111111219999
41580,2009-01-06T11:42:00Z,24.3950,123.9940,,0,,,,,,,,,,,,,,,,,,,014497999999999999999999
41580,2009-01-06T11:57:00Z,24.3950,123.9940,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-06T12:07:00Z,24.3980,123.9890,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-06T12:12:00Z,24.3950,123.9940,,0,,,,,,,,,,,,,,,,,,,014497999999999999999999
41580,2009-01-06T12:27:00Z,24.3950,123.9940,24.1,0,,,,,,,,,,,,,,,,,,,011117999999999999999999
41580,2009-01-06T12:41:00Z,24.3950,123.9940,,,16.3,14,23.9,30,24,44,24,58,23.9,71,13,85,,,,,,,011199211111111121999999
41580,2009-01-06T12:43:00Z,24.3950,123.9940,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-06T12:56:00Z,24.3950,123.9940,,,16.2,14,23.9,30,24,44,24,58,23.9,71,13,85,,,,,,,011199211111111121999999
41580,2009-01-06T13:11:00Z,24.3950,123.9940,24.1,,24.1,0,16.2,14,23.9,30,24,44,24,58,23.9,71,13,85,,,,,011119112111111111219999
41580,2009-01-06T13:42:00Z,24.3950,123.9940,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-06T13:57:00Z,24.3950,123.9940,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-06T14:12:00Z,24.3950,123.9940,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-06T14:27:00Z,24.3950,123.9940,24,0,,,,,,,,,,,,,,,,,,,011117999999999999999999
41580,2009-01-06T15:42:00Z,24.3950,123.9900,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-06T15:57:00Z,24.3950,123.9900,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-06T16:12:00Z,24.3950,123.9900,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-06T16:25:00Z,24.3950,123.9900,,,16.2,14,23.9,30,24,44,24.1,58,24,71,13.7,85,,,,,,,011199211111111121999999
41580,2009-01-06T16:26:00Z,24.3980,123.9860,,,16.2,14,23.9,30,24,44,24.1,58,24,71,13.7,85,,,,,,,014499211111111121999999
41580,2009-01-06T16:27:00Z,24.3950,123.9900,24,0,,,,,,,,,,,,,,,,,,,014417999999999999999999
41580,2009-01-06T16:40:00Z,24.3950,123.9900,,,16.2,14,23.9,30,24,44,24.1,58,24,71,13.8,85,,,,,,,011199211111111121999999
41580,2009-01-06T16:41:00Z,24.3980,123.9860,,,16.2,14,23.9,30,24,44,24.1,58,24,71,13.8,85,,,,,,,014499211111111121999999
41580,2009-01-06T16:55:00Z,24.3950,123.9900,24,,24,0,16.2,14,23.9,30,24,44,24.1,58,24,71,13.9,85,,,,,011119112111111111219999
41580,2009-01-06T16:56:00Z,24.3980,123.9860,24,,24,0,16.2,14,23.9,30,24,44,24.1,58,24,71,13.9,85,,,,,014419112111111111219999
41580,2009-01-06T17:41:00Z,24.3980,123.9860,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-06T17:56:00Z,24.3980,123.9860,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-06T18:11:00Z,24.3980,123.9860,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-06T18:26:00Z,24.3980,123.9860,24,0,,,,,,,,,,,,,,,,,,,011117999999999999999999
41580,2009-01-06T18:41:00Z,24.3960,123.9890,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-06T18:42:00Z,24.3960,123.9890,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-06T18:56:00Z,24.3960,123.9890,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-06T18:57:00Z,24.3960,123.9890,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-06T19:11:00Z,24.3960,123.9890,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-06T19:12:00Z,24.3960,123.9890,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-06T19:25:00Z,24.3960,123.9890,,,15.9,15,23.8,30,24,45,24.1,59,24,71,14.3,85,,,,,,,011199211111111121999999
41580,2009-01-06T19:26:00Z,24.3960,123.9890,24,0,,,,,,,,,,,,,,,,,,,011117999999999999999999
41580,2009-01-06T19:27:00Z,24.3960,123.9890,24,0,,,,,,,,,,,,,,,,,,,011117999999999999999999
41580,2009-01-06T19:40:00Z,24.3960,123.9890,,,15.9,15,23.8,30,24,45,24.1,59,24,71,13.9,85,,,,,,,011199211111111121999999
41580,2009-01-06T19:41:00Z,24.3960,123.9890,,,15.9,15,23.8,30,24,45,24.1,59,24,71,13.9,85,,,,,,,011199211111111121999999
41580,2009-01-06T19:55:00Z,24.3960,123.9890,24,,24,0,15.9,15,23.8,30,24,45,24.1,59,24,71,13.8,85,,,,,011119112111111111219999
41580,2009-01-06T19:56:00Z,24.3960,123.9890,24,,24,0,15.9,15,23.8,30,24,45,24.1,59,24,71,13.8,85,,,,,011119112111111111219999
41580,2009-01-06T20:11:00Z,24.3940,123.9880,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-06T20:26:00Z,24.3940,123.9880,24,0,,,,,,,,,,,,,,,,,,,011117999999999999999999
41580,2009-01-06T20:56:00Z,24.3940,123.9880,,,15.9,15,23.8,30,23.9,45,24,59,23.8,71,13.7,85,,,,,,,011199211111111121999999
41580,2009-01-06T21:11:00Z,24.3940,123.9880,,,15.9,15,23.8,30,23.9,45,24,59,23.8,71,13.4,85,,,,,,,011199211111111121999999
41580,2009-01-06T21:26:00Z,24.3940,123.9880,24,,24,0,15.9,15,23.8,30,23.9,45,24,59,23.8,71,13,85,,,,,011119112111111111219999
41580,2009-01-06T23:41:00Z,24.3940,123.9880,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-06T23:42:00Z,24.3940,123.9880,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-06T23:55:00Z,24.3940,123.9880,,,15.8,15,23.8,30,23.9,45,24,59,24,71,11.5,85,,,,,,,011199211111111121999999
41580,2009-01-07T00:10:00Z,24.3940,123.9880,,,15.8,15,23.8,30,23.9,45,24,59,24,71,11.6,85,,,,,,,011199211111111121999999
41580,2009-01-07T00:25:00Z,24.3940,123.9880,23.9,,23.9,0,15.8,15,23.8,30,23.9,45,24,59,24,71,11.7,85,,,,,011119112111111111219999
41580,2009-01-07T00:41:00Z,24.3940,123.9880,,,15.9,15,23.9,30,23.9,45,24,59,24,71,11.8,85,,,,,,,011199211111111121999999
41580,2009-01-07T00:42:00Z,24.3940,123.9880,,0,,,,,,,,,,,,,,,,,,,011197999999999999999999
41580,2009-01-07T00:56:00Z,24.3940,123.9880,,,16,15,23.9,30,23.9,45,24,59,24,71,11.9,85,,,,,,,011199211111111121999999
