PLATFORM,ARGOS_ID,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),QC
2901169,80611,2009-01-04T17:27:25Z,21.4230,118.4450,00111
2901169,80611,2009-01-04T19:08:15Z,21.4220,118.4550,00111
2901169,80611,2009-01-04T21:01:11Z,21.4070,118.4750,00111
2901169,80611,2009-01-04T21:48:07Z,21.4070,118.4670,00111
2901169,80611,2009-01-05T00:35:41Z,21.3850,118.4860,00111
2901169,80611,2009-01-05T01:15:17Z,21.3940,118.4850,00111
2901169,80611,2009-01-05T02:16:09Z,21.3980,118.4870,00111
2901169,80611,2009-01-05T02:55:45Z,21.4000,118.4900,00111
2901169,80611,2009-01-07T18:34:06Z,21.3860,118.5800,00111
2901169,80611,2009-01-07T19:48:54Z,21.3840,118.5810,00111
2901169,80611,2009-01-07T21:12:30Z,21.3700,118.5760,00111
2901169,80611,2009-01-07T21:29:00Z,21.3690,118.5810,00111
2901169,80611,2009-01-07T22:52:58Z,21.3640,118.5880,00111
2901169,80611,2009-01-08T01:06:26Z,21.3530,118.5850,00111
2901169,80611,2009-01-08T02:45:26Z,21.3510,118.5970,00111
