PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),QC
22628,2009-01-03T00:14:00Z,24.7060,125.3410,,0,011197
22628,2009-01-03T00:18:00Z,24.7080,125.3280,23.2,0,014417
22628,2009-01-03T01:25:00Z,24.7060,125.3410,23.2,0,011117
22628,2009-01-03T01:58:00Z,24.7080,125.3320,23.2,0,011117
22628,2009-01-03T05:02:00Z,24.7080,125.3320,23.3,0,011117
22628,2009-01-03T05:11:00Z,24.7080,125.3210,23.3,0,014417
22628,2009-01-03T07:20:00Z,24.7050,125.3280,23.3,0,011117
22628,2009-01-03T07:44:00Z,24.7050,125.3280,23.3,0,011117
22628,2009-01-03T09:00:00Z,24.7050,125.3280,23.3,0,011117
22628,2009-01-03T09:24:00Z,24.7050,125.3280,23.3,0,011117
22628,2009-01-03T09:30:00Z,24.7080,125.3290,23.3,0,011117
22628,2009-01-03T11:26:00Z,24.7080,125.3290,23.2,0,011117
22628,2009-01-03T12:37:00Z,24.7080,125.3290,23.2,0,011117
22628,2009-01-03T13:10:00Z,24.7110,125.3330,23.2,0,011117
22628,2009-01-03T14:11:00Z,24.7080,125.3290,23.2,0,011117
22628,2009-01-03T15:57:00Z,24.7110,125.3330,23.2,0,011117
22628,2009-01-03T17:36:00Z,24.7110,125.3330,23.2,0,011117
22628,2009-01-03T19:43:00Z,24.7100,125.3280,23.1,0,011117
22628,2009-01-03T19:48:00Z,24.7090,125.3310,23.1,0,011117
22628,2009-01-03T20:16:00Z,24.7090,125.3310,23.1,0,011117
22628,2009-01-03T20:23:00Z,24.7080,125.3320,23.1,0,011117
22628,2009-01-03T21:26:00Z,24.7080,125.3320,23.1,0,011117
22628,2009-01-03T22:01:00Z,24.7080,125.3300,23.1,0,011117
22628,2009-01-03T23:56:00Z,24.7080,125.3300,23.1,0,011117
22628,2009-01-04T01:03:00Z,24.7080,125.3300,23.1,0,011117
22628,2009-01-04T01:41:00Z,24.7110,125.3280,23.2,0,011117
22628,2009-01-04T03:14:00Z,24.7080,125.3300,23.3,0,011117
22628,2009-01-04T04:55:00Z,24.7090,125.3330,23.3,0,011117
22628,2009-01-04T05:00:00Z,24.7100,125.3360,23.3,0,011117
22628,2009-01-04T06:55:00Z,24.7100,125.3360,23.2,0,011117
22628,2009-01-04T07:33:00Z,24.7100,125.3360,23.2,0,011117
22628,2009-01-04T08:37:00Z,24.7090,125.3300,23.2,0,011117
22628,2009-01-04T09:19:00Z,24.7090,125.3320,,0,011197
22628,2009-01-04T11:07:00Z,24.7120,125.3330,23.2,0,011117
22628,2009-01-04T12:09:00Z,24.7080,125.3330,23.2,0,011117
22628,2009-01-04T12:51:00Z,24.7120,125.3330,23.2,0,011117
22628,2009-01-04T13:43:00Z,24.7120,125.3330,23.2,0,011117
22628,2009-01-04T17:26:00Z,24.7120,125.3330,23.2,0,011117
22628,2009-01-04T20:08:00Z,24.7110,125.3290,23.1,0,011117
22628,2009-01-04T20:58:00Z,24.7110,125.3290,23.1,0,011117
22628,2009-01-04T21:48:00Z,24.7090,125.3280,23.1,0,011117
22628,2009-01-04T23:34:00Z,24.7080,125.3300,23.1,0,011117
22628,2009-01-05T00:34:00Z,24.7090,125.3280,23.1,0,011117
22628,2009-01-05T00:37:00Z,24.7080,125.3300,23.1,0,011117
22628,2009-01-05T01:15:00Z,24.7080,125.3300,23.1,0,011117
22628,2009-01-05T02:12:00Z,24.7080,125.3300,23.2,0,011117
22628,2009-01-05T04:47:00Z,24.7090,125.3310,23.2,0,011117
22628,2009-01-05T06:30:00Z,24.7090,125.3310,23.2,0,011117
22628,2009-01-05T07:20:00Z,24.7090,125.3300,23.2,0,011117
22628,2009-01-05T08:10:00Z,24.7090,125.3300,23.2,0,011117
22628,2009-01-05T09:06:00Z,24.7090,125.3300,23.2,0,011117
22628,2009-01-05T12:31:00Z,24.7090,125.3300,23,0,011117
22628,2009-01-05T13:27:00Z,24.7090,125.3300,23.1,0,011117
22628,2009-01-05T14:05:00Z,24.7090,125.3300,23.1,0,011117
22628,2009-01-05T17:16:00Z,24.7090,125.3300,23,0,011117
22628,2009-01-05T19:57:00Z,24.7170,125.3380,23,0,011117
22628,2009-01-05T20:35:00Z,24.7100,125.3320,23,0,011117
22628,2009-01-05T20:41:00Z,24.7120,125.3260,23,0,014417
22628,2009-01-05T21:37:00Z,24.7100,125.3270,23,0,011117
22628,2009-01-06T00:59:00Z,24.7100,125.3270,22.9,0,011117
22628,2009-01-06T01:53:00Z,24.7100,125.3270,22.9,0,011117
22628,2009-01-06T02:37:00Z,24.7100,125.3270,23,0,011117
22628,2009-01-06T04:33:00Z,24.7100,125.3270,23.1,0,011117
22628,2009-01-06T06:17:00Z,24.7100,125.3270,23.1,0,011117
22628,2009-01-06T07:09:00Z,24.7100,125.3270,23.1,0,011117
22628,2009-01-06T07:42:00Z,24.7100,125.3270,23,0,011117
22628,2009-01-06T08:50:00Z,24.7100,125.3270,23,0,011117
22628,2009-01-06T09:28:00Z,24.7100,125.3270,23,0,011117
22628,2009-01-06T11:21:00Z,24.7100,125.3270,22.9,0,011117
22628,2009-01-06T12:08:00Z,24.7100,125.3270,22.9,0,011117
22628,2009-01-06T13:05:00Z,24.7100,125.3270,22.9,0,011117
22628,2009-01-06T13:45:00Z,24.7100,125.3270,22.8,0,011117
22628,2009-01-06T13:49:00Z,24.7130,125.3250,22.8,0,014417
22628,2009-01-06T17:06:00Z,24.7110,125.3270,23,0,011117
22628,2009-01-06T19:43:00Z,24.7110,125.3270,23,0,011117
22628,2009-01-06T20:16:00Z,24.7110,125.3270,23,0,011117
22628,2009-01-06T21:27:00Z,24.7030,125.3500,23,0,011117
22628,2009-01-06T21:56:00Z,24.7030,125.3500,22.9,0,011117
22628,2009-01-07T00:38:00Z,24.7140,125.3140,23,0,011117
22628,2009-01-07T01:25:00Z,24.7030,125.3500,23,0,011117
22628,2009-01-07T01:30:00Z,24.7140,125.3240,23,0,014417
22628,2009-01-07T04:24:00Z,24.7140,125.3240,23,0,011117
22628,2009-01-07T07:23:00Z,24.7140,125.3240,23,0,011117
22628,2009-01-07T08:38:00Z,24.7070,125.3190,23,0,011117
22628,2009-01-07T11:44:00Z,24.7130,125.3260,23,0,011117
22628,2009-01-07T12:34:00Z,24.7070,125.3190,23,0,011117
22628,2009-01-07T12:42:00Z,24.7130,125.3260,23,0,014417
22628,2009-01-07T13:24:00Z,24.7130,125.3260,23,0,011117
22628,2009-01-07T14:19:00Z,24.7130,125.3260,23,0,011117
22628,2009-01-07T16:57:00Z,24.7130,125.3260,23,0,011117
22628,2009-01-07T19:48:00Z,24.7100,125.3260,23,0,011117
22628,2009-01-07T19:51:00Z,24.7130,125.3260,23,0,014417
22628,2009-01-07T21:17:00Z,24.7120,125.3240,23,0,011117
22628,2009-01-07T21:25:00Z,24.7130,125.3260,23,0,011117
22628,2009-01-08T00:15:00Z,24.7130,125.3260,23,0,011117
22628,2009-01-08T01:05:00Z,24.7130,125.3260,23,0,011117
22628,2009-01-08T01:09:00Z,24.7130,125.3260,23,0,011117
22628,2009-01-08T01:58:00Z,24.7120,125.3280,23,0,011117
22628,2009-01-08T04:11:00Z,24.7120,125.3280,23.1,0,011117
22628,2009-01-08T08:31:00Z,24.7130,125.3260,22.9,0,011117
22628,2009-01-08T08:41:00Z,24.7130,125.3260,22.9,0,011117
22628,2009-01-08T12:15:00Z,24.7130,125.3270,22.7,0,011117
22628,2009-01-08T13:55:00Z,24.7130,125.3270,22.4,0,011117
22628,2009-01-08T16:45:00Z,24.7140,125.3250,22.3,0,011117
22628,2009-01-08T18:24:00Z,24.7140,125.3250,22.2,0,011117
22628,2009-01-08T19:18:00Z,24.7130,125.3270,,0,011197
22628,2009-01-08T19:23:00Z,24.7120,125.3250,22.1,0,011117
22628,2009-01-08T19:28:00Z,24.7130,125.3270,22.1,0,011117
22628,2009-01-08T21:03:00Z,24.7130,125.3270,21.8,0,011117
